Data Item,Value Counts
"WHEAT - ACRES PLANTED, NET",36
"SOYBEANS, IRRIGATED - ACRES HARVESTED",35
BARLEY - OPERATIONS WITH AREA HARVESTED,35
"SOYBEANS, IRRIGATED - OPERATIONS WITH AREA HARVESTED",35
"WHEAT, IRRIGATED - OPERATIONS WITH AREA HARVESTED",34
HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED,34
"WHEAT, IRRIGATED - ACRES HARVESTED",34
"WHEAT, SPRING, DURUM, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",33
"WHEAT, NON-IRRIGATED - ACRES PLANTED, NET",33
"WHEAT, SPRING, DURUM, NON-IRRIGATED - PRODUCTION, MEASURED IN BU",33
"WHEAT, NON-IRRIGATED - ACRES PLANTED",33
SUNFLOWER - ACRES PLANTED,33
"WHEAT, NON-IRRIGATED - ACRES HARVESTED",33
"SUNFLOWER, NON-OIL TYPE - YIELD, MEASURED IN LB / ACRE",33
"WHEAT, WINTER, NON-IRRIGATED - YIELD, MEASURED IN BU / NET PLANTED ACRE",33
"WHEAT, SPRING, DURUM, NON-IRRIGATED - ACRES HARVESTED",33
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - ACRES HARVESTED",33
"HAY, WILD - OPERATIONS WITH AREA HARVESTED",33
"WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",33
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",33
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - PRODUCTION, MEASURED IN BU",33
"WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / NET PLANTED ACRE",33
"SUNFLOWER, NON-OIL TYPE - ACRES PLANTED",33
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - ACRES PLANTED",33
"WHEAT, SPRING, DURUM, NON-IRRIGATED - ACRES PLANTED",33
"WHEAT, WINTER, NON-IRRIGATED - ACRES PLANTED, NET",33
"SUNFLOWER, OIL TYPE - YIELD, MEASURED IN LB / ACRE",33
"HAY, ALFALFA, IRRIGATED - OPERATIONS WITH AREA HARVESTED",33
"WHEAT, NON-IRRIGATED - PRODUCTION, MEASURED IN BU",33
"HAY, ALFALFA, IRRIGATED - ACRES HARVESTED",33
"SUNFLOWER - YIELD, MEASURED IN LB / ACRE",33
"SUNFLOWER, OIL TYPE - ACRES PLANTED",33
"CORN, SILAGE - OPERATIONS WITH AREA HARVESTED",32
HAY & HAYLAGE - ACRES HARVESTED,31
OATS - OPERATIONS WITH AREA HARVESTED,31
"HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS",31
"SORGHUM, GRAIN, NON-IRRIGATED - ACRES HARVESTED",30
"SORGHUM, NON-IRRIGATED - ACRES PLANTED",30
"SORGHUM, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",30
"SORGHUM, GRAIN, NON-IRRIGATED - PRODUCTION, MEASURED IN BU",30
"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN $",28
"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / ACRE",28
"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES PLANTED",28
"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP - PRODUCTION, MEASURED IN BU",28
"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP - ACRES PLANTED",28
"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP - ACRES HARVESTED",28
"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES HARVESTED",28
"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN $",28
"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP - YIELD, MEASURED IN BU / ACRE",28
"SUNFLOWER - PRODUCTION, MEASURED IN $",28
"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - PRODUCTION, MEASURED IN BU",28
"WHEAT, SPRING, (EXCL DURUM) - OPERATIONS WITH AREA HARVESTED",27
"CORN, NON-IRRIGATED - ACRES PLANTED",26
"WHEAT, WINTER - OPERATIONS WITH AREA HARVESTED",26
HAY - OPERATIONS WITH AREA HARVESTED,26
"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",26
"CORN, SILAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",26
"CORN, GRAIN, NON-IRRIGATED - ACRES HARVESTED",26
"CORN, IRRIGATED - ACRES PLANTED",26
"CORN, GRAIN, NON-IRRIGATED - PRODUCTION, MEASURED IN BU",26
"CORN, SILAGE, NON-IRRIGATED - ACRES HARVESTED",25
HAYLAGE - ACRES HARVESTED,25
"CORN, SILAGE, IRRIGATED - PRODUCTION, MEASURED IN TONS",25
"CORN, SILAGE, IRRIGATED - YIELD, MEASURED IN TONS / ACRE",25
"CORN, SILAGE, NON-IRRIGATED - PRODUCTION, MEASURED IN TONS",25
"HAY, WILD, IRRIGATED - ACRES HARVESTED",25
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - OPERATIONS WITH AREA HARVESTED",25
"HAYLAGE - PRODUCTION, MEASURED IN TONS",25
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - PRODUCTION, MEASURED IN TONS",25
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - ACRES HARVESTED",25
"HAY, WILD, IRRIGATED - OPERATIONS WITH AREA HARVESTED",25
"CORN, SILAGE, NON-IRRIGATED - YIELD, MEASURED IN TONS / ACRE",25
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, CONTINUOUS CROP - ACRES PLANTED",24
"HAY, SMALL GRAIN - PRODUCTION, MEASURED IN TONS",24
"HAY, SMALL GRAIN - ACRES HARVESTED",24
"WHEAT, NON-IRRIGATED, CONTINUOUS CROP - ACRES PLANTED",24
"BARLEY, NON-IRRIGATED, CONTINUOUS CROP - ACRES HARVESTED",24
"BARLEY, NON-IRRIGATED, CONTINUOUS CROP - YIELD, MEASURED IN BU / ACRE",24
"WHEAT, SPRING, DURUM, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES HARVESTED",24
"WHEAT, NON-IRRIGATED, CONTINUOUS CROP - YIELD, MEASURED IN BU / ACRE",24
"WHEAT, NON-IRRIGATED, CONTINUOUS CROP - YIELD, MEASURED IN BU / NET PLANTED ACRE",24
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, CONTINUOUS CROP - ACRES HARVESTED",24
"WHEAT, SPRING, DURUM, NON-IRRIGATED, CONTINUOUS CROP - ACRES HARVESTED",24
"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES PLANTED",24
"WHEAT, SPRING, DURUM, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES PLANTED",24
"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / ACRE",24
"GRASSES & LEGUMES TOTALS, SEED - ACRES HARVESTED",24
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, CONTINUOUS CROP - PRODUCTION, MEASURED IN BU",24
"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES PLANTED",24
"WHEAT, NON-IRRIGATED, CONTINUOUS CROP - ACRES HARVESTED",24
"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / ACRE",24
"BARLEY, NON-IRRIGATED, CONTINUOUS CROP - PRODUCTION, MEASURED IN BU",24
"WHEAT, SPRING, DURUM, NON-IRRIGATED, CONTINUOUS CROP - PRODUCTION, MEASURED IN BU",24
"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / NET PLANTED ACRE",24
"BARLEY, NON-IRRIGATED, CONTINUOUS CROP - ACRES PLANTED",24
"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES HARVESTED",24
"WHEAT, SPRING, DURUM, NON-IRRIGATED, CONTINUOUS CROP - YIELD, MEASURED IN BU / ACRE",24
"WHEAT, SPRING, DURUM, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / ACRE",24
"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES PLANTED, NET",24
"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES HARVESTED",24
"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - PRODUCTION, MEASURED IN BU",24
"GRASSES & LEGUMES TOTALS, SEED - OPERATIONS WITH AREA HARVESTED",24
"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - PRODUCTION, MEASURED IN BU",24
"WHEAT, SPRING, DURUM, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - PRODUCTION, MEASURED IN BU",24
"WHEAT, NON-IRRIGATED, CONTINUOUS CROP - ACRES PLANTED, NET",24
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, CONTINUOUS CROP - YIELD, MEASURED IN BU / ACRE",24
"WHEAT, NON-IRRIGATED, CONTINUOUS CROP - PRODUCTION, MEASURED IN BU",24
"WHEAT, SPRING, DURUM, NON-IRRIGATED, CONTINUOUS CROP - ACRES PLANTED",24
"HAY & HAYLAGE, IRRIGATED - ACRES HARVESTED",23
"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP - ACRES PLANTED, NET",23
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / ACRE",23
"WHEAT, WINTER, RED, HARD - PRODUCTION, MEASURED IN PCT BY TYPE",23
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, FOLLOWING SUMMER FALLOW - PRODUCTION, MEASURED IN BU",23
"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / NET PLANTED ACRE",23
"WHEAT, SPRING, RED, HARD - PRODUCTION, MEASURED IN PCT BY TYPE",23
"HAY, IRRIGATED - ACRES HARVESTED",23
"HAYLAGE, ALFALFA - ACRES HARVESTED",23
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES PLANTED",23
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES HARVESTED",23
"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP - YIELD, MEASURED IN BU / NET PLANTED ACRE",23
"HAY & HAYLAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",23
"HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS",23
"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES PLANTED, NET",23
"HAY, IRRIGATED - OPERATIONS WITH AREA HARVESTED",23
"FLAXSEED - PRODUCTION, MEASURED IN $",23
"OATS, IRRIGATED - ACRES HARVESTED",21
"OATS, IRRIGATED - OPERATIONS WITH AREA HARVESTED",21
"HAY, ALFALFA - PRODUCTION, MEASURED IN $",21
"HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",20
"HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED",20
HAYLAGE - OPERATIONS WITH AREA HARVESTED,20
"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"BARLEY - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, CONTINUOUS CROP - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"RYE - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"BARLEY, NON-IRRIGATED - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"HAY, SMALL GRAIN - OPERATIONS WITH AREA HARVESTED",19
"WHEAT, SPRING, DURUM, NON-IRRIGATED, CONTINUOUS CROP - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"WHEAT, WINTER, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19
"FLAXSEED - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"WHEAT, WINTER, IRRIGATED - ACRES HARVESTED",19
"BARLEY, NON-IRRIGATED, CONTINUOUS CROP - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"WHEAT, SPRING, DURUM, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"WHEAT, SPRING, (EXCL DURUM), IRRIGATED - OPERATIONS WITH AREA HARVESTED",18
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - ACRES HARVESTED",18
"BARLEY, IRRIGATED - ACRES HARVESTED",18
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / NET PLANTED ACRE",18
"SUNFLOWER, OIL TYPE - OPERATIONS WITH AREA HARVESTED",18
"OATS - YIELD, MEASURED IN BU / NET PLANTED ACRE",18
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - OPERATIONS WITH AREA HARVESTED",18
"RYE - PRODUCTION, MEASURED IN $",18
"HAYLAGE, (EXCL ALFALFA) - OPERATIONS WITH AREA HARVESTED",18
"SORGHUM, SILAGE - OPERATIONS WITH AREA HARVESTED",18
"WHEAT, SPRING, (EXCL DURUM), IRRIGATED - ACRES HARVESTED",18
"HAYLAGE, ALFALFA - OPERATIONS WITH AREA HARVESTED",18
"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES HARVESTED",17
"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",17
"SUNFLOWER, NON-OIL TYPE - OPERATIONS WITH AREA HARVESTED",17
"SORGHUM, GRAIN - ACRES PLANTED, NET",17
"SORGHUM, GRAIN - YIELD, MEASURED IN BU / NET PLANTED ACRE",17
"HAY, SMALL GRAIN, IRRIGATED - ACRES HARVESTED",16
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - YIELD, MEASURED IN BU / NET PLANTED ACRE",16
"SUNFLOWER, IRRIGATED - OPERATIONS WITH AREA HARVESTED",16
"HAY, SMALL GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",16
"WHEAT, SPRING, DURUM, NON-IRRIGATED - YIELD, MEASURED IN BU / NET PLANTED ACRE",16
"SUNFLOWER, IRRIGATED - ACRES HARVESTED",16
"HAYLAGE, IRRIGATED - ACRES HARVESTED",15
CROP TOTALS - OPERATIONS WITH SALES,15
"HAYLAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",15
"BEANS, DRY EDIBLE, (EXCL LIMA), INCL CHICKPEAS - OPERATIONS WITH AREA HARVESTED",15
"GRASSES & LEGUMES TOTALS, IRRIGATED, SEED - ACRES HARVESTED",14
"SUNFLOWER, OIL TYPE - YIELD, MEASURED IN LB / NET PLANTED ACRE",14
"MILLET, PROSO - ACRES HARVESTED",14
"GRASSES & LEGUMES TOTALS, IRRIGATED, SEED - OPERATIONS WITH AREA HARVESTED",14
"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA HARVESTED",14
"SUNFLOWER, NON-OIL TYPE - YIELD, MEASURED IN LB / NET PLANTED ACRE",14
"MILLET, PROSO - PRODUCTION, MEASURED IN BU",14
"BARLEY, IRRIGATED - OPERATIONS WITH AREA HARVESTED",14
"SUNFLOWER - YIELD, MEASURED IN LB / NET PLANTED ACRE",14
"HAYLAGE, ALFALFA, IRRIGATED - ACRES HARVESTED",13
"HAY & HAYLAGE, ALFALFA - ACRES PLANTED",13
"CORN, GRAIN - ACRES PLANTED, NET",13
"HAYLAGE, ALFALFA, IRRIGATED - OPERATIONS WITH AREA HARVESTED",13
ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,13
"CORN, GRAIN - YIELD, MEASURED IN BU / NET PLANTED ACRE",13
"FIELD CROP TOTALS, INCL POTATOES & OTHER - PRODUCTION, MEASURED IN $",13
"SORGHUM, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",12
POTATOES - OPERATIONS WITH AREA HARVESTED,12
"SORGHUM, GRAIN, IRRIGATED - ACRES HARVESTED",12
"MILLET, PROSO - YIELD, MEASURED IN BU / ACRE",11
"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - OPERATIONS WITH SALES",11
"OATS - ACRES PLANTED, NET",11
"HAYLAGE, (EXCL ALFALFA), IRRIGATED - OPERATIONS WITH AREA HARVESTED",11
FRUIT & TREE NUT TOTALS - OPERATIONS WITH SALES,11
"MILLET, PROSO - ACRES PLANTED",11
"VEGETABLE TOTALS, INCL SEEDS & TRANSPLANTS, IN THE OPEN - OPERATIONS WITH SALES",11
"SORGHUM, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / NET PLANTED ACRE",11
GRAIN - OPERATIONS WITH SALES,11
"SUNFLOWER, OIL TYPE, IRRIGATED - ACRES HARVESTED",11
"MILLET, PROSO - PRODUCTION, MEASURED IN $",11
"HAYLAGE, (EXCL ALFALFA), IRRIGATED - ACRES HARVESTED",11
"SUNFLOWER, OIL TYPE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",11
"SORGHUM, GRAIN, NON-IRRIGATED - ACRES PLANTED, NET",11
"FIELD CROPS, OTHER, INCL HAY - OPERATIONS WITH SALES",11
"BEANS, DRY EDIBLE, PINTO - PRODUCTION, MEASURED IN CWT",10
"BEANS, DRY EDIBLE, PINTO - YIELD, MEASURED IN LB / ACRE",10
"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",10
"BEANS, DRY EDIBLE, NAVY - ACRES HARVESTED",10
"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",10
"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED",10
"CHICKPEAS - YIELD, MEASURED IN LB / ACRE",10
"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",10
"BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN CWT",10
"BEANS, DRY EDIBLE, OTHER - ACRES HARVESTED",10
"BEANS, DRY EDIBLE, OTHER - YIELD, MEASURED IN LB / ACRE",10
"BEANS, DRY EDIBLE, NAVY - PRODUCTION, MEASURED IN CWT",10
"BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $",10
CHICKPEAS - ACRES PLANTED,10
"SORGHUM, SILAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",10
"BEANS, DRY EDIBLE, OTHER - ACRES PLANTED",10
"BEANS, DRY EDIBLE, INCL CHICKPEAS - YIELD, MEASURED IN LB / ACRE",10
"BEANS, DRY EDIBLE, NAVY - YIELD, MEASURED IN LB / ACRE",10
"VEGETABLE TOTALS, INCL SEEDS & TRANSPLANTS, IN THE OPEN - SALES, MEASURED IN $",10
"GRAIN - SALES, MEASURED IN $",10
"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",10
"BEANS, DRY EDIBLE, OTHER - PRODUCTION, MEASURED IN CWT",10
"CHICKPEAS - PRODUCTION, MEASURED IN CWT",10
"FIELD CROPS, OTHER, INCL HAY - SALES, MEASURED IN $",10
"BEANS, DRY EDIBLE, PINTO - ACRES HARVESTED",10
"SORGHUM, SILAGE, IRRIGATED - ACRES HARVESTED",10
"BEANS, DRY EDIBLE, NAVY - ACRES PLANTED",10
CHICKPEAS - ACRES HARVESTED,10
"WHEAT, SPRING, DURUM, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES PLANTED, NET",8
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, CONTINUOUS CROP - ACRES PLANTED, NET",8
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES PLANTED, NET",8
"WHEAT, SPRING, DURUM, NON-IRRIGATED, CONTINUOUS CROP - ACRES PLANTED, NET",8
CUT CHRISTMAS TREES & SHORT TERM WOODY CROPS - OPERATIONS WITH SALES,7
"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED, NET",7
"CHICKPEAS, LARGE - ACRES PLANTED",7
"CHICKPEAS, LARGE - PRODUCTION, MEASURED IN CWT",7
"CHICKPEAS, LARGE - YIELD, MEASURED IN LB / ACRE",7
"SOYBEANS - YIELD, MEASURED IN BU / NET PLANTED ACRE",7
"WHEAT, SPRING, DURUM - ACRES PLANTED, NET",7
"CHICKPEAS, LARGE - ACRES HARVESTED",7
