Data Item,Value Counts
"POTATOES, FALL - PRODUCTION, MEASURED IN $",50
"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",50
"OATS - PRODUCTION, MEASURED IN $",50
"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",50
"HAY - PRODUCTION, MEASURED IN $",50
"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",50
"BARLEY - PRODUCTION, MEASURED IN $",50
"POTATOES, FALL - PRODUCTION, MEASURED IN CWT",50
"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",50
"WHEAT - PRODUCTION, MEASURED IN $",50
WHEAT - ACRES PLANTED,50
"FLAXSEED - YIELD, MEASURED IN BU / ACRE",50
"POTATOES, FALL - ACRES HARVESTED",50
"FLAXSEED - PRODUCTION, MEASURED IN $",50
"HAY, (EXCL ALFALFA) - ACRES HARVESTED",50
"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",50
"BARLEY - YIELD, MEASURED IN BU / ACRE",50
"WHEAT - YIELD, MEASURED IN BU / ACRE",50
SOYBEANS - ACRES PLANTED,50
POTATOES - ACRES PLANTED,50
"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50
"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",50
"CORN, GRAIN - PRODUCTION, MEASURED IN $",50
"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",50
"POTATOES, FALL - YIELD, MEASURED IN CWT / ACRE",50
"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",50
BARLEY - ACRES PLANTED,50
"SOYBEANS - PRODUCTION, MEASURED IN $",50
"SUGARBEETS - PRODUCTION, MEASURED IN $",50
"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",50
"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",50
OATS - ACRES PLANTED,50
"OATS - YIELD, MEASURED IN BU / ACRE",50
"POTATOES, FALL - ACRES PLANTED",50
"POTATOES - YIELD, MEASURED IN CWT / ACRE",50
"WHEAT, SPRING, (EXCL DURUM), IRRIGATED - ACRES HARVESTED",49
"SUNFLOWER - YIELD, MEASURED IN LB / ACRE",48
"SUNFLOWER - PRODUCTION, MEASURED IN $",48
SUNFLOWER - ACRES PLANTED,48
"RYE - PRODUCTION, MEASURED IN BU",48
RYE - ACRES HARVESTED,48
WHEAT - OPERATIONS WITH AREA HARVESTED,47
"BEANS, DRY EDIBLE, INCL CHICKPEAS - YIELD, MEASURED IN LB / ACRE",46
SOYBEANS - OPERATIONS WITH AREA HARVESTED,46
"WHEAT, WINTER - ACRES PLANTED",46
"BEANS, DRY EDIBLE, PINTO - PRODUCTION, MEASURED IN CWT",46
"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",46
"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",46
"BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN CWT",46
"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED",46
"BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $",46
"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",46
"WHEAT, WINTER - PRODUCTION, MEASURED IN $",46
"RYE - PRODUCTION, MEASURED IN $",45
RYE - ACRES PLANTED,45
"RYE - YIELD, MEASURED IN BU / ACRE",45
"WHEAT, SPRING, DURUM, NON-IRRIGATED - PRODUCTION, MEASURED IN BU",44
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - ACRES HARVESTED",44
"BARLEY, NON-IRRIGATED - ACRES HARVESTED",44
"WHEAT, NON-IRRIGATED - ACRES PLANTED",44
"PEAS, DRY EDIBLE - PRODUCTION, MEASURED IN CWT",44
"WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",44
"PEAS, DRY EDIBLE - ACRES HARVESTED",44
"BARLEY, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",44
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",44
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - ACRES PLANTED",44
"WHEAT, SPRING, DURUM, NON-IRRIGATED - ACRES HARVESTED",44
"BARLEY, NON-IRRIGATED - ACRES PLANTED",44
"WHEAT, SPRING, DURUM, NON-IRRIGATED - ACRES PLANTED",44
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - PRODUCTION, MEASURED IN BU",44
"WHEAT, NON-IRRIGATED - ACRES HARVESTED",44
"WHEAT, NON-IRRIGATED - PRODUCTION, MEASURED IN BU",44
"BARLEY, NON-IRRIGATED - PRODUCTION, MEASURED IN BU",44
"WHEAT, SPRING, DURUM, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",44
"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN $",43
"SUNFLOWER, OIL TYPE - ACRES PLANTED",43
"SUNFLOWER, NON-OIL TYPE - ACRES PLANTED",43
"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN $",43
"SUNFLOWER, NON-OIL TYPE - YIELD, MEASURED IN LB / ACRE",43
"SUNFLOWER, OIL TYPE - YIELD, MEASURED IN LB / ACRE",43
BARLEY - OPERATIONS WITH AREA HARVESTED,42
"POTATOES, IRRIGATED - ACRES HARVESTED",42
"WHEAT, WINTER, NON-IRRIGATED - ACRES HARVESTED",40
"WHEAT, WINTER, NON-IRRIGATED - ACRES PLANTED",40
"WHEAT, WINTER, NON-IRRIGATED - PRODUCTION, MEASURED IN BU",40
"WHEAT, WINTER, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",40
"BEANS, DRY EDIBLE, (EXCL LIMA), INCL CHICKPEAS - OPERATIONS WITH AREA HARVESTED",38
"CANOLA - PRODUCTION, MEASURED IN LB",38
CANOLA - ACRES HARVESTED,38
"HAY, ALFALFA - OPERATIONS WITH AREA HARVESTED",37
"BARLEY, NON-IRRIGATED, CONTINUOUS CROP - PRODUCTION, MEASURED IN BU",37
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, FOLLOWING SUMMER FALLOW - PRODUCTION, MEASURED IN BU",37
"WHEAT, NON-IRRIGATED, CONTINUOUS CROP - ACRES PLANTED",37
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, CONTINUOUS CROP - PRODUCTION, MEASURED IN BU",37
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, CONTINUOUS CROP - ACRES HARVESTED",37
"WHEAT, SPRING, DURUM, NON-IRRIGATED, CONTINUOUS CROP - PRODUCTION, MEASURED IN BU",37
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / ACRE",37
"WHEAT, SPRING, DURUM, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES PLANTED",37
"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - PRODUCTION, MEASURED IN BU",37
"WHEAT, SPRING, DURUM, NON-IRRIGATED, CONTINUOUS CROP - ACRES HARVESTED",37
"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES HARVESTED",37
"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - PRODUCTION, MEASURED IN BU",37
"BEANS, DRY EDIBLE, OTHER - PRODUCTION, MEASURED IN CWT",37
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, CONTINUOUS CROP - YIELD, MEASURED IN BU / ACRE",37
"WHEAT, NON-IRRIGATED, CONTINUOUS CROP - PRODUCTION, MEASURED IN BU",37
"BARLEY, NON-IRRIGATED, CONTINUOUS CROP - ACRES PLANTED",37
"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES PLANTED",37
"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES HARVESTED",37
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES PLANTED",37
"WHEAT, SPRING, DURUM, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - PRODUCTION, MEASURED IN BU",37
"WHEAT, SPRING, DURUM, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES HARVESTED",37
"BARLEY, NON-IRRIGATED, CONTINUOUS CROP - YIELD, MEASURED IN BU / ACRE",37
"BARLEY, NON-IRRIGATED, CONTINUOUS CROP - ACRES HARVESTED",37
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, CONTINUOUS CROP - ACRES PLANTED",37
"WHEAT, NON-IRRIGATED, CONTINUOUS CROP - YIELD, MEASURED IN BU / ACRE",37
"WHEAT, SPRING, DURUM, NON-IRRIGATED, CONTINUOUS CROP - ACRES PLANTED",37
"WHEAT, SPRING, DURUM, NON-IRRIGATED, CONTINUOUS CROP - YIELD, MEASURED IN BU / ACRE",37
"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / ACRE",37
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES HARVESTED",37
"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / ACRE",37
"WHEAT, SPRING, DURUM, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / ACRE",37
"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES PLANTED",37
"WHEAT, NON-IRRIGATED, CONTINUOUS CROP - ACRES HARVESTED",37
"BEANS, DRY EDIBLE, NAVY - PRODUCTION, MEASURED IN CWT",36
SUNFLOWER - OPERATIONS WITH AREA HARVESTED,36
"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",36
"SUGARBEETS - SUCROSE, MEASURED IN PCT",35
"HAY, WILD - ACRES HARVESTED",34
"HAY, WILD - PRODUCTION, MEASURED IN TONS",34
"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / ACRE",33
"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP - PRODUCTION, MEASURED IN BU",33
"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP - ACRES PLANTED",33
HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED,33
"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES PLANTED",33
"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP - YIELD, MEASURED IN BU / ACRE",33
"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES HARVESTED",33
"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - PRODUCTION, MEASURED IN BU",33
"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP - ACRES HARVESTED",33
"WHEAT, IRRIGATED - OPERATIONS WITH AREA HARVESTED",33
"WHEAT, WINTER - YIELD, MEASURED IN BU / NET PLANTED ACRE",32
"WHEAT, WINTER, NON-IRRIGATED - YIELD, MEASURED IN BU / NET PLANTED ACRE",32
"WHEAT, NON-IRRIGATED - ACRES PLANTED, NET",32
"WHEAT, IRRIGATED - ACRES PLANTED, NET",32
"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",32
"BARLEY, IRRIGATED - PRODUCTION, MEASURED IN BU",32
"WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE",32
"WHEAT, WINTER, NON-IRRIGATED - ACRES PLANTED, NET",32
"HAY, ALFALFA, IRRIGATED - OPERATIONS WITH AREA HARVESTED",32
"WHEAT, SPRING, (EXCL DURUM), IRRIGATED - PRODUCTION, MEASURED IN BU",32
"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / NET PLANTED ACRE",32
"WHEAT, SPRING, DURUM, IRRIGATED - PRODUCTION, MEASURED IN BU",32
"BARLEY, IRRIGATED - ACRES PLANTED",32
"WHEAT, WINTER - ACRES PLANTED, NET",32
"WHEAT, SPRING, (EXCL DURUM), IRRIGATED - YIELD, MEASURED IN BU / ACRE",32
"WHEAT, SPRING, DURUM, IRRIGATED - ACRES PLANTED",32
"WHEAT, IRRIGATED - ACRES PLANTED",32
"BARLEY, IRRIGATED - YIELD, MEASURED IN BU / ACRE",32
"BEANS, DRY EDIBLE, (EXCL LIMA), INCL CHICKPEAS - ACRES HARVESTED",32
"WHEAT, IRRIGATED - PRODUCTION, MEASURED IN BU",32
"WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / NET PLANTED ACRE",32
"WHEAT - ACRES PLANTED, NET",32
OATS - OPERATIONS WITH AREA HARVESTED,32
"CORN, SILAGE - OPERATIONS WITH AREA HARVESTED",32
"HAY, ALFALFA, IRRIGATED - ACRES HARVESTED",32
"WHEAT, SPRING, (EXCL DURUM), IRRIGATED - ACRES PLANTED",32
"BEANS, DRY EDIBLE, (EXCL LIMA), INCL CHICKPEAS - PRODUCTION, MEASURED IN CWT",32
"WHEAT, SPRING, DURUM, IRRIGATED - YIELD, MEASURED IN BU / ACRE",32
"SOYBEANS, IRRIGATED - OPERATIONS WITH AREA HARVESTED",30
SUGARBEETS - OPERATIONS WITH AREA HARVESTED,30
"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA HARVESTED",30
"SOYBEANS, IRRIGATED - ACRES HARVESTED",30
"HAY, WILD - OPERATIONS WITH AREA HARVESTED",29
"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",28
"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",28
"CORN, GRAIN, NON-IRRIGATED - PRODUCTION, MEASURED IN BU",28
"CORN, GRAIN, NON-IRRIGATED - ACRES HARVESTED",28
"CORN, GRAIN, IRRIGATED - PRODUCTION, MEASURED IN BU",28
"CORN, SILAGE, IRRIGATED - YIELD, MEASURED IN TONS / ACRE",27
"CORN, SILAGE, NON-IRRIGATED - PRODUCTION, MEASURED IN TONS",27
"CORN, SILAGE, IRRIGATED - PRODUCTION, MEASURED IN TONS",27
"WHEAT, SPRING, (EXCL DURUM) - OPERATIONS WITH AREA HARVESTED",27
"CORN, SILAGE, NON-IRRIGATED - ACRES HARVESTED",27
"BEANS, DRY EDIBLE, (EXCL LIMA), INCL CHICKPEAS, IRRIGATED - ACRES HARVESTED",27
FLAXSEED - OPERATIONS WITH AREA HARVESTED,27
"WHEAT, SPRING, DURUM - OPERATIONS WITH AREA HARVESTED",27
"CORN, SILAGE, NON-IRRIGATED - YIELD, MEASURED IN TONS / ACRE",27
"BEANS, DRY EDIBLE, (EXCL LIMA), INCL CHICKPEAS, IRRIGATED - OPERATIONS WITH AREA HARVESTED",27
"CORN, SILAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",27
"HORTICULTURE TOTALS - SALES, MEASURED IN $",26
"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA IN PRODUCTION",26
"POTATOES, IRRIGATED - OPERATIONS WITH AREA HARVESTED",26
"CORN, IRRIGATED - ACRES PLANTED",26
HORTICULTURE TOTALS - OPERATIONS WITH SALES,26
"BEANS, DRY EDIBLE, GREAT NORTHERN - PRODUCTION, MEASURED IN CWT",26
"CORN, FORAGE - ACRES HARVESTED",26
"CORN, NON-IRRIGATED - ACRES PLANTED",26
"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP - YIELD, MEASURED IN BU / NET PLANTED ACRE",25
"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP - ACRES PLANTED, NET",25
"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / NET PLANTED ACRE",25
"PEAS, DRY EDIBLE - PRODUCTION, MEASURED IN $",25
"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / NET PLANTED ACRE",25
"PEAS, DRY EDIBLE - ACRES PLANTED",25
"WHEAT, NON-IRRIGATED, CONTINUOUS CROP - YIELD, MEASURED IN BU / NET PLANTED ACRE",25
"HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS",25
"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES PLANTED, NET",25
"PEAS, DRY EDIBLE - YIELD, MEASURED IN LB / ACRE",25
"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES PLANTED, NET",25
"WHEAT, NON-IRRIGATED, CONTINUOUS CROP - ACRES PLANTED, NET",25
HAY & HAYLAGE - ACRES HARVESTED,25
HAY - OPERATIONS WITH AREA HARVESTED,25
"HAY, SMALL GRAIN - PRODUCTION, MEASURED IN TONS",24
"HAY, SMALL GRAIN - ACRES HARVESTED",24
"BEANS, DRY EDIBLE, OTHER - YIELD, MEASURED IN LB / ACRE",23
"BEANS, DRY EDIBLE, PINTO - ACRES HARVESTED",23
"BEANS, DRY EDIBLE, PINK - PRODUCTION, MEASURED IN CWT",23
"BEANS, DRY EDIBLE, NAVY - ACRES PLANTED",23
"VEGETABLE TOTALS, IN THE OPEN - ACRES IN PRODUCTION",23
"BEANS, DRY EDIBLE, OTHER - ACRES PLANTED",23
"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",23
"WHEAT, SPRING, RED, HARD - PRODUCTION, MEASURED IN PCT BY TYPE",23
"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",23
"WHEAT, WINTER, RED, HARD - PRODUCTION, MEASURED IN PCT BY TYPE",23
"BEANS, DRY EDIBLE, NAVY - YIELD, MEASURED IN LB / ACRE",23
"BEANS, DRY EDIBLE, OTHER - ACRES HARVESTED",23
"BEANS, DRY EDIBLE, NAVY - ACRES HARVESTED",23
"BEANS, DRY EDIBLE, PINTO - YIELD, MEASURED IN LB / ACRE",23
"WHEAT, WINTER - OPERATIONS WITH AREA HARVESTED",22
"HAY & HAYLAGE, IRRIGATED - ACRES HARVESTED",22
"HAY, IRRIGATED - OPERATIONS WITH AREA HARVESTED",22
"BARLEY, IRRIGATED - OPERATIONS WITH AREA HARVESTED",22
"HAY & HAYLAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",22
"HAY, IRRIGATED - ACRES HARVESTED",22
"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION",21
"HAY, ALFALFA - PRODUCTION, MEASURED IN $",21
"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - ACRES IN PRODUCTION",21
"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN $",21
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - OPERATIONS WITH AREA HARVESTED",20
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - PRODUCTION, MEASURED IN TONS",20
"WHEAT, SPRING, DURUM, IRRIGATED - OPERATIONS WITH AREA HARVESTED",20
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - ACRES HARVESTED",20
"FLAXSEED - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"OATS - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"OATS, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19
"WHEAT, SPRING, DURUM, NON-IRRIGATED - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"BARLEY - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"WHEAT, SPRING, DURUM, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"SUNFLOWER - YIELD, MEASURED IN LB / NET PLANTED ACRE",19
CANOLA - ACRES PLANTED,19
"WHEAT, SPRING, (EXCL DURUM), IRRIGATED - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
HAYLAGE - ACRES HARVESTED,19
"WHEAT, SPRING, DURUM, IRRIGATED - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"CANOLA - YIELD, MEASURED IN LB / ACRE",19
"WHEAT, SPRING, DURUM, NON-IRRIGATED, CONTINUOUS CROP - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"PEAS, DRY EDIBLE - OPERATIONS WITH AREA HARVESTED",19
CANOLA - OPERATIONS WITH AREA HARVESTED,19
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, CONTINUOUS CROP - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"RYE - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"BARLEY, IRRIGATED - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"HAYLAGE - PRODUCTION, MEASURED IN TONS",19
"POTATOES - YIELD, MEASURED IN CWT / NET PLANTED ACRE",19
"HAY, SMALL GRAIN - OPERATIONS WITH AREA HARVESTED",19
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"OATS, IRRIGATED - ACRES HARVESTED",19
"CANOLA - PRODUCTION, MEASURED IN $",19
"BARLEY, NON-IRRIGATED - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
HAYLAGE - OPERATIONS WITH AREA HARVESTED,19
"BARLEY, NON-IRRIGATED, CONTINUOUS CROP - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / NET PLANTED ACRE",19
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - OPERATIONS WITH AREA HARVESTED",18
"BEANS, DRY EDIBLE, BLACK - YIELD, MEASURED IN LB / ACRE",18
"BEANS, DRY EDIBLE, BLACK - PRODUCTION, MEASURED IN CWT",18
"WHEAT, SPRING, DURUM, NON-IRRIGATED - ACRES PLANTED, NET",18
"BEANS, DRY EDIBLE, DARK, RED, KIDNEY - PRODUCTION, MEASURED IN CWT",18
"HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED",18
"WHEAT, SPRING, DURUM - ACRES PLANTED, NET",18
"HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",18
"WHEAT, SPRING, DURUM, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES PLANTED, NET",18
"BEANS, DRY EDIBLE, BLACK - ACRES HARVESTED",18
"HAYLAGE, (EXCL ALFALFA) - OPERATIONS WITH AREA HARVESTED",18
"WHEAT, SPRING, DURUM, NON-IRRIGATED, CONTINUOUS CROP - ACRES PLANTED, NET",18
"BEANS, DRY EDIBLE, BLACK - ACRES PLANTED",18
"BEANS, DRY EDIBLE, DARK, RED, KIDNEY - YIELD, MEASURED IN LB / ACRE",18
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - ACRES HARVESTED",18
"BEANS, DRY EDIBLE, DARK, RED, KIDNEY - ACRES HARVESTED",18
"BEANS, DRY EDIBLE, DARK, RED, KIDNEY - ACRES PLANTED",18
"SUNFLOWER, OIL TYPE - OPERATIONS WITH AREA HARVESTED",18
"SOYBEANS - YIELD, MEASURED IN BU / NET PLANTED ACRE",18
"WHEAT, SPRING, DURUM, IRRIGATED - ACRES PLANTED, NET",18
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - ACRES PLANTED, NET",17
"BEANS, DRY EDIBLE, PINK - ACRES PLANTED",17
"WHEAT, SPRING, (EXCL DURUM), IRRIGATED - OPERATIONS WITH AREA HARVESTED",17
"SUNFLOWER, NON-OIL TYPE - OPERATIONS WITH AREA HARVESTED",17
"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES HARVESTED",17
"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",17
"BEANS, DRY EDIBLE, PINK - ACRES HARVESTED",17
"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED, NET",17
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, CONTINUOUS CROP - ACRES PLANTED, NET",17
"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES PLANTED, NET",17
"BEANS, DRY EDIBLE, PINK - YIELD, MEASURED IN LB / ACRE",17
"WHEAT, SPRING, (EXCL DURUM), IRRIGATED - ACRES PLANTED, NET",17
"POTATOES, IRRIGATED - PRODUCTION, MEASURED IN CWT",16
"POTATOES, NON-IRRIGATED - ACRES PLANTED",16
"POTATOES, NON-IRRIGATED - PRODUCTION, MEASURED IN CWT",16
"POTATOES, NON-IRRIGATED - ACRES HARVESTED",16
"MILLET, PROSO - ACRES HARVESTED",16
"POTATOES, IRRIGATED - ACRES PLANTED",16
"SORGHUM, SILAGE - PRODUCTION, MEASURED IN TONS",16
