Data Item,Value Counts
"SWEET POTATOES - PRODUCTION, MEASURED IN $",50
"SWEET POTATOES - YIELD, MEASURED IN CWT / ACRE",50
"BEANS, DRY EDIBLE, BLACKEYE - PRODUCTION, MEASURED IN CWT",50
"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED",50
"WHEAT - PRODUCTION, MEASURED IN $",50
"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",50
"LEMONS - PRODUCTION, MEASURED IN $, PHD EQUIV",50
"OATS - PRODUCTION, MEASURED IN $",50
BARLEY - ACRES PLANTED,50
"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",50
"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",50
"POTATOES, FALL - ACRES PLANTED",50
"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",50
"POTATOES, WINTER - PRODUCTION, MEASURED IN $",50
"POTATOES, WINTER - PRODUCTION, MEASURED IN CWT",50
"POTATOES, SPRING - YIELD, MEASURED IN CWT / ACRE",50
"POTATOES, WINTER - ACRES PLANTED",50
"POTATOES, SUMMER - YIELD, MEASURED IN CWT / ACRE",50
"GRAPEFRUIT - PRODUCTION, MEASURED IN $, PHD EQUIV",50
"COTTON, COTTONSEED - PRODUCTION, MEASURED IN TONS",50
"POTATOES, SPRING - ACRES PLANTED",50
"WHEAT, WINTER - PRODUCTION, MEASURED IN $",50
"WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE",50
"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",50
"POTATOES, SUMMER - ACRES HARVESTED",50
"ORANGES, VALENCIA - PRODUCTION, MEASURED IN $, PHD EQUIV",50
"POTATOES, FALL - PRODUCTION, MEASURED IN CWT",50
"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",50
"ORANGES, MID & NAVEL, UTILIZED - PRODUCTION, MEASURED IN BOXES",50
"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",50
"POTATOES, SUMMER - PRODUCTION, MEASURED IN $",50
"BARLEY - YIELD, MEASURED IN BU / ACRE",50
"ORANGES, UTILIZED - PRODUCTION, MEASURED IN BOXES",50
"POTATOES, WINTER - ACRES HARVESTED",50
"BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $",50
"COTTON, UPLAND - ACRES PLANTED",50
"POTATOES - YIELD, MEASURED IN CWT / ACRE",50
"GRAPEFRUIT, UTILIZED - PRODUCTION, MEASURED IN BOXES",50
POTATOES - ACRES PLANTED,50
"BEANS, DRY EDIBLE, RED, KIDNEY - PRODUCTION, MEASURED IN CWT",49
"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",48
"TANGERINES, UTILIZED - PRODUCTION, MEASURED IN BOXES",48
"TANGERINES - PRODUCTION, MEASURED IN $, PHD EQUIV",48
COTTON - OPERATIONS WITH AREA HARVESTED,47
"CHICKPEAS - PRODUCTION, MEASURED IN CWT",47
"BEANS, DRY EDIBLE, LIMA, LARGE - ACRES HARVESTED",46
"BEANS, DRY EDIBLE, LIMA, LARGE - ACRES PLANTED",46
WHEAT - OPERATIONS WITH AREA HARVESTED,46
"BEANS, DRY EDIBLE, LIMA, LARGE - YIELD, MEASURED IN LB / ACRE",46
"BEANS, DRY EDIBLE, LIMA, BABY - ACRES PLANTED",46
"BEANS, DRY EDIBLE, LIMA, BABY - ACRES HARVESTED",46
"BEANS, DRY EDIBLE, LIMA, BABY - YIELD, MEASURED IN LB / ACRE",46
"ORCHARDS, IRRIGATED - OPERATIONS WITH AREA BEARING & NON-BEARING",45
"ORCHARDS, IRRIGATED - ACRES BEARING & NON-BEARING",45
ORCHARDS - ACRES BEARING & NON-BEARING,45
"COTTON, PIMA - YIELD, MEASURED IN LB / ACRE",44
GRAPES - ACRES BEARING & NON-BEARING,44
ORANGES - OPERATIONS WITH AREA BEARING & NON-BEARING,44
GRAPES - OPERATIONS WITH AREA BEARING & NON-BEARING,44
"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",44
BROCCOLI - ACRES HARVESTED,44
"COTTON, PIMA - PRODUCTION, MEASURED IN 480 LB BALES",44
"TOMATOES, IN THE OPEN, PROCESSING - ACRES HARVESTED",44
RICE - OPERATIONS WITH AREA HARVESTED,44
"COTTON, PIMA - ACRES PLANTED",44
"BEANS, DRY EDIBLE, PINK - PRODUCTION, MEASURED IN CWT",44
ORANGES - ACRES BEARING & NON-BEARING,44
CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING,43
CITRUS TOTALS - ACRES BEARING & NON-BEARING,43
"SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",42
"SORGHUM, SILAGE - ACRES HARVESTED",42
"SORGHUM, GRAIN - ACRES HARVESTED",42
"SORGHUM, SILAGE - PRODUCTION, MEASURED IN TONS",42
"TOMATOES, IN THE OPEN - ACRES HARVESTED",40
"TOMATOES, IN THE OPEN - OPERATIONS WITH AREA HARVESTED",40
"WALNUTS, ENGLISH - OPERATIONS WITH AREA BEARING & NON-BEARING",40
COTTON - ACRES PLANTED,40
ALMONDS - ACRES BEARING & NON-BEARING,40
"WALNUTS, ENGLISH - ACRES BEARING & NON-BEARING",40
ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING,40
"COTTON - PRODUCTION, MEASURED IN 480 LB BALES",40
"COTTON - YIELD, MEASURED IN LB / ACRE",40
"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",39
SORGHUM - ACRES PLANTED,39
"COTTON, IRRIGATED - ACRES HARVESTED",39
"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",39
"COTTON - PRODUCTION, MEASURED IN BALES",39
"SORGHUM, SILAGE - YIELD, MEASURED IN TONS / ACRE",39
"COTTON, IRRIGATED - OPERATIONS WITH AREA HARVESTED",39
"HAY, ALFALFA, IRRIGATED - ACRES HARVESTED",39
"HAY, ALFALFA, IRRIGATED - OPERATIONS WITH AREA HARVESTED",39
"HAY, ALFALFA - OPERATIONS WITH AREA HARVESTED",39
"RICE, SHORT GRAIN - ACRES HARVESTED",38
CAULIFLOWER - ACRES HARVESTED,38
"RICE, SHORT GRAIN - ACRES PLANTED",38
"RICE, SHORT GRAIN - YIELD, MEASURED IN LB / ACRE",38
LETTUCE - OPERATIONS WITH AREA HARVESTED,38
PEACHES - OPERATIONS WITH AREA BEARING & NON-BEARING,38
LETTUCE - ACRES HARVESTED,38
"RICE, MEDIUM GRAIN - ACRES HARVESTED",38
"RICE, MEDIUM GRAIN - ACRES PLANTED",38
"RICE, SHORT GRAIN - PRODUCTION, MEASURED IN CWT",38
"RICE, MEDIUM GRAIN - PRODUCTION, MEASURED IN CWT",38
"WHEAT, IRRIGATED - OPERATIONS WITH AREA HARVESTED",38
PEACHES - ACRES BEARING & NON-BEARING,38
"RICE, MEDIUM GRAIN - YIELD, MEASURED IN LB / ACRE",38
BARLEY - OPERATIONS WITH AREA HARVESTED,38
"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA IN PRODUCTION",37
"RICE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",36
"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",36
"WHEAT, WINTER, IRRIGATED - ACRES PLANTED",36
ASPARAGUS - ACRES HARVESTED,36
"WHEAT, WINTER, NON-IRRIGATED - ACRES PLANTED",36
"WHEAT, WINTER, IRRIGATED - PRODUCTION, MEASURED IN BU",36
"WHEAT, WINTER, IRRIGATED - YIELD, MEASURED IN BU / ACRE",36
"WHEAT, WINTER, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",36
"RICE, IRRIGATED - ACRES HARVESTED",36
"WHEAT, WINTER, NON-IRRIGATED - PRODUCTION, MEASURED IN BU",36
STRAWBERRIES - ACRES HARVESTED,36
"WHEAT, WINTER, NON-IRRIGATED - ACRES HARVESTED",36
"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",36
"BARLEY, IRRIGATED - PRODUCTION, MEASURED IN BU",35
"SUGARBEETS - SUCROSE, MEASURED IN PCT",35
"WHEAT, NON-IRRIGATED - ACRES PLANTED",35
SUGARBEETS - OPERATIONS WITH AREA HARVESTED,35
"BEANS, DRY EDIBLE, RED, KIDNEY - ACRES PLANTED",35
"WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",35
"BARLEY, IRRIGATED - YIELD, MEASURED IN BU / ACRE",35
"WHEAT, SPRING, DURUM, IRRIGATED - YIELD, MEASURED IN BU / ACRE",35
"BARLEY, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",35
"WHEAT, NON-IRRIGATED - PRODUCTION, MEASURED IN BU",35
PISTACHIOS - OPERATIONS WITH AREA BEARING & NON-BEARING,35
"WHEAT, IRRIGATED - PRODUCTION, MEASURED IN BU",35
"BARLEY, IRRIGATED - ACRES PLANTED",35
"BEANS, DRY EDIBLE, (EXCL LIMA), INCL CHICKPEAS - OPERATIONS WITH AREA HARVESTED",35
PISTACHIOS - ACRES BEARING & NON-BEARING,35
"WHEAT, SPRING, DURUM, IRRIGATED - PRODUCTION, MEASURED IN BU",35
"ORANGES - YIELD, MEASURED IN BOXES / ACRE",35
"WHEAT, SPRING, DURUM, IRRIGATED - ACRES PLANTED",35
"BARLEY, NON-IRRIGATED - PRODUCTION, MEASURED IN BU",35
APPLES - OPERATIONS WITH AREA BEARING & NON-BEARING,35
"WHEAT, IRRIGATED - ACRES PLANTED",35
"WHEAT, NON-IRRIGATED - ACRES HARVESTED",35
"BARLEY, NON-IRRIGATED - ACRES PLANTED",35
"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",35
"BARLEY, NON-IRRIGATED - ACRES HARVESTED",35
APPLES - ACRES BEARING & NON-BEARING,35
TANGERINES - ACRES BEARING,34
GRAPES - ACRES BEARING,34
HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED,34
"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - ACRES IN PRODUCTION",34
"VEGETABLE TOTALS, IN THE OPEN - ACRES IN PRODUCTION",34
"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION",34
LEMONS - ACRES BEARING & NON-BEARING,33
"BEANS, DRY EDIBLE, LIMA - PRODUCTION, MEASURED IN CWT",33
CITRUS TOTALS - ACRES BEARING,33
LEMONS - OPERATIONS WITH AREA BEARING & NON-BEARING,33
PEARS - ACRES BEARING & NON-BEARING,33
"OATS, IRRIGATED - PRODUCTION, MEASURED IN BU",33
"OATS, IRRIGATED - YIELD, MEASURED IN BU / ACRE",33
PLUMS & PRUNES - OPERATIONS WITH AREA BEARING & NON-BEARING,33
PLUMS & PRUNES - ACRES BEARING & NON-BEARING,33
PEARS - OPERATIONS WITH AREA BEARING & NON-BEARING,33
"OATS, IRRIGATED - ACRES PLANTED",33
"SUGARBEETS - PRODUCTION, MEASURED IN $",32
BROCCOLI - OPERATIONS WITH AREA HARVESTED,32
"GRAPEFRUIT - YIELD, MEASURED IN BOXES / ACRE",32
"ORANGES, MID & NAVEL - YIELD, MEASURED IN BOXES / ACRE",32
"LEMONS - YIELD, MEASURED IN BOXES / ACRE",32
"ORANGES, VALENCIA - YIELD, MEASURED IN BOXES / ACRE",32
"VEGETABLE TOTALS, IN THE OPEN, PROCESSING - ACRES HARVESTED",32
"TANGERINES - YIELD, MEASURED IN BOXES / ACRE",32
"VEGETABLE TOTALS, IN THE OPEN, PROCESSING - OPERATIONS WITH AREA HARVESTED",32
GRAPES - ACRES NON-BEARING,31
"ORANGES, MID & NAVEL - OPERATIONS WITH AREA BEARING & NON-BEARING",31
"HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS",31
"ORANGES, MID & NAVEL - ACRES BEARING & NON-BEARING",31
HAY & HAYLAGE - ACRES HARVESTED,31
ORANGES - OPERATIONS WITH AREA NON-BEARING,31
"ORANGES, MID & NAVEL - OPERATIONS WITH AREA BEARING",31
"ORANGES, VALENCIA - ACRES BEARING & NON-BEARING",31
GRAPES - OPERATIONS WITH AREA NON-BEARING,31
"ORANGES, VALENCIA - OPERATIONS WITH AREA BEARING",31
"BEANS, DRY EDIBLE, OTHER - ACRES PLANTED",31
ORANGES - ACRES NON-BEARING,31
"ORANGES, VALENCIA - OPERATIONS WITH AREA BEARING & NON-BEARING",31
CITRUS TOTALS - ACRES NON-BEARING,31
"ORANGES, MID & NAVEL - OPERATIONS WITH AREA NON-BEARING",31
"ORANGES, MID & NAVEL - ACRES NON-BEARING",31
"WALNUTS, ENGLISH - ACRES BEARING",31
ALMONDS - ACRES BEARING,31
CITRUS TOTALS - OPERATIONS WITH AREA BEARING,31
GRAPES - OPERATIONS WITH AREA BEARING,31
ORANGES - OPERATIONS WITH AREA BEARING,31
CITRUS TOTALS - OPERATIONS WITH AREA NON-BEARING,31
PEACHES - ACRES BEARING,30
"COTTON, UPLAND - PRODUCTION, MEASURED IN $",30
"BEANS, DRY EDIBLE, LIMA - ACRES PLANTED",30
APPLES - ACRES BEARING,30
"MELONS, WATERMELON - OPERATIONS WITH AREA HARVESTED",30
"MELONS, CANTALOUP - OPERATIONS WITH AREA HARVESTED",30
"ONIONS, DRY - ACRES HARVESTED",30
"MELONS, WATERMELON - ACRES HARVESTED",30
"ONIONS, DRY - OPERATIONS WITH AREA HARVESTED",30
"MELONS, CANTALOUP - ACRES HARVESTED",30
"BEANS, DRY EDIBLE, (EXCL LIMA), INCL CHICKPEAS, IRRIGATED - OPERATIONS WITH AREA HARVESTED",29
"SUGARBEETS, IRRIGATED - ACRES HARVESTED",29
"BEANS, DRY EDIBLE, (EXCL LIMA), INCL CHICKPEAS - PRODUCTION, MEASURED IN CWT",29
"BEANS, DRY EDIBLE, (EXCL LIMA), INCL CHICKPEAS - ACRES HARVESTED",29
"BARLEY, IRRIGATED - OPERATIONS WITH AREA HARVESTED",29
"PEACHES, FREESTONE - ACRES BEARING",29
"SUGARBEETS, IRRIGATED - OPERATIONS WITH AREA HARVESTED",29
"BEANS, DRY EDIBLE, (EXCL LIMA), INCL CHICKPEAS, IRRIGATED - ACRES HARVESTED",29
"ORANGES, VALENCIA, PROCESSING - PRODUCTION, MEASURED IN $, PHD EQUIV",28
"HAY, WILD - ACRES HARVESTED",28
"TANGERINES, PROCESSING - PRODUCTION, MEASURED IN $, PHD EQUIV",28
SWEET CORN - OPERATIONS WITH AREA HARVESTED,28
"PEPPERS, BELL - ACRES HARVESTED",28
"ORANGES, VALENCIA, FRESH MARKET - PRODUCTION, MEASURED IN $, PHD EQUIV",28
"LEMONS, FRESH MARKET - PRODUCTION, MEASURED IN $, PHD EQUIV",28
"GRAPEFRUIT, FRESH MARKET - PRODUCTION, MEASURED IN $, PHD EQUIV",28
"ORANGES, PROCESSING - PRODUCTION, MEASURED IN $, PHD EQUIV",28
"LEMONS, PROCESSING - PRODUCTION, MEASURED IN $, PHD EQUIV",28
"ORANGES, MID & NAVEL, PROCESSING - PRODUCTION, MEASURED IN $, PHD EQUIV",28
"RICE, LONG GRAIN - ACRES HARVESTED",28
SWEET CORN - ACRES HARVESTED,28
"ORANGES, VALENCIA - ACRES NON-BEARING",28
"HAY, WILD - PRODUCTION, MEASURED IN TONS",28
"ORANGES, VALENCIA - OPERATIONS WITH AREA NON-BEARING",28
"RICE, LONG GRAIN - ACRES PLANTED",28
"TANGERINES, FRESH MARKET - PRODUCTION, MEASURED IN $, PHD EQUIV",28
CHICKPEAS - ACRES PLANTED,28
"RICE, LONG GRAIN - YIELD, MEASURED IN LB / ACRE",28
"ORANGES, MID & NAVEL, FRESH MARKET - PRODUCTION, MEASURED IN $, PHD EQUIV",28
"RICE, LONG GRAIN - PRODUCTION, MEASURED IN CWT",28
"ORANGES, FRESH MARKET - PRODUCTION, MEASURED IN $, PHD EQUIV",28
"GRAPEFRUIT, PROCESSING - PRODUCTION, MEASURED IN $, PHD EQUIV",28
PISTACHIOS - ACRES BEARING,28
"COTTON, UPLAND, IRRIGATED - ACRES HARVESTED",28
"BEANS, DRY EDIBLE, SMALL, WHITE - PRODUCTION, MEASURED IN CWT",27
SQUASH - ACRES HARVESTED,27
ALMONDS - OPERATIONS WITH AREA BEARING,27
APPLES - OPERATIONS WITH AREA BEARING,27
"HAYLAGE - PRODUCTION, MEASURED IN TONS",27
HAYLAGE - ACRES HARVESTED,27
"WALNUTS, ENGLISH - OPERATIONS WITH AREA NON-BEARING",27
"COTTON, PIMA, IRRIGATED - ACRES HARVESTED",27
"WALNUTS, ENGLISH - ACRES NON-BEARING",27
ALMONDS - ACRES NON-BEARING,27
"WALNUTS, ENGLISH - OPERATIONS WITH AREA BEARING",27
PEACHES - OPERATIONS WITH AREA BEARING,27
ALMONDS - OPERATIONS WITH AREA NON-BEARING,27
AVOCADOS - ACRES BEARING & NON-BEARING,27
AVOCADOS - OPERATIONS WITH AREA BEARING & NON-BEARING,27
"PEACHES, FREESTONE - ACRES BEARING & NON-BEARING",26
"COTTON, UPLAND - PRODUCTION, MEASURED IN BALES",26
CARROTS - ACRES HARVESTED,26
HAY - OPERATIONS WITH AREA HARVESTED,26
"COTTON, PIMA - OPERATIONS WITH AREA HARVESTED",26
PEACHES - ACRES NON-BEARING,26
"OATS, NON-IRRIGATED - PRODUCTION, MEASURED IN BU",26
"COTTON, PIMA - PRODUCTION, MEASURED IN BALES",26
"COTTON, PIMA, IRRIGATED - OPERATIONS WITH AREA HARVESTED",26
"COTTON, UPLAND - OPERATIONS WITH AREA HARVESTED",26
"OATS, NON-IRRIGATED - ACRES HARVESTED",26
"HAY, IRRIGATED - ACRES HARVESTED",26
"HOPS - PRODUCTION, MEASURED IN LB",26
"HAY & HAYLAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",26
"PEACHES, FREESTONE - OPERATIONS WITH AREA BEARING & NON-BEARING",26
CARROTS - OPERATIONS WITH AREA HARVESTED,26
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - ACRES HARVESTED",26
"PEACHES, FREESTONE - OPERATIONS WITH AREA BEARING",26
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - OPERATIONS WITH AREA HARVESTED",26
HOPS - ACRES HARVESTED,26
"OATS, NON-IRRIGATED - ACRES PLANTED",26
"HAY, IRRIGATED - OPERATIONS WITH AREA HARVESTED",26
PEACHES - OPERATIONS WITH AREA NON-BEARING,26
"COTTON, UPLAND, IRRIGATED - OPERATIONS WITH AREA HARVESTED",26
CAULIFLOWER - OPERATIONS WITH AREA HARVESTED,26
"OATS, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",26
"HAY & HAYLAGE, IRRIGATED - ACRES HARVESTED",26
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - PRODUCTION, MEASURED IN TONS",26
"HAYLAGE, ALFALFA - ACRES HARVESTED",25
"LETTUCE, HEAD - OPERATIONS WITH AREA HARVESTED",25
"PEACHES, CLINGSTONE - ACRES BEARING",25
"PEACHES, FREESTONE - ACRES NON-BEARING",25
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - ACRES HARVESTED",25
GRAPEFRUIT - OPERATIONS WITH AREA BEARING & NON-BEARING,25
"BEANS, DRY EDIBLE, CRANBERRY - PRODUCTION, MEASURED IN CWT",25
"SWEET CORN, FRESH MARKET - ACRES HARVESTED",25
"PEARS, BARTLETT - ACRES BEARING",25
"WHEAT, WINTER - OPERATIONS WITH AREA HARVESTED",25
PRUNES - ACRES BEARING,25
"PEACHES, FREESTONE - OPERATIONS WITH AREA NON-BEARING",25
"CHERRIES, SWEET - ACRES BEARING",25
GRAPEFRUIT - ACRES BEARING & NON-BEARING,25
"TOMATOES, IN THE OPEN, FRESH MARKET - ACRES HARVESTED",25
PEARS - ACRES BEARING,25
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - OPERATIONS WITH AREA HARVESTED",25
PLUMS - ACRES BEARING,25
"WHEAT, WINTER, IRRIGATED - OPERATIONS WITH AREA HARVESTED",25
"HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS",25
"HOPS - PRODUCTION, MEASURED IN $",25
"HOPS - YIELD, MEASURED IN LB / ACRE",25
"LETTUCE, HEAD - ACRES HARVESTED",25
STRAWBERRIES - OPERATIONS WITH AREA HARVESTED,24
"CORN, SILAGE - OPERATIONS WITH AREA HARVESTED",24
"HAY, SMALL GRAIN - PRODUCTION, MEASURED IN TONS",24
PISTACHIOS - OPERATIONS WITH AREA BEARING,24
SUNFLOWER - OPERATIONS WITH AREA HARVESTED,24
"WHEAT, SPRING, DURUM - OPERATIONS WITH AREA HARVESTED",24
"COTTON, PIMA - PRODUCTION, MEASURED IN $",24
"WHEAT, SPRING, DURUM, IRRIGATED - OPERATIONS WITH AREA HARVESTED",24
"HAY, SMALL GRAIN - ACRES HARVESTED",24
PISTACHIOS - ACRES NON-BEARING,24
ASPARAGUS - OPERATIONS WITH AREA HARVESTED,24
"POTATOES, IRRIGATED - ACRES HARVESTED",24
PISTACHIOS - OPERATIONS WITH AREA NON-BEARING,24
GRAPEFRUIT - OPERATIONS WITH AREA BEARING,24
"POTATOES, IRRIGATED - OPERATIONS WITH AREA HARVESTED",24
"WHEAT, WINTER, RED, HARD - PRODUCTION, MEASURED IN PCT BY TYPE",23
"BEANS, DRY EDIBLE, BLACKEYE - ACRES HARVESTED",23
APPLES - ACRES NON-BEARING,23
"CHERRIES, SWEET - OPERATIONS WITH AREA BEARING & NON-BEARING",23
"CHERRIES, SWEET - ACRES BEARING & NON-BEARING",23
"BEANS, DRY EDIBLE, BLACKEYE - ACRES PLANTED",23
"BEANS, DRY EDIBLE, BLACKEYE - YIELD, MEASURED IN LB / ACRE",23
"BEANS, DRY EDIBLE, LIMA - ACRES HARVESTED",23
OATS - OPERATIONS WITH AREA HARVESTED,23
APPLES - OPERATIONS WITH AREA NON-BEARING,23
"BEANS, DRY EDIBLE, OTHER - ACRES HARVESTED",23
"BEANS, DRY EDIBLE, OTHER - YIELD, MEASURED IN LB / ACRE",23
"SAFFLOWER - PRODUCTION, MEASURED IN LB",23
SAFFLOWER - ACRES HARVESTED,23
"TOMATOES, IN THE OPEN, PROCESSING - OPERATIONS WITH AREA HARVESTED",23
"HAY, WILD - OPERATIONS WITH AREA HARVESTED",23
"PEARS, (EXCL BARTLETT) - ACRES BEARING",23
"BEANS, DRY EDIBLE, LIMA, IRRIGATED - ACRES HARVESTED",23
"CARROTS, PROCESSING - ACRES HARVESTED",22
PEARS - ACRES NON-BEARING,22
AVOCADOS - ACRES BEARING,22
"BEANS, DRY EDIBLE, RED, KIDNEY - ACRES HARVESTED",22
"PEACHES, CLINGSTONE - ACRES NON-BEARING",22
