Value,Value Counts
121,4
172,4
82,4
470,4
"1,463,000",4
450,4
"1,570",4
"425,000",4
153,4
1.5,4
1.6,4
106,4
628,4
139,4
"385,000",4
"1,100,000",4
1.4,4
"1,760,000",4
132,4
"3,400",4
"510,000",4
171,4
152,4
"470,000",4
"6,250,000",4
83,4
"740,000",4
157,4
"5,800,000",4
"756,000",4
"8,200",4
218,4
"1,320,000",4
253,4
331,4
767,4
2.8,4
"1,150,000",4
124,4
183,4
"310,000",4
"2,400,000",4
"1,000,000",4
506,3
"3,900",3
125,3
243,3
3.9,3
"1,076",3
"1,800,000",3
"576,000",3
442,3
181,3
"826,000",3
369,3
"23,786",3
"2,016",3
"375,000",3
179,3
"210,000",3
"780,000",3
"7,776,000",3
"759,000",3
"3,300",3
"2,605",3
"1,900,000",3
3.6,3
267,3
"84,000",3
3.13,3
12.5,3
62.7,3
"230,000",3
"1,030,000",3
"1,139",3
864,3
24.5,3
"418,000",3
213,3
"3,800,000",3
38.5,3
"5,000,000",3
"728,000",3
227,3
"9,800",3
"5,850,000",3
"2,200,000",3
"645,000",3
2.9,3
"1,700,000",3
210,3
"86,000",3
"1,403",3
3.7,3
"1,224,000",3
"390,000",3
599,3
435,3
3.5,3
176,3
245,3
"1,169,000",3
"960,000",3
304,3
"49,000",3
"590,000",3
501,3
"1,065,000",3
"940,000",3
"21,700",3
235,3
"1,550,000",3
"414,000",3
"2,040,000",3
109,3
"1,349,000",3
"12,792",3
"5,500,000",3
"2,540",3
"1,148,000",3
"18,900,000",3
178,3
"770,000",3
107,3
"2,763",3
"24,000",3
"1,440,000",3
"3,100",3
"1,352,000",3
252,3
214,3
519,3
"1,080,000",3
"2,172",3
"3,009",3
"990,000",3
770,3
729,3
141,3
"2,700",3
"730,000",3
202,3
"2,120",3
"2,205",3
13.5,3
138,3
209,3
127,3
"1,100",3
713,3
"6,500,000",3
"83,000",3
"4,200,000",3
"234,000",3
144,3
"13,041,000",3
"570,000",3
112,3
"72,000",3
"430,000",3
"800,000",3
"21,000",3
784,3
2.4,3
2.85,3
921,3
255,3
"58,000",3
"186,000",3
321,3
"76,000",3
"3,700",3
"163,000",3
"4,600,000",3
"1,620,000",3
148,3
1.65,3
"4,758",3
350,3
201,3
119,3
"1,565",3
"208,000",3
"886,000",3
219,3
"260,000",3
3.2,3
"8,600",3
"2,600",3
"485,000",3
142,3
118,3
"8,900",3
"20,900",3
251,3
278,3
249,3
"147,000",3
"135,000",3
"1,237,000",3
"1,780",3
302,3
"7,196,000",3
"378,000",3
165,3
"14,800",3
"2,304,479",2
"176,772,000",2
380,2
"42,778,000",2
"2,119,000",2
"2,030",2
"4,014,038",2
"23,070,000",2
"7,800",2
271,2
"75,788",2
"474,169",2
"5,420",2
20.5,2
"12,069,000",2
"186,094,000",2
"1,240,000",2
523,2
"218,000",2
"880,000",2
"134,971,000",2
"8,610,000",2
"198,854,000",2
"736,000",2
995,2
"39,600,000",2
"9,072,000",2
"18,690,000",2
"610,000",2
"7,921,000",2
"5,436,770",2
58.5,2
"784,000",2
"644,000",2
"24,650",2
"43,761",2
"55,800,000",2
114,2
"88,387,000",2
"39,580",2
"82,325",2
"8,800",2
"1,014,000",2
"593,202",2
"1,010",2
"119,886",2
"1,782",2
"14,635",2
"1,229,000",2
"84,564,000",2
290,2
"27,360,000",2
"9,801,000",2
"400,264",2
"7,565",2
1.8,2
"21,500",2
"612,000",2
"1,422",2
569,2
"204,000",2
"5,900,000",2
"2,847",2
170,2
"16,660,000",2
800,2
"1,703",2
"421,000",2
"5,460,000",2
"14,356,000",2
"48,000",2
"670,000",2
360,2
"336,000",2
"35,047,000",2
"4,965,000",2
72.3,2
33.4,2
"4,390,000",2
"290,000",2
"395,000",2
"2,260",2
"346,821",2
48.2,2
"158,220,000",2
904,2
"14,560,000",2
"31,695,000",2
"2,775,000",2
"20,510,000",2
"51,920,000",2
"28,800,000",2
1.25,2
"1,261,000",2
"33,961,000",2
400,2
"18,659,000",2
"35,000,000",2
"18,696,000",2
"17,415,000",2
"16,950,000",2
"19,693,426",2
330,2
"977,000",2
"2,192",2
"29,240,000",2
"22,113,000",2
"36,587,000",2
"703,000",2
"405,638",2
"1,980,000",2
"945,000",2
"16,430,000",2
"20,210,000",2
"56,432",2
"200,000",2
"18,461",2
"28,746,000",2
"5,457,000",2
593,2
436,2
"59,800,000",2
"12,368",2
"8,247,000",2
48.4,2
"2,848",2
983,2
"28,860,000",2
"24,075",2
"328,000",2
"71,847,000",2
"17,200",2
239,2
"39,330,000",2
"1,364",2
"672,000",2
"136,911",2
"27,280,000",2
299,2
"36,540,000",2
"1,211",2
"6,400,000",2
"1,120",2
"9,450,000",2
"74,251,000",2
"30,150,000",2
595,2
"9,430",2
"14,555",2
"6,200,000",2
"107,744,000",2
"622,143",2
"28,144,000",2
"10,057,000",2
"2,110,000",2
"4,900,000",2
"1,200,000",2
"5,350,000",2
"7,215",2
"122,150,000",2
229,2
"143,250,000",2
"115,000",2
44.3,2
"18,150,000",2
46.4,2
14.5,2
"31,009",2
"11,700,000",2
1.7,2
"989,000",2
"272,000",2
"6,450,000",2
"2,704,000",2
"2,235",2
"6,832,000",2
"2,333,000",2
"3,416",2
"10,584,000",2
"1,684",2
"18,920,000",2
"93,860,000",2
"10,410,000",2
32.5,2
"18,371,000",2
586,2
760,2
"1,765",2
"1,009",2
3.36,2
"28,000",2
"294,552",2
"2,139,000",2
"490,000",2
"16,912",2
"1,520,000",2
"2,250",2
"605,000",2
"3,335",2
167,2
"2,425,000",2
874,2
"6,130",2
"1,620",2
55.2,2
"950,000",2
"2,119",2
"1,350",2
"2,352,000",2
"74,000",2
608,2
"2,240,000",2
2.39,2
"10,426",2
500,2
"55,435",2
370,2
548,2
"1,341,000",2
"21,530",2
192,2
525,2
"21,144",2
"5,907",2
1.3,2
"105,000",2
"2,405",2
373,2
"2,765,261",2
"16,560,000",2
"43,860,000",2
"1,165",2
"554,000",2
"8,286",2
"1,791",2
"1,340",2
"13,768",2
"205,000",2
345,2
"726,000",2
689,2
"23,200",2
120,2
"3,351,595",2
42.5,2
"43,260,000",2
"9,752,000",2
"67,730,000",2
"9,128,000",2
"44,415,000",2
"128,741,000",2
"1,300,000",2
"116,827,000",2
"1,144",2
"10,743",2
"2,320",2
"1,610",2
348,2
"156,816,000",2
"5,670,000",2
41.7,2
"4,534",2
"2,289",2
"1,267,000",2
660,2
"232,423",2
"53,300",2
"7,980,000",2
"4,550,000",2
"432,000",2
335,2
"1,990",2
"686,000",2
"13,963",2
36.2,2
"1,248,000",2
"14,840,000",2
893,2
54.1,2
"3,598",2
"1,381",2
"352,350",2
"17,119",2
"3,311",2
"9,683,000",2
"6,386,000",2
"2,215",2
"37,864",2
802,2
"23,000",2
"3,049,446",2
269,2
"18,792,000",2
342,2
"17,065,000",2
"7,144,000",2
"1,327,000",2
"6,527,000",2
"777,000",2
"858,000",2
41.5,2
"17,000,000",2
"126,389",2
272,2
"3,110",2
"5,178",2
"26,500",2
"105,475",2
"16,790,000",2
"33,972,000",2
"4,300,000",2
"7,994",2
295,2
228,2
"22,146,000",2
"6,300,000",2
"5,058",2
"11,513",2
"151,145",2
"22,150",2
"1,582",2
"3,186",2
"34,195,000",2
84,2
"53,900,000",2
"1,269",2
"8,325",2
"1,730",2
"48,300,000",2
"6,151,077",2
"4,259,000",2
"188,000",2
"192,000",2
"10,945,000",2
"21,900",2
"36,205,000",2
"1,680",2
197,2
"34,840,000",2
16.8,2
"1,392,680",2
705,2
"6,100,000",2
"7,296,000",2
"6,196",2
"1,457,000",2
"1,363",2
"5,380,000",2
"187,000",2
"114,948,000",2
"79,750,000",2
2.32,2
"1,940",2
0.1,2
"15,542,000",2
0.3,2
27.5,2
"868,000",2
"62,000",2
"1,950,000",2
261,2
"718,000",2
"19,684",2
587,2
"27,189",2
"17,501,000",2
"11,070,000",2
"61,097,000",2
"2,627,000",2
"5,741",2
"480,000",2
"59,000",2
565,2
"15,494,000",2
"15,457,000",2
"3,630,000",2
"198,352,000",2
3.25,2
715,2
"8,190,000",2
"1,641",2
"2,693",2
262,2
"1,560,000",2
"20,405",2
"9,200",2
"7,121,000",2
495,2
"27,010",2
"15,163,000",2
3.3,2
580,2
637,2
"160,000",2
"116,000",2
"3,300,000",2
"13,620",2
"15,962,000",2
"1,122",2
"731,232",2
598,2
"2,520",2
"1,890",2
"2,343,658",2
"35,750,000",2
"107,961,000",2
"27,871,000",2
"31,000",2
4.3,2
"15,265,000",2
"2,862",2
"594,000",2
"71,696,000",2
"1,567",2
"142,717",2
"838,143",2
"18,381",2
"2,420",2
"1,323,000",2
"4,882",2
"434,910",2
"15,800",2
"1,688",2
"914,000",2
"2,298",2
"207,515,000",2
3.08,2
"1,028,506",2
"15,345,210",2
"156,975,000",2
"1,740",2
"13,253,000",2
"299,873",2
"2,220,000",2
"25,000,000",2
"145,000",2
312,2
"38,430,000",2
"652,712",2
"91,000",2
"760,000",2
"24,480,000",2
44.4,2
"1,296",2
"841,864",2
198,2
"8,859",2
"16,349",2
"928,000",2
"11,816",2
"146,794",2
"74,144",2
"1,123",2
"136,000",2
1.97,2
"13,237,000",2
607,2
"35,190,000",2
"1,140",2
"885,789",2
182,2
"26,488,000",2
"42,000",2
"1,699,559",2
"111,999",2
"2,240",2
"36,782,000",2
"17,148",2
"5,300,000",2
"19,789,000",2
"1,824,224",2
"74,438",2
"15,510,000",2
33.3,2
"162,000",2
215,2
"4,350,000",2
"2,283",2
"11,895,000",2
"95,000",2
376,2
"34,436,000",2
"815,000",2
"120,242",2
390,2
"795,000",2
"164,240,000",2
"1,970",2
"17,628,000",2
46.9,2
"12,342",2
394,2
603,2
"11,300",2
"3,437",2
"6,582",2
452,2
37.5,2
412,2
"34,950,000",2
51.2,2
"1,447",2
"28,350",2
"95,512",2
72.8,2
"104,000",2
618,2
"16,800",2
"445,000",2
"7,193,000",2
"18,800,000",2
"325,000",2
"13,833,000",2
"32,249,000",2
"1,290,000",2
404,2
"462,000",2
"1,280,000",2
"37,930",2
"77,112,000",2
511,2
"17,860,000",2
"10,483,000",2
"25,080,000",2
"3,932,063",2
"9,605,000",2
"325,800",2
"40,556",2
15.2,2
"165,000",2
"966,000",2
"840,000",2
"9,767,000",2
"7,310",2
1.86,2
"77,356",2
402,2
"4,180,000",2
"73,178",2
35.2,2
"1,245,000",2
"174,000",2
"10,384,000",2
"14,440,000",2
568,2
"1,379",2
"248,000",2
"12,163,000",2
162,2
"25,200",2
"18,796,000",2
"87,734,000",2
"25,298,000",2
"30,100,000",2
"33,863",2
488,2
"715,443",2
"39,000",2
"50,440,000",2
"64,000",2
"1,039,000",2
"22,947,000",2
317,2
"47,362,000",2
"17,248,000",2
237,2
18.7,2
814,2
"805,000",2
444,2
129,2
"2,170",2
34.5,2
"1,380",2
"78,635,000",2
"14,925",2
"3,700,000",2
"2,265",2
"1,328,000",2
"1,725,000",2
"39,648,000",2
355,2
"680,000",2
"57,551",2
"49,470,000",2
"47,791,000",2
145,2
"8,079",2
"4,969",2
"175,000",2
"31,280,000",2
"540,000",2
"106,665,000",2
"4,763,000",2
236,2
"5,200,000",2
"1,150",2
"731,000",2
"39,672,000",2
"8,181",2
"39,916,000",2
"790,000",2
"299,000",2
765,2
"633,000",2
314,2
"73,297",2
"5,770,000",2
"2,018",2
"1,450,000",2
"1,850",2
"1,229",2
630,2
"24,939",2
"1,253,000",2
"5,386",2
"10,955,000",2
362,2
"8,427,000",2
"2,285",2
19.8,2
"14,972,000",2
"65,484",2
"13,559",2
"2,640,000",2
366,2
"190,000",2
"694,000",2
"96,855,000",2
"9,572,000",2
"45,769,000",2
"59,042,000",2
"24,605,000",2
"31,924,000",2
"76,293,000",2
"186,672",2
3.18,2
"54,000,000",2
454,2
"60,443,000",2
308,2
"5,512",2
"7,340",2
"24,809",2
"902,000",2
"1,305,000",2
"20,720,000",2
"56,065",2
"84,370,000",2
"2,385",2
"28,271,000",2
"435,000",2
"7,019",2
"1,016",2
522,2
"1,869",2
"118,850",2
493,2
"1,606,000",2
"116,197,000",2
"46,875,000",2
"44,000",2
"2,725",2
"2,380",2
310,2
"40,557,000",2
"33,646",2
"1,308",2
"232,440,000",2
"8,284",2
"16,674",2
"6,960",2
"89,705,000",2
"22,700",2
526,2
780,2
"8,000,000",2
282,2
"320,048",2
"6,661,000",2
"1,255",2
"6,030,000",2
"481,000",2
"1,530,000",2
"16,130",2
"5,080",2
"78,336,000",2
"415,000",2
"132,000",2
194,2
"1,393,000",2
"12,095,000",2
"125,000",2
"96,000",2
"54,714,000",2
"52,247,000",2
"17,147,000",2
"5,877",2
"13,601,000",2
"1,174,000",2
"870,000",2
385,2
"44,616,000",2
"77,194,000",2
"38,298,000",2
"1,265",2
"15,050,000",2
"1,481",2
316,2
554,2
"1,541",2
"9,788,000",2
"4,700",2
"61,600,000",2
"53,080,000",2
"69,788",2
"9,473,000",2
"16,748,000",2
85.8,2
381,2
"1,964",2
"1,289,605",2
"22,511",2
"1,720,829",2
"1,330,000",2
"897,000",2
"208,104,000",2
"4,304",2
2.55,2
"788,000",2
559,2
248,2
"1,799",2
399,2
"339,607",2
"4,236",2
"9,040,000",2
"67,725,000",2
"2,875",2
462,2
"4,134",2
"2,058",2
"1,114,000",2
"876,007",2
"37,100,000",2
"20,241,000",2
499,2
"624,000",2
"111,082,000",2
37.6,2
"7,800,000",2
"14,868,000",2
"33,660,000",2
"14,580,000",2
"820,000",2
34.8,2
"891,000",2
"331,000",2
"15,511",2
"228,000",2
"1,809",2
"910,000",2
"14,750,000",2
257,2
"3,097",2
"3,650,000",2
"1,295,000",2
"362,571",2
16.5,2
"476,000",2
"1,061",2
208,2
"43,220",1
"14,340",1
"38,395",1
"5,209,000",1
"474,339",1
"1,403,000",1
"1,078,912",1
"115,308",1
"286,901",1
"36,743",1
"522,697",1
"17,500",1
"15,600",1
"29,487",1
"15,843",1
"100,561",1
"123,648,000",1
"2,632",1
"11,396",1
"1,746",1
"2,590",1
"2,681,000",1
"3,665",1
"1,712,035",1
"3,015,208",1
"56,142,000",1
"54,731",1
"2,365,000",1
"150,192",1
"335,000",1
"5,568,255",1
"506,074",1
675,1
570,1
665,1
"81,010",1
"337,000",1
"3,328",1
"74,139",1
"16,524",1
"890,000",1
"4,714,000",1
"367,218,000",1
"3,504,874,000",1
1.95,1
"3,038,943,000",1
"364,497",1
"5,589",1
"11,830",1
"8,267,501",1
"23,477",1
"342,721",1
"124,012",1
"50,759",1
"223,919",1
"6,569",1
"3,656",1
"107,609",1
"345,000",1
"284,000",1
"3,245,616,000",1
"1,845",1
"10,113,174",1
"68,650",1
6.08,1
"15,892",1
"81,437",1
"742,760",1
297,1
"1,164,883",1
"95,115",1
"8,212",1
"327,405",1
"2,731",1
"8,081",1
"4,163,000",1
"2,230,000",1
"266,560,000",1
"962,000",1
"2,186,000",1
101.8,1
"1,624,046,000",1
47.6,1
"6,908",1
"587,000",1
"2,498",1
"1,092",1
"2,870",1
779,1
"12,038,000",1
"879,000",1
"6,405,000",1
"81,075",1
"2,591,000",1
"1,859",1
"9,517,869",1
"25,150",1
"621,000",1
"39,371",1
"2,796",1
6.2,1
50.4,1
"3,783",1
"14,485,000",1
"4,468",1
"14,893",1
"20,745",1
"261,600",1
"806,203",1
"5,628",1
"4,670,000",1
"1,057,939",1
"692,328",1
3.21,1
"2,022",1
"224,000",1
"520,048",1
"2,582",1
"8,235",1
"30,354",1
"4,098",1
"113,484",1
"11,209",1
"60,512",1
"12,060,000",1
"213,192,000",1
"90,400",1
"15,733",1
"12,258,000",1
"306,000",1
"2,175",1
"13,683",1
"142,854",1
"783,547",1
624,1
"3,357",1
"56,811",1
"7,411,634",1
"204,060,000",1
"117,598",1
"1,300,223",1
"4,774",1
"36,913",1
"208,920",1
"13,076,000",1
"95,365",1
"9,507",1
"1,150,756",1
"11,750,000",1
"2,036",1
"974,702,000",1
"122,330,000",1
885,1
"131,452",1
"7,393",1
"20,090",1
"39,027,681",1
"8,285",1
"5,382,000",1
"19,678",1
"13,972",1
"538,624",1
"16,898",1
"431,450",1
"5,967,000",1
"11,474",1
"534,480,000",1
"1,085,101",1
"4,499",1
"8,391",1
"4,218",1
"544,418",1
"4,700,000",1
"1,186,000",1
"459,000",1
"2,445,000",1
"1,256,562",1
"10,000,000",1
"550,652",1
"12,379",1
"40,309",1
"20,300",1
"1,980",1
"5,743,000",1
"3,561",1
"1,368,315,000",1
"3,908",1
"7,050",1
"143,000",1
"4,201,000",1
"14,373",1
"5,746",1
"124,035,367",1
"2,376,000",1
"3,802",1
"14,632",1
"1,621",1
"14,045",1
"225,700",1
"5,630",1
"1,376",1
"137,475",1
"284,976",1
"707,095",1
"298,971",1
428,1
"7,958,000",1
"84,211",1
"91,957",1
23.4,1
"60,351,950",1
"4,322",1
"108,796,000",1
"29,442",1
572,1
"16,958",1
"7,926",1
"3,630",1
305,1
"1,279",1
"373,645",1
"55,768",1
"503,494",1
"219,836,706",1
"626,000",1
"716,707",1
"2,322,000",1
"337,157",1
"235,000",1
"4,523",1
"1,775,000",1
"4,185,363",1
"34,702",1
"3,903,041,000",1
"49,341",1
"2,073",1
2.53,1
"41,030",1
854,1
"44,981",1
"49,637",1
"2,487",1
"3,792",1
"5,151,000",1
"16,510",1
"7,338",1
"281,000",1
3.35,1
"757,000",1
"51,162",1
"747,184,000",1
"5,049,000",1
"213,964",1
"11,275,000",1
"44,962,000",1
"52,650,000",1
"11,784",1
"36,000",1
"85,900",1
"1,905,101,000",1
"627,696",1
"53,946",1
"43,803",1
"3,283,000",1
"6,098,000",1
"12,399,000",1
582,1
"504,000",1
"13,413,490",1
"2,610,000",1
"792,380,000",1
"1,076,175",1
"3,751",1
"42,246",1
"2,347",1
"71,703",1
"10,376,000",1
"144,210,000",1
"74,914",1
"710,746",1
"104,214",1
"594,402",1
"1,594,000",1
"586,706",1
"5,040,000",1
"157,438",1
"107,180",1
"282,962",1
"945,169",1
"1,188",1
"379,349",1
"4,939",1
"9,180,000",1
"143,981",1
"11,227,000",1
"261,496",1
"1,113,000",1
"408,133",1
"36,455",1
"265,091",1
545,1
"33,124",1
"1,931,000",1
"271,817",1
"1,175",1
"16,512",1
"13,962,000",1
"25,875",1
"2,529",1
"8,690",1
"12,363",1
"4,422",1
"1,268",1
"227,622",1
"1,119,185",1
"466,000",1
"4,620,000",1
"576,455,000",1
"1,616",1
"13,061",1
"55,200,000",1
"124,227,000",1
"71,623",1
"165,965",1
"105,637",1
"36,139",1
"1,932",1
"1,783",1
625,1
"274,000",1
"11,684",1
"8,635",1
"270,341",1
118.1,1
"207,590",1
"348,457",1
759,1
2.19,1
"1,889,000",1
"292,893",1
"3,188,000",1
"1,517,990",1
"10,792",1
"1,193",1
"27,522",1
"424,000",1
"41,287",1
"17,405,000",1
"116,508",1
"468,000",1
"8,294,000",1
"2,067,000",1
"126,562",1
"4,196",1
"3,756,000",1
"6,136,000",1
25.5,1
"4,750",1
"1,413,593",1
"254,173",1
"3,861",1
"6,768",1
"9,760",1
"2,132,379",1
"616,011",1
"10,798",1
"27,240",1
"513,000",1
"5,319,019,000",1
"171,838",1
"139,894",1
"1,858,551",1
"43,760",1
698,1
"1,224",1
"14,583",1
"12,560,000",1
"4,507,879",1
"1,039,642",1
"2,890",1
"1,019,480,000",1
328,1
"4,640,067",1
"472,214",1
"1,567,000",1
"11,565",1
"3,167",1
419,1
"13,746,000",1
"86,727",1
"16,300",1
749,1
"691,600,000",1
"996,000",1
"8,930",1
"21,256",1
"12,137,000",1
"4,137,698",1
"188,762",1
"247,987",1
"2,097",1
"813,000",1
33.11,1
231,1
"274,166",1
"106,009",1
"4,201,203",1
"6,922",1
"2,022,000",1
8.4,1
"1,493,208,000",1
"22,092",1
"17,072",1
"27,527",1
"30,000,000",1
"8,017",1
"14,234,000",1
"2,476,000",1
"3,960,000",1
"374,148,000",1
"6,537",1
"46,438",1
2.31,1
"18,492",1
"1,022",1
"60,587",1
"64,587,556",1
21.6,1
701,1
"9,062,000",1
"1,971,000",1
395,1
"80,982",1
"181,619",1
"9,169,494",1
"8,812",1
"324,644",1
"2,868,000",1
"23,000,000",1
"31,686",1
"1,259,957",1
2.37,1
"531,300,000",1
"1,328,975,000",1
"2,850",1
"30,545",1
"1,777",1
"13,533",1
"379,626,705",1
"17,984",1
"989,335",1
"5,331",1
"5,896",1
"10,102",1
"1,702,425",1
"186,320",1
"12,241",1
"101,618,000",1
"1,602,496",1
"2,269",1
"4,526",1
"24,899",1
"54,353,000",1
"525,000",1
"35,082",1
"6,134",1
"7,801",1
1.55,1
"1,250,970,000",1
"23,331",1
"1,189",1
"1,808,000",1
"488,696",1
"1,856,000",1
3.49,1
"5,742,000",1
"273,000",1
"17,395",1
"1,145,879",1
"3,252",1
"675,360,000",1
"28,581",1
"27,063,500",1
"88,624",1
"276,394",1
"99,581",1
"334,971",1
47.3,1
"846,927",1
"29,420",1
"3,302,000",1
"27,950",1
"15,498",1
"22,014,000",1
"4,520,000",1
"289,611,000",1
"1,406",1
"469,384",1
"1,807",1
"4,182",1
"6,386,231,000",1
"93,598",1
"6,455,554",1
"20,040",1
"339,527",1
"8,038",1
"32,059",1
"12,325,000",1
"2,212,000",1
"189,479",1
"1,010,000",1
"1,979,907",1
507,1
"162,196,000",1
"128,321",1
"2,511",1
"7,357",1
"14,629,453",1
"83,384",1
883,1
"80,388,000",1
"641,355",1
"37,530",1
"1,762",1
"1,449,883",1
588,1
"4,247",1
2.91,1
"106,506",1
"106,531",1
"11,169,034",1
"3,918,853",1
"212,463,202",1
"8,369",1
"695,400,000",1
"3,116",1
"1,221,000",1
"4,393,000",1
"9,110",1
"19,100",1
3.17,1
"144,000",1
119.6,1
"8,916",1
"11,909",1
"6,456",1
"27,474,000",1
418,1
440,1
84.1,1
"1,329,553",1
"1,395",1
"1,063,728",1
"9,512",1
"2,075",1
"8,936",1
"16,029,000",1
"1,189,255",1
"62,223",1
"1,575,000",1
"17,025,000",1
"10,741",1
"1,854,520,000",1
"9,790",1
"16,482",1
"72,724",1
212,1
"2,621,000",1
"3,935",1
"2,556",1
"2,001,598",1
"12,264,000",1
106.6,1
"89,551",1
"2,519,000",1
"20,015",1
"24,654",1
"20,273",1
914,1
"5,630,000",1
"46,899",1
"56,070",1
"8,909,509",1
"9,317,000",1
"9,520",1
"7,410",1
387,1
"11,942,000",1
294,1
"85,490",1
"10,883,763",1
844,1
"5,972",1
"1,984,000",1
"64,391,000",1
"3,589,447,000",1
"157,100",1
"625,898",1
"357,876",1
"5,680,000",1
"3,915",1
"275,000",1
"2,789,000",1
"1,092,000",1
"51,429,000",1
"3,418,000",1
"4,636,000",1
"4,925,000",1
"38,728",1
"5,310,000",1
275,1
"7,571",1
"139,755",1
"23,271",1
"35,590",1
"2,579",1
3.15,1
17.5,1
"17,872",1
"895,339",1
"2,307,222",1
"15,557",1
"87,000",1
761,1
89.6,1
"47,208",1
"16,373,000",1
"135,742",1
"5,110,000",1
"278,115",1
"5,045",1
351,1
"5,084,038",1
"5,483",1
"4,004",1
"676,626",1
"23,529",1
"4,719",1
"30,190",1
"380,398",1
"72,020",1
"556,409,000",1
"12,451,000",1
"1,385,000",1
"2,237",1
487,1
"386,616",1
"131,410",1
"8,446",1
"32,051,676",1
"71,364",1
273,1
"4,140,000",1
"2,716",1
"980,000",1
"903,781",1
"9,220",1
"2,033",1
"5,699,000",1
"452,000",1
"11,879,000",1
"35,612",1
341,1
"11,506",1
"3,003,443",1
"2,891,000",1
"9,428",1
"2,655,000",1
"67,573",1
"933,660,000",1
"51,000",1
"6,482,808",1
"5,390,000",1
"292,130",1
2.79,1
"533,824",1
"19,061",1
"29,038",1
"22,230,000",1
"3,530",1
"2,288",1
2.98,1
"6,508,794",1
"4,370,000",1
"91,795",1
"53,887",1
"247,000",1
1.72,1
"24,300",1
"40,387,000",1
"30,553",1
"3,776",1
"4,505",1
"2,608,000",1
"33,627",1
"1,189,000",1
"10,432",1
"1,030,889",1
"1,370,304,000",1
