Data Item,Value Counts
"TOBACCO, CIGAR BINDER NORTHERN WISCONSIN (TYPE 55) - PRODUCTION, MEASURED IN LB",45
"SWEET CORN, PROCESSING - PRODUCTION, MEASURED IN TONS",44
"SWEET CORN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",44
RYE - ACRES HARVESTED,43
SOYBEANS - OPERATIONS WITH AREA HARVESTED,43
"RYE - PRODUCTION, MEASURED IN BU",43
"PEAS, GREEN, PROCESSING - PRODUCTION, MEASURED IN TONS",42
"PEAS, GREEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",42
"PEAS, GREEN, PROCESSING - ACRES HARVESTED",42
RYE - ACRES PLANTED,40
"RYE - YIELD, MEASURED IN BU / ACRE",40
HAYLAGE - ACRES HARVESTED,39
"HAYLAGE - PRODUCTION, MEASURED IN TONS",39
"HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS",38
HAY & HAYLAGE - ACRES HARVESTED,38
"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",37
"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",37
"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA IN PRODUCTION",37
"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",37
"BEANS, SNAP, PROCESSING - PRODUCTION, MEASURED IN TONS",36
"BEANS, SNAP, PROCESSING - YIELD, MEASURED IN TONS / ACRE",36
WHEAT - OPERATIONS WITH AREA HARVESTED,35
"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION",34
"VEGETABLE TOTALS, IN THE OPEN - ACRES IN PRODUCTION",34
"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - ACRES IN PRODUCTION",34
SWEET CORN - OPERATIONS WITH AREA HARVESTED,33
SWEET CORN - ACRES HARVESTED,33
"PEAS, GREEN, PROCESSING - ACRES PLANTED",33
"SOYBEANS, IRRIGATED - OPERATIONS WITH AREA HARVESTED",33
"SWEET CORN, PROCESSING - ACRES PLANTED",33
"SOYBEANS, IRRIGATED - ACRES HARVESTED",33
"CORN, SILAGE - OPERATIONS WITH AREA HARVESTED",32
OATS - OPERATIONS WITH AREA HARVESTED,31
"POTATOES, IRRIGATED - OPERATIONS WITH AREA HARVESTED",30
"VEGETABLE TOTALS, IN THE OPEN, PROCESSING - OPERATIONS WITH AREA HARVESTED",30
"BEANS, SNAP - ACRES HARVESTED",30
"MINT, SPEARMINT, OIL - PRODUCTION, MEASURED IN LB",30
"PEAS, GREEN, (EXCL SOUTHERN) - OPERATIONS WITH AREA HARVESTED",30
"MINT, SPEARMINT, OIL - ACRES HARVESTED",30
"BEANS, SNAP - OPERATIONS WITH AREA HARVESTED",30
"POTATOES, IRRIGATED - ACRES HARVESTED",30
"MINT, PEPPERMINT, OIL - ACRES HARVESTED",30
HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED,30
"PEAS, GREEN, (EXCL SOUTHERN) - ACRES HARVESTED",30
"VEGETABLE TOTALS, IN THE OPEN, PROCESSING - ACRES HARVESTED",30
"MINT, PEPPERMINT, OIL - PRODUCTION, MEASURED IN LB",30
"MINT, PEPPERMINT, OIL - PRODUCTION, MEASURED IN $",29
"HAYLAGE, ALFALFA - ACRES HARVESTED",29
"MINT, SPEARMINT, OIL - PRODUCTION, MEASURED IN $",29
HAYLAGE - OPERATIONS WITH AREA HARVESTED,29
"HAY, ALFALFA - OPERATIONS WITH AREA HARVESTED",29
"HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS",29
"HAYLAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",28
"HAYLAGE, IRRIGATED - ACRES HARVESTED",28
"MINT, SPEARMINT, OIL - YIELD, MEASURED IN LB / ACRE",28
"CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE",28
"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",28
"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",26
"CARROTS, PROCESSING - ACRES HARVESTED",26
APPLES - ACRES BEARING & NON-BEARING,26
"CORN, SILAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",26
APPLES - OPERATIONS WITH AREA BEARING & NON-BEARING,26
STRAWBERRIES - ACRES HARVESTED,25
"HAY, ALFALFA, IRRIGATED - OPERATIONS WITH AREA HARVESTED",24
"HAY, ALFALFA, IRRIGATED - ACRES HARVESTED",24
"WHEAT, WINTER, RED, SOFT - PRODUCTION, MEASURED IN PCT BY TYPE",23
"CORN, GRAIN - EAR COUNT, MEASURED IN EARS / ACRE",23
MAPLE SYRUP - NUMBER OF TAPS,23
"OATS, IRRIGATED - ACRES HARVESTED",23
"OATS, IRRIGATED - OPERATIONS WITH AREA HARVESTED",23
"CUCUMBERS, PROCESSING, PICKLES - ACRES HARVESTED",23
"SWEET CORN, FRESH MARKET - ACRES HARVESTED",23
"WHEAT, IRRIGATED - OPERATIONS WITH AREA HARVESTED",22
"HAY, WILD - PRODUCTION, MEASURED IN TONS",22
"WHEAT, IRRIGATED - ACRES HARVESTED",22
BARLEY - OPERATIONS WITH AREA HARVESTED,22
"HAY, WILD - ACRES HARVESTED",22
"WHEAT, SPRING, RED, HARD - PRODUCTION, MEASURED IN PCT BY TYPE",22
APPLES - ACRES BEARING,21
"HAY, ALFALFA - PRODUCTION, MEASURED IN $",21
TOBACCO - OPERATIONS WITH AREA HARVESTED,21
"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN $",21
"BEANS, DRY EDIBLE, DARK, RED, KIDNEY - ACRES HARVESTED",20
"VEGETABLE TOTALS, INCL FRESH CUT HERBS, UNDER PROTECTION - OPERATIONS WITH AREA IN PRODUCTION",20
"BEANS, DRY EDIBLE, DARK, RED, KIDNEY - ACRES PLANTED",20
"HAY & HAYLAGE, IRRIGATED - ACRES HARVESTED",20
"HAY & HAYLAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",20
MAPLE SYRUP - OPERATIONS WITH TAPS,20
"BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $",20
"BEANS, DRY EDIBLE, DARK, RED, KIDNEY - PRODUCTION, MEASURED IN CWT",20
"VEGETABLE TOTALS, INCL FRESH CUT HERBS, UNDER PROTECTION - SQ FT IN PRODUCTION",20
"BEANS, DRY EDIBLE, INCL CHICKPEAS - YIELD, MEASURED IN LB / ACRE",20
"BEANS, DRY EDIBLE, DARK, RED, KIDNEY - YIELD, MEASURED IN LB / ACRE",20
"BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN CWT",20
"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",20
"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED",20
CARROTS - OPERATIONS WITH AREA HARVESTED,19
ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,19
"ONIONS, DRY - ACRES HARVESTED",19
"HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",19
"HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED",19
MAPLE SYRUP - OPERATIONS WITH PRODUCTION,19
HAY - OPERATIONS WITH AREA HARVESTED,19
CARROTS - ACRES HARVESTED,19
"ONIONS, DRY - OPERATIONS WITH AREA HARVESTED",19
"CHERRIES, TART - ACRES BEARING",19
"HAY, SMALL GRAIN - ACRES HARVESTED",19
"HAYLAGE, ALFALFA - OPERATIONS WITH AREA HARVESTED",19
"HAY, SMALL GRAIN - PRODUCTION, MEASURED IN TONS",19
CUCUMBERS - ACRES HARVESTED,18
APPLES - ACRES NON-BEARING,18
"MAPLE SYRUP - PRODUCTION, MEASURED IN $",18
CUCUMBERS - OPERATIONS WITH AREA HARVESTED,18
APPLES - OPERATIONS WITH AREA NON-BEARING,18
"WHEAT, WINTER, WHITE - PRODUCTION, MEASURED IN PCT BY TYPE",18
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - ACRES HARVESTED",18
APPLES - OPERATIONS WITH AREA BEARING,18
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - OPERATIONS WITH AREA HARVESTED",18
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - PRODUCTION, MEASURED IN TONS",18
"OATS - YIELD, MEASURED IN BU / NET PLANTED ACRE",18
"HAYLAGE, ALFALFA, IRRIGATED - ACRES HARVESTED",17
"CHERRIES, TART - OPERATIONS WITH AREA BEARING & NON-BEARING",17
"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES HARVESTED",17
"WHEAT, WINTER - OPERATIONS WITH AREA HARVESTED",17
"HAYLAGE, ALFALFA, IRRIGATED - OPERATIONS WITH AREA HARVESTED",17
"BEANS, SNAP, PROCESSING - OPERATIONS WITH AREA HARVESTED",17
CUT CHRISTMAS TREES - OPERATIONS WITH AREA IN PRODUCTION,17
SOD - OPERATIONS WITH AREA HARVESTED,17
"HAYLAGE, (EXCL ALFALFA) - OPERATIONS WITH AREA HARVESTED",17
"WHEAT, WINTER - YIELD, MEASURED IN BU / NET PLANTED ACRE",17
"CHERRIES, TART - ACRES BEARING & NON-BEARING",17
SOD - ACRES HARVESTED,17
"BEANS, SNAP, PROCESSING - ACRES PLANTED",17
"SWEET CORN, PROCESSING - OPERATIONS WITH AREA HARVESTED",17
"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / NET PLANTED ACRE",17
"WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE",17
CUT CHRISTMAS TREES - ACRES IN PRODUCTION,17
"HAY, WILD - OPERATIONS WITH AREA HARVESTED",17
"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",17
"HAY, IRRIGATED - OPERATIONS WITH AREA HARVESTED",16
CUT CHRISTMAS TREES - OPERATIONS WITH AREA HARVESTED,16
"CHERRIES, TART - OPERATIONS WITH AREA NON-BEARING",16
"CHERRIES, TART - OPERATIONS WITH AREA BEARING",16
"CHERRIES, TART - ACRES NON-BEARING",16
"VEGETABLE TOTALS, IN THE OPEN, FRESH MARKET - ACRES HARVESTED",16
"HAY & HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS, DRY BASIS",16
"HAY, IRRIGATED - ACRES HARVESTED",16
"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",16
"PEAS, GREEN, (EXCL SOUTHERN), PROCESSING - OPERATIONS WITH AREA HARVESTED",16
"VEGETABLE TOTALS, IN THE OPEN, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",16
"PEAS, GREEN, (EXCL SOUTHERN), PROCESSING - ACRES HARVESTED",16
"HAY & HAYLAGE, ALFALFA - ACRES HARVESTED",16
"HAY & HAYLAGE, ALFALFA - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",16
"CUT CHRISTMAS TREES - AREA HARVESTED, MEASURED IN TREES",16
CROP TOTALS - OPERATIONS WITH SALES,15
SQUASH - OPERATIONS WITH AREA HARVESTED,14
SQUASH - ACRES HARVESTED,14
"HAY, SMALL GRAIN - OPERATIONS WITH AREA HARVESTED",14
"CARROTS, PROCESSING - OPERATIONS WITH AREA HARVESTED",14
"POTATOES, FRESH MARKET - ACRES HARVESTED",14
"WHEAT, WINTER, IRRIGATED - OPERATIONS WITH AREA HARVESTED",14
"POTATOES, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",14
"WHEAT, WINTER, IRRIGATED - ACRES HARVESTED",14
STRAWBERRIES - OPERATIONS WITH AREA HARVESTED,13
"HAY & HAYLAGE, ALFALFA - ACRES PLANTED",13
"RYE - PRODUCTION, MEASURED IN $",13
"FIELD CROP TOTALS, INCL POTATOES & OTHER - PRODUCTION, MEASURED IN $",13
"BEANS, DRY EDIBLE, (EXCL LIMA), INCL CHICKPEAS - OPERATIONS WITH AREA HARVESTED",13
"BEANS, SNAP, PROCESSING - PRODUCTION, MEASURED IN $",12
"CARROTS, PROCESSING - PRODUCTION, MEASURED IN TONS",12
"SWEET CORN, FRESH MARKET - PRODUCTION, MEASURED IN CWT",12
"CABBAGE, FRESH MARKET - ACRES HARVESTED",12
"CUCUMBERS, PROCESSING, PICKLES - PRODUCTION, MEASURED IN $",12
"STRAWBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN $",12
"PEAS, GREEN, PROCESSING - PRODUCTION, MEASURED IN $",12
"SWEET CORN, FRESH MARKET - YIELD, MEASURED IN CWT / ACRE",12
"CARROTS, PROCESSING - ACRES PLANTED",12
"CABBAGE, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",12
"ONIONS, DRY, SUMMER, STORAGE - PRICE RECEIVED, MEASURED IN $ / CWT",12
"CABBAGE, FRESH MARKET - PRODUCTION, MEASURED IN $",12
"ONIONS, DRY, SUMMER, STORAGE - YIELD, MEASURED IN CWT / ACRE",12
"ONIONS, DRY, SUMMER, STORAGE - SHRINK, MEASURED IN CWT",12
"STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE",12
"CUCUMBERS, PROCESSING, PICKLES - ACRES PLANTED",12
"CARROTS, PROCESSING - PRODUCTION, MEASURED IN $",12
"CUCUMBERS, PROCESSING, PICKLES - YIELD, MEASURED IN TONS / ACRE",12
"STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT",12
STRAWBERRIES - ACRES PLANTED,12
"SWEET CORN, FRESH MARKET - PRODUCTION, MEASURED IN $",12
"BEANS, SNAP, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON",12
"STRAWBERRIES - PRODUCTION, MEASURED IN CWT",12
"SWEET CORN, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",12
"SWEET CORN, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON",12
"BARLEY - YIELD, MEASURED IN BU / NET PLANTED ACRE",12
"ONIONS, DRY, SUMMER, STORAGE - PRODUCTION, MEASURED IN $",12
"CABBAGE, FRESH MARKET - YIELD, MEASURED IN CWT / ACRE",12
"CUCUMBERS, PROCESSING, PICKLES - PRODUCTION, MEASURED IN TONS",12
"PEAS, GREEN, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON",12
"CABBAGE, FRESH MARKET - ACRES PLANTED",12
"ONIONS, DRY, SUMMER, STORAGE - ACRES HARVESTED",12
"CARROTS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON",12
"CARROTS, PROCESSING - YIELD, MEASURED IN TONS / ACRE",12
"STRAWBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN CWT",12
"STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",12
"SWEET CORN, PROCESSING - PRODUCTION, MEASURED IN $",12
"ONIONS, DRY, SUMMER, STORAGE - ACRES PLANTED",12
"ONIONS, DRY, SUMMER, STORAGE - PRODUCTION, MEASURED IN CWT",12
"SWEET CORN, FRESH MARKET - ACRES PLANTED",12
"CUCUMBERS, PROCESSING, PICKLES - PRICE RECEIVED, MEASURED IN $ / TON",12
"CABBAGE, FRESH MARKET - PRODUCTION, MEASURED IN CWT",12
"STRAWBERRIES - PRODUCTION, MEASURED IN $",12
"HAYLAGE, (EXCL ALFALFA), IRRIGATED - ACRES HARVESTED",11
"VEGETABLE TOTALS, INCL FRESH CUT HERBS, UNDER PROTECTION - SALES, MEASURED IN $",11
"CUCUMBERS, PROCESSING, PICKLES - OPERATIONS WITH AREA HARVESTED",11
FRUIT & TREE NUT TOTALS - OPERATIONS WITH SALES,11
"VEGETABLE TOTALS, INCL SEEDS & TRANSPLANTS, IN THE OPEN - OPERATIONS WITH SALES",11
"HAYLAGE, (EXCL ALFALFA), IRRIGATED - OPERATIONS WITH AREA HARVESTED",11
"POTATOES, PROCESSING - ACRES HARVESTED",11
GRAIN - OPERATIONS WITH SALES,11
"VEGETABLE TOTALS, INCL FRESH CUT HERBS, UNDER PROTECTION - OPERATIONS WITH SALES",11
"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - OPERATIONS WITH SALES",11
SUNFLOWER - OPERATIONS WITH AREA HARVESTED,11
"SWEET CORN, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",11
"POTATOES, PROCESSING - OPERATIONS WITH AREA HARVESTED",11
CUT CHRISTMAS TREES & SHORT TERM WOODY CROPS - OPERATIONS WITH SALES,11
"FIELD CROPS, OTHER, INCL HAY - OPERATIONS WITH SALES",11
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - ACRES HARVESTED",10
"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",10
"CUT CHRISTMAS TREES & SHORT TERM WOODY CROPS - SALES, MEASURED IN $",10
TOBACCO - OPERATIONS WITH SALES,10
"SOYBEANS - YIELD, MEASURED IN BU / NET PLANTED ACRE",10
"FIELD CROPS, OTHER, INCL HAY - SALES, MEASURED IN $",10
"HAYLAGE - YIELD, MEASURED IN TONS / ACRE",10
"VEGETABLE TOTALS, INCL SEEDS & TRANSPLANTS, IN THE OPEN - SALES, MEASURED IN $",10
"GRAIN - SALES, MEASURED IN $",10
"HAYLAGE, ALFALFA - YIELD, MEASURED IN TONS / ACRE",10
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - OPERATIONS WITH AREA HARVESTED",10
"SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED",10
"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",10
"BEANS, SNAP, FRESH MARKET - ACRES HARVESTED",9
"ONIONS, DRY, FRESH MARKET - ACRES HARVESTED",9
"TOBACCO - SALES, MEASURED IN $",9
BERRY TOTALS - ACRES HARVESTED,9
BERRY TOTALS - OPERATIONS WITH AREA HARVESTED,9
"BEANS, SNAP, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",9
"ONIONS, DRY, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",9
"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",9
"BERRY TOTALS, IRRIGATED - ACRES GROWN",8
BERRY TOTALS - ACRES GROWN,8
"HAY, SMALL GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",8
"SOD - SALES, MEASURED IN $",8
"BERRY TOTALS, IRRIGATED - OPERATIONS WITH AREA GROWN",8
BERRY TOTALS - OPERATIONS WITH AREA GROWN,8
"HAY, SMALL GRAIN, IRRIGATED - ACRES HARVESTED",8
"CUT CHRISTMAS TREES, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION",7
"VEGETABLE TOTALS, 34 MAJOR, VARIES BY SEASON, FRESH MARKET - ACRES PLANTED",7
"VEGETABLE TOTALS, 34 MAJOR, VARIES BY SEASON, FRESH MARKET - PRODUCTION, MEASURED IN $",7
"CUT CHRISTMAS TREES, IRRIGATED - ACRES IN PRODUCTION",7
"BARLEY, IRRIGATED - OPERATIONS WITH AREA HARVESTED",7
"VEGETABLE TOTALS, 34 MAJOR, VARIES BY SEASON, FRESH MARKET - PRODUCTION, MEASURED IN CWT",7
"BERRY TOTALS, IRRIGATED - ACRES HARVESTED",7
"BERRY TOTALS, IRRIGATED - OPERATIONS WITH AREA HARVESTED",7
"NON-CITRUS FRUIT & TREE NUTS TOTALS - PRODUCTION, MEASURED IN $",7
"FLAXSEED - PRODUCTION, MEASURED IN BU",7
"VEGETABLE TOTALS, 10 MAJOR, VARIES BY SEASON, PROCESSING - PRODUCTION, MEASURED IN TONS",7
FLAXSEED - ACRES HARVESTED,7
"BARLEY, IRRIGATED - ACRES HARVESTED",7
"VEGETABLE TOTALS, 10 MAJOR, VARIES BY SEASON, PROCESSING - ACRES PLANTED",7
"VEGETABLE TOTALS, 10 MAJOR, VARIES BY SEASON, PROCESSING - PRODUCTION, MEASURED IN $",7
SOD - OPERATIONS WITH SALES,7
"VEGETABLE TOTALS, 34 MAJOR, VARIES BY SEASON, FRESH MARKET - ACRES HARVESTED",7
"PEAS, GREEN, PROCESSING - YIELD, MEASURED IN TONS / NET PLANTED ACRE",7
"VEGETABLE TOTALS, 10 MAJOR, VARIES BY SEASON, PROCESSING - ACRES HARVESTED",7
STRAWBERRIES - ACRES NOT HARVESTED,6
"FLAXSEED - YIELD, MEASURED IN BU / ACRE",6
STRAWBERRIES - ACRES GROWN,6
STRAWBERRIES - OPERATIONS WITH AREA NOT HARVESTED,6
CRANBERRIES - ACRES HARVESTED,6
STRAWBERRIES - OPERATIONS WITH AREA GROWN,6
FLAXSEED - ACRES PLANTED,6
"HAY, (EXCL ALFALFA & WILD) - YIELD, MEASURED IN TONS / ACRE",5
"CUCUMBERS, FRESH MARKET - ACRES HARVESTED",5
"HAY, SOYBEAN - PRODUCTION, MEASURED IN TONS",5
"HAY, WILD - YIELD, MEASURED IN TONS / ACRE",5
"HAY, (EXCL ALFALFA & WILD) - ACRES HARVESTED",5
"WHEAT, WINTER, WHITE, SOFT - PRODUCTION, MEASURED IN PCT BY TYPE",5
"HAY, SMALL GRAIN - YIELD, MEASURED IN TONS / ACRE",5
"CHERRIES, TART - PRODUCTION, MEASURED IN LB",5
"BEETS, PROCESSING - ACRES HARVESTED",5
"HAY, TIMOTHY & CLOVER & GRASSES - YIELD, MEASURED IN TONS / ACRE",5
"HAY, TIMOTHY & CLOVER & GRASSES - ACRES HARVESTED",5
"HAY, (EXCL ALFALFA & WILD) - PRODUCTION, MEASURED IN TONS",5
"HAY, SOYBEAN - ACRES HARVESTED",5
"CUCUMBERS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",5
"HAY, TIMOTHY & CLOVER & GRASSES - PRODUCTION, MEASURED IN TONS",5
"HAY, SOYBEAN - YIELD, MEASURED IN TONS / ACRE",5
"CABBAGE, PROCESSING - PRODUCTION, MEASURED IN TONS",4
"WHEAT, WINTER, RED, HARD - PRODUCTION, MEASURED IN PCT BY TYPE",4
"CABBAGE, PROCESSING - PRODUCTION, MEASURED IN $",4
"CABBAGE, PROCESSING - ACRES HARVESTED",4
"CABBAGE, PROCESSING - YIELD, MEASURED IN TONS / ACRE",4
"CROP TOTALS, ORGANIC - OPERATIONS WITH SALES",4
"POTATOES - YIELD, MEASURED IN CWT / NET PLANTED ACRE",4
"CABBAGE, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON",4
"BULBS & CORMS & RHIZOMES & TUBERS, DRY, IN THE OPEN - ACRES IN PRODUCTION",4
"PEAS, GREEN, PROCESSING - ACRES PLANTED, NET",4
"CABBAGE, PROCESSING - ACRES PLANTED",4
"PEAS, GREEN, (EXCL SOUTHERN), FRESH MARKET - OPERATIONS WITH AREA HARVESTED",4
"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",4
"BULBS & CORMS & RHIZOMES & TUBERS, DRY, UNDER PROTECTION - SQ FT IN PRODUCTION",4
"PEAS, GREEN, (EXCL SOUTHERN), FRESH MARKET - ACRES HARVESTED",4
