Value,Value Counts
"1,210",4
396,4
"1,520",4
971,4
79,4
"1,130",4
"49,000",4
"280,000",4
284,4
"7,700",4
"1,360",4
146,4
18.5,4
265,4
124,4
"592,000",4
"126,000",4
550,4
16.5,4
245,4
"2,550,000",4
200,4
"880,000",4
"1,390",4
119,4
508,4
"265,000",4
9.5,4
106,4
"142,000",4
368,4
"1,100,000",4
154,4
81,4
"2,262",4
"2,800",4
"6,650,000",4
148,4
174,4
"10,500",4
131,4
311,4
335,4
19.5,4
"1,950",4
"2,800,000",4
483,4
"89,000",4
425,4
710,4
"4,800,000",4
123,4
281,4
"1,500,000",4
45.5,4
122,4
2.1,4
189,4
810,3
"7,500,000",3
121,3
16.7,3
"178,000",3
"5,200",3
"555,000",3
"3,250",3
1.2,3
"600,000",3
"7,100",3
"263,000",3
1.25,3
"1,326,000",3
"4,700,000",3
"470,000",3
"3,000,000",3
807,3
387,3
"143,000",3
330,3
650,3
"1,553",3
15.8,3
235,3
10.5,3
114,3
686,3
17.2,3
"256,000",3
17.5,3
"275,000",3
"1,575,000",3
3.2,3
"235,000",3
918,3
"790,000",3
505,3
1.35,3
345,3
305,3
340,3
"5,900,000",3
20.6,3
176,3
"340,000",3
231,3
"1,440",3
"6,550,000",3
186,3
14.9,3
"8,600",3
197,3
276,3
"97,000",3
"17,382",3
94,3
519,3
246,3
"399,000",3
"2,750,000",3
11.1,3
"1,018,000",3
"837,000",3
"1,710",3
"1,560",3
143,3
0.1,3
14.8,3
"950,000",3
277,3
518,3
930,3
"1,365",3
17.7,3
"6,900",3
290,3
54.9,3
"4,650,000",3
"610,000",3
"93,000",3
924,3
15.5,3
"7,250,000",3
"8,720",3
"2,352,000",3
"420,000",3
"78,500",3
"74,000",3
32.9,3
17.9,3
"3,190,000",3
317,3
"3,300,000",3
"2,200",3
342,3
"720,000",3
"2,720",3
950,3
828,3
310,3
13.1,3
1.62,3
"1,170,000",3
"930,000",3
728,3
"1,568",3
"79,000",3
"1,515,000",3
"1,240",3
1.53,3
"5,800",3
"54,000",3
"920,000",3
"7,050,000",3
"132,000",3
"7,300",3
24.5,3
"172,000",3
"1,900,000",3
"696,000",3
"290,000",3
427,3
107,3
"2,190,000",3
"1,330",3
"1,169",3
"6,300,000",3
893,3
"9,600",3
"868,000",3
"103,000",3
118,3
1.15,3
"1,810",3
"4,900",3
"2,860,000",3
"3,099",3
444,3
"4,800",3
"7,150,000",3
438,3
"116,000",3
"2,700,000",3
"4,600,000",3
547,3
"6,100",3
"1,530",3
"440,000",3
470,3
421,3
211,3
18.8,3
420,3
"411,000",3
"96,000",3
"21,250,000",3
"415,000",3
4.3,3
"193,000",3
4.4,3
352,3
39.8,3
"2,850,000",3
6.1,3
"2,520,000",3
205,3
"7,246",3
430,3
"5,100,000",3
"1,260",3
"6,150,000",3
38.5,3
"76,200",3
"965,000",3
2.4,3
410,3
"544,000",3
"3,020,000",3
"560,000",3
"2,700",3
554,3
327,3
413,3
478,3
397,3
820,3
457,3
"245,000",3
1.65,3
"102,000",3
294,3
"5,705",3
22.5,3
325,3
"3,250,000",3
"1,490",3
208,3
"6,600,000",3
"4,300",3
287,3
"86,000",3
28.4,3
18.4,3
98,3
884,3
18.2,3
"51,000",3
"260,000",3
"2,070,000",3
"860,000",3
"76,000",3
2.3,3
"640,000",3
158,3
1.45,3
"1,508",3
"5,000,000",3
"6,290,000",3
"1,370",3
"13,917",3
370,3
"486,000",3
"2,950,000",3
"163,000",3
316,3
260,3
770,3
"6,700,000",3
"4,400",3
160,3
3.7,3
192,3
"1,120,000",3
"390,000",3
"494,000",3
33.6,3
"3,510,000",3
"1,090",3
871,3
"3,465,000",2
16.9,2
394,2
"119,925,000",2
15.9,2
"2,054",2
"1,539,000",2
"2,245,000",2
"19,767",2
108.4,2
"3,026,000",2
"427,000",2
"1,410",2
"1,490,000",2
"1,425,000",2
324,2
"123,000",2
"108,324,000",2
14.2,2
"452,000",2
"3,251",2
"872,000",2
"8,400",2
"77,100",2
"2,310,000",2
"3,356,000",2
"157,320,000",2
"1,340",2
42.5,2
"600,000,000",2
"12,002",2
"18,425,000",2
"1,764,000",2
"93,500",2
"3,115",2
"26,600",2
339,2
54.5,2
"630,000",2
"29,300",2
"2,140,000",2
"1,671,000",2
3.05,2
612,2
328,2
"19,778,000",2
"4,600",2
184,2
14.1,2
"15,603",2
"28,600",2
683,2
"285,000",2
"4,722",2
"775,000",2
646,2
392,2
46.5,2
"4,156",2
8.4,2
"302,000",2
"1,247",2
"1,461",2
"830,000",2
"2,024,000",2
"185,000,000",2
432,2
"4,944,000",2
825,2
3.17,2
"28,635",2
"43,330",2
"1,927",2
664,2
147,2
"320,000",2
"10,800,000",2
175,2
"68,170",2
11.2,2
"959,000",2
19.3,2
"1,536",2
"543,000",2
768,2
"3,200",2
"5,700,000",2
"13,213",2
"2,298,000",2
"1,475,000",2
"1,780",2
"83,300",2
"13,028",2
"1,280",2
27.8,2
"6,850,000",2
610,2
"95,550,000",2
33.5,2
"77,700",2
433,2
"322,000",2
"4,025",2
"2,990,000",2
"19,600",2
18.6,2
"128,796",2
"8,400,000",2
"264,000",2
"1,790",2
649,2
"870,000",2
233,2
480,2
49.5,2
"425,000",2
"1,750,000",2
322,2
"1,295",2
"1,014",2
36.9,2
"2,728",2
"253,000",2
266,2
"1,222",2
39.3,2
5.8,2
"90,090,000",2
642,2
"26,800",2
"10,127",2
"1,870,000",2
105.4,2
"20,750",2
"1,890,000",2
31.5,2
752,2
860,2
53.4,2
"78,000,000",2
"730,000",2
"1,010",2
193,2
"242,000",2
"1,585,000",2
"15,015",2
"18,123",2
798,2
"698,000",2
"2,300,000",2
"24,600",2
243,2
"7,536",2
"121,000",2
"14,145,000",2
655,2
558,2
206,2
"17,996",2
"8,200",2
10.7,2
2.65,2
"6,700",2
229,2
"2,611",2
223,2
23.8,2
"10,190",2
"525,000",2
"130,000,000",2
"21,600",2
"814,000",2
"26,400",2
"1,085",2
6.7,2
"2,201,000",2
"1,258",2
"259,000",2
"78,316",2
"2,284",2
"364,000",2
"3,800,000",2
"137,924",2
"80,500",2
"530,000",2
"2,717",2
"9,787",2
"70,500",2
"940,000",2
37.7,2
"1,640",2
"1,448",2
"10,324",2
"10,300",2
"229,000",2
"6,376,000",2
"1,435",2
"270,980",2
"4,200",2
"255,000",2
"6,480",2
"1,086",2
"4,076",2
"2,532",2
"7,900",2
225,2
"770,000",2
717,2
"12,600",2
"190,079",2
"131,516,000",2
348,2
28.3,2
"5,800,000",2
"20,440,000",2
12.3,2
"403,993",2
32.4,2
"9,428",2
"13,622",2
"10,070",2
20.9,2
"3,700",2
"33,200",2
"433,000",2
"70,800",2
"21,560,000",2
"21,100",2
542,2
"384,000",2
"5,500",2
"61,600,000",2
"2,063,000",2
"23,488",2
"22,715,000",2
"540,000",2
"2,307",2
"1,340,000",2
2.49,2
"329,000",2
"332,000",2
"120,100",2
"4,500",2
"2,030,000",2
"372,000",2
"242,592",2
"8,007,000",2
"562,000",2
534,2
"25,700",2
"7,353",2
"72,100",2
"481,000",2
390,2
456,2
"7,700,000",2
"1,320",2
"473,000",2
906,2
"1,218,000",2
"24,750,000",2
"24,100",2
55.5,2
50.8,2
"8,100",2
"105,200",2
"78,300",2
"607,000",2
"136,036",2
"2,083",2
"156,000",2
"78,200",2
"187,967",2
"81,900,000",2
376,2
"2,829,000",2
"4,620,000",2
"23,600",2
880,2
"966,000",2
"85,200",2
"131,000",2
"78,749",2
5.77,2
41.6,2
"7,917",2
"1,830,000",2
377,2
22.8,2
"45,194",2
"32,917",2
"20,700,000",2
"1,070,000",2
"33,600,000",2
173,2
2.59,2
"162,000",2
1.17,2
"5,580,000",2
16.3,2
"398,290",2
"22,800",2
448,2
446,2
"464,139",2
"13,177",2
"370,000",2
"21,735,000",2
"148,000",2
"3,225,000",2
187,2
"2,639",2
45.8,2
"2,363",2
"1,638",2
"1,578",2
"74,400",2
"75,700",2
"1,849",2
"2,042",2
2.77,2
"1,728,000",2
"4,185",2
"81,000",2
"3,400,000",2
"520,000",2
922,2
181,2
"3,900,000",2
426,2
"1,347",2
"6,272",2
"5,191,322",2
2.55,2
536,2
"380,000",2
"330,000",2
"1,472",2
490,2
"239,000",2
"1,143,014",2
411,2
665,2
"1,630",2
"5,760,000",2
"110,823,000",2
619,2
"461,351",2
577,2
"1,190",2
"13,500,000",2
994,2
34.8,2
"4,725,000",2
779,2
"3,128,000",2
"1,073",2
"5,599",2
"2,080,000",2
353,2
20.5,2
440,2
"85,400",2
"54,382",2
"1,400,000",2
17.81,2
39.6,2
"9,581",2
"8,842",2
"21,170,000",2
"6,450,000",2
11.3,2
"9,363",2
"3,064",2
"3,845,000",2
"925,000",2
"2,055,000",2
"44,175",2
"20,790,000",2
"5,670,000",2
"18,087,000",2
"3,150,000",2
453,2
169,2
"50,700,000",2
"2,276",2
15.3,2
"65,100",2
"1,011,000",2
209,2
"98,050,000",2
"6,411,883",2
"330,543",2
"130,688,000",2
"1,230",2
"1,612",2
533,2
"5,968",2
"12,363",2
"24,413",2
"2,828,000",2
34.5,2
"20,175,000",2
"1,105",2
"7,100,000",2
"75,900",2
41.9,2
315,2
39.4,2
569,2
117,2
28.9,2
"5,100",2
908,2
232,2
16.2,2
5.5,2
"468,000",2
40.6,2
"12,148",2
"2,262,000",2
"1,825,000",2
"1,473",2
"3,140,000",2
213,2
"72,300",2
"1,802,351",2
428,2
"112,000",2
"6,220,000",2
"24,600,000",2
6.6,2
"2,651",2
"1,163",2
"15,120,000",2
18.3,2
"19,350,000",2
"1,716",2
700,2
502,2
"122,400",2
"725,000",2
12.6,2
"5,500,000",2
14.6,2
357,2
212,2
695,2
"276,000",2
"810,000",2
"3,753",2
"7,382",2
139,2
"430,000",2
454,2
3.03,2
"1,880",2
"77,200",2
263,2
28.5,2
"3,600",2
"1,643,000",2
"6,030",2
"1,363",2
"1,880,000",2
43.5,2
"375,000",2
"73,100",2
1.48,2
"6,622",2
"136,900",2
"4,560,000",2
"4,900,000",2
275,2
"113,575,000",2
17.6,2
"1,120",2
"18,020,000",2
654,2
"5,820,000",2
"5,323",2
529,2
"123,542",2
"710,000",2
2.94,2
"119,000",2
"118,000",2
"2,558,000",2
"127,200",2
"13,300,000",2
"9,855,000",2
"113,442,000",2
35.5,2
"108,400",2
2.25,2
"2,883,000",2
274,2
"4,538",2
207,2
"215,000",2
"8,306",2
239,2
"2,225,000",2
53.1,2
388,2
"780,000",2
551,2
"2,380,000",2
"6,500,000",2
"106,425,000",2
"1,960,000",2
"2,186",2
"35,200,000",2
"109,148,000",2
"1,913",2
522,2
"36,729",2
"1,610,000",2
"18,400",2
943,2
506,2
"6,260",2
903,2
"851,000",2
"168,300,000",2
"15,029",2
"35,000,000",2
"1,940",2
18.9,2
37.9,2
"238,000",2
34.2,2
2.88,2
"51,056",2
"10,368",2
2.56,2
"15,825",2
"625,000",2
"112,860,000",2
"2,050,000",2
42.9,2
"129,400",2
836,2
"74,600",2
254,2
"20,400,000",2
"1,462",2
476,2
992,2
"2,275,000",2
"81,520",2
"5,300",2
363,2
13.3,2
"27,566",2
"7,155,000",2
"1,986",2
"34,104",2
"263,294",2
40.5,2
"667,000",2
"4,290,000",2
"14,850,000",2
26.5,2
"1,184,000",2
"1,216",2
293,2
"20,700",2
"120,500",2
"311,000",2
182,2
33.3,2
"243,000",2
776,2
"114,390,000",2
"5,706",2
"2,418,000",2
"1,806,000",2
6.4,2
"183,000",2
"2,605",2
"2,034",2
"505,000",2
"1,273",2
"1,172",2
10.3,2
"464,000",2
"124,800,000",2
198,2
"926,000",2
517,2
"67,134",2
"460,000",2
"39,950",2
"9,858",2
620,2
"5,600",2
"6,182,000",2
"12,200",2
"1,568,000",2
38.2,2
970,2
314,2
723,2
"6,216,000",2
"18,810,000",2
2.9,2
"103,180,000",2
"18,450,000",2
"1,068",2
217,2
179,2
"3,669",2
667,2
26.9,2
"1,354",2
"107,967,000",2
"19,392",2
471,2
"3,100,000",2
"1,460",2
422,2
"9,375,000",2
541,2
291,2
"2,032",2
"1,590",2
"1,420",2
48.1,2
216,2
"1,371",2
"9,099",2
"840,000",2
2.91,2
"509,000",2
"2,074",2
"75,200",2
365,2
487,2
"1,570",2
15.1,2
"2,132",2
"1,320,000",2
"127,000",2
"477,000",2
"46,000",2
625,2
"15,730",2
"138,000",2
"1,380",2
"1,161",2
10.9,2
"449,000",2
"33,482",2
"21,240,000",2
"2,625,000",2
489,2
"2,900",2
23.5,2
372,2
"92,000",2
"1,450,000",2
546,2
"9,401",2
"590,000",2
"1,510",2
"582,000",2
1.82,2
"4,473",2
"6,750,000",2
"949,000",2
52.8,2
"713,000",2
"1,855",2
"2,340,000",2
35.6,2
53.2,2
"11,997,000",2
"5,243",2
"1,476",2
"21,816",2
591,2
"906,000",2
501,2
129.2,2
"1,160",2
"3,060,000",2
"7,975,000",2
976,2
"1,781",2
"274,000",2
"5,847",2
604,2
"113,500",2
"1,745,000",2
64.5,2
"1,056,052",2
"7,942",2
"1,590,000",2
"7,060",2
"4,306",2
"1,620",2
"5,250,000",2
"1,853",2
55.9,2
"232,991",2
170,2
"960,000",2
859,2
"4,950",2
3.6,2
"39,054",2
"22,900",2
"128,000",2
"1,250,000",2
12.9,2
"7,320",2
983,1
"344,190,000",1
"9,665,729",1
718,1
901,1
"6,440,000",1
"106,521",1
"1,151",1
3.07,1
"38,005",1
"71,104,000",1
"446,250,000",1
"8,682",1
"20,236",1
"800,320",1
"233,631",1
"631,315",1
"15,717",1
"8,618",1
"75,000,000",1
"253,640",1
"79,279,840",1
"138,688",1
"13,909",1
"31,148",1
"364,583",1
"82,538",1
"3,369",1
"907,457",1
"4,044",1
"87,341",1
"1,113,400",1
"15,484",1
"20,280,000",1
"177,500",1
"158,554,305",1
"454,533",1
"30,624",1
"68,794",1
"70,950,000",1
"251,853",1
"35,070,000",1
"3,961",1
"168,260,000",1
"2,830",1
431,1
"3,521,000",1
"48,149",1
"5,488",1
"100,433,000",1
491,1
63.3,1
"4,460,000",1
"336,467",1
"42,652",1
"8,702",1
"683,411,000",1
613,1
"620,000",1
5.73,1
"3,935,613",1
"2,726,715,000",1
"399,721",1
"1,500,600",1
"2,403,000",1
"29,979,239",1
"69,750,000",1
"13,425,990",1
"1,079,000",1
"31,350,000",1
"71,278,657",1
"1,701,948",1
"6,085",1
"2,080",1
"88,395",1
"2,690,000",1
"87,638,000",1
"38,844",1
"1,394,925",1
"1,932",1
"178,243",1
"21,984,842",1
"7,544,000",1
"289,026,000",1
"141,011",1
"36,820",1
862,1
"845,000",1
"1,785,000",1
"15,600,000",1
"259,799,000",1
"685,000",1
"16,330,000",1
"20,284",1
783,1
"4,037,321",1
"1,077,000",1
"5,362,000",1
"19,455",1
"10,396,000",1
"1,364,354",1
"61,137",1
1.34,1
"111,650,000",1
"570,394,000",1
"2,300",1
"3,945,584",1
"1,094",1
"697,940,000",1
"36,025",1
"5,074",1
"46,839",1
171,1
"314,179,000",1
"447,295",1
"98,035,514",1
"2,699,000",1
201,1
"1,176,644,000",1
"387,561",1
"44,000,000",1
"14,716,000",1
"64,327",1
"433,520",1
"220,583",1
"331,563,000",1
761,1
"74,978",1
"5,820",1
"1,434,368",1
"1,250,575",1
"94,605",1
"2,209",1
"1,407,877",1
"9,555,000",1
865,1
"1,542",1
"2,060,000",1
"9,331",1
"62,420,000",1
"5,127",1
"1,498,000",1
"38,273,000",1
"10,494,120",1
"20,050,000",1
"20,596",1
"133,709",1
"2,350",1
"64,887,000",1
"2,089,252",1
"71,042,494",1
870,1
"106,582,000",1
"441,090",1
"14,947,000",1
989,1
"126,965,000",1
"32,154,136",1
"20,719,388",1
"6,925,000",1
601,1
"2,812",1
"44,253,000",1
"74,865,000",1
"1,123,265,000",1
"5,387,000",1
424,1
"2,245,562",1
"60,590",1
"1,475",1
"59,245",1
"475,200,000",1
111.4,1
"53,408,997",1
"411,019,000",1
"6,477",1
"6,757,000",1
"114,000",1
"238,400,000",1
"20,680",1
"100,429",1
"2,780,000",1
"1,523,290",1
"12,783,052",1
"149,940,000",1
929,1
"6,184,205",1
"64,200",1
"76,470",1
"2,270,584",1
"7,803,000",1
"207,149",1
"1,850,497",1
"1,202,880,000",1
"996,753",1
"58,849",1
"12,849",1
"1,261",1
"11,200,000",1
"729,300",1
"33,159",1
"19,800",1
"10,032,000",1
"85,608",1
323,1
"16,725,000",1
"488,700",1
"2,045",1
"330,412",1
"404,077",1
786,1
"292,492",1
"34,594,000",1
"123,500",1
"553,590,000",1
"52,485,000",1
"12,809,000",1
5.7,1
"20,203",1
"1,356",1
"1,077",1
"10,924",1
"342,611",1
"65,270",1
"5,455,000",1
"507,166",1
"336,452,000",1
"23,055,000",1
"61,371",1
"27,300",1
"19,774",1
"9,963",1
"8,129",1
"22,071",1
"485,459",1
21.9,1
"12,500",1
"3,333",1
"150,490,000",1
578,1
"609,000",1
"3,074,919",1
"5,961",1
"2,430,000",1
"398,000",1
"13,415,000",1
"341,544,000",1
"197,349",1
37.3,1
"19,050,931",1
"121,500",1
"199,054",1
"1,584",1
"17,423,000",1
"668,000",1
"8,061,000",1
"1,030,000",1
"87,975,000",1
"47,434",1
"3,004",1
"221,000",1
32.7,1
18.7,1
"13,204",1
"2,216,934,000",1
126.3,1
399,1
"2,941,715",1
611,1
"248,726",1
"4,026,114",1
"254,469",1
3.8,1
"212,046",1
"71,788",1
"6,443,924",1
"1,406,104",1
"1,690",1
889,1
"7,115,000",1
"1,789",1
"1,267,388",1
"5,088,000",1
"5,090,237",1
"1,283",1
"10,933,329",1
"47,520,000",1
"128,950",1
"13,875",1
"33,574",1
"16,582,000",1
"16,741,000",1
"7,658,000",1
"1,347,000",1
"75,300",1
"34,250",1
367,1
"12,555",1
50.6,1
"2,935",1
"2,867,000",1
"13,920,000",1
"5,653",1
"16,675,000",1
"6,169,366",1
"514,942",1
"1,655,979",1
"27,169",1
7.8,1
"102,566,000",1
"569,662",1
"8,440,000",1
"10,028",1
"953,856,000",1
7.9,1
"3,232,000",1
"4,721",1
"2,616,000",1
"10,005",1
"404,496",1
"18,444,000",1
"172,920,000",1
"234,328",1
"2,551",1
"5,270,000",1
"34,125",1
"655,991",1
"356,000",1
"92,457",1
"3,526,000",1
"6,826,169",1
"1,920,238",1
"52,784,595",1
"19,359,000",1
"25,651,000",1
"4,830",1
"15,870",1
"732,262",1
"37,700,000",1
"258,564,000",1
"73,908",1
"159,988,000",1
"1,330,000",1
"8,947,669,000",1
"3,143,000",1
607,1
"758,000",1
"76,400",1
"1,608",1
1.66,1
"9,531,000",1
"2,112",1
"938,000",1
902,1
"14,778",1
615,1
"5,950,000",1
"10,776",1
"2,906",1
"355,896,000",1
"1,653,395",1
"7,116",1
"6,334",1
"78,194",1
"492,599",1
"1,555,000",1
"336,054,000",1
"11,120",1
"2,897",1
"4,285",1
"1,421,212",1
"7,363,000",1
272,1
"23,478,000",1
"441,000",1
"80,865",1
"8,170",1
"691,269",1
"632,001",1
20.3,1
"2,045,000",1
"82,488,109",1
"3,082",1
13.7,1
"7,187",1
"199,252",1
"12,882,070",1
"21,534,000",1
"366,200",1
"1,099",1
"1,124,000",1
21.7,1
"93,150,000",1
574,1
"1,566,000",1
"549,902",1
"2,960,000",1
"36,698",1
"328,000",1
"3,169,000",1
"1,588,699",1
"72,562",1
"20,416",1
"227,287,125",1
"322,625,000",1
"199,991,735",1
"527,945,000",1
"534,824",1
"24,461,000",1
"86,557",1
"491,510",1
"9,447,000",1
"30,440",1
"4,250,594",1
"68,500",1
"964,250,000",1
"7,149",1
"53,843,000",1
"28,500",1
596,1
"372,152,000",1
"63,465,505",1
113.6,1
"17,700,000",1
"267,325,000",1
"855,000",1
137,1
"675,000",1
"29,000,000",1
"422,000",1
10.6,1
"18,726,000",1
"111,210",1
"106,264",1
"395,953",1
"31,448",1
61.5,1
"35,336",1
"158,049",1
"30,791",1
"165,646",1
25.9,1
"2,774",1
"6,906",1
"380,822",1
"10,100",1
"6,512,000",1
"72,049",1
3.62,1
"199,662",1
"1,478,000",1
"5,002",1
841,1
"206,664",1
"125,600,000",1
"36,562",1
"12,374",1
"8,430,000",1
"342,269,000",1
"30,173",1
"64,103,000",1
"346,705,000",1
"5,520,000",1
"18,443,000",1
"2,891",1
"13,488,000",1
"135,200",1
"962,926",1
"702,963",1
"117,452",1
"15,300",1
11.6,1
"26,100",1
"234,800",1
"4,012,000",1
"2,046,000",1
"98,943,000",1
"8,044",1
"27,567",1
"8,005,000",1
"915,900,000",1
"87,221",1
"1,154,874",1
"319,314,000",1
"17,660",1
"132,144",1
"49,745,000",1
39.1,1
"33,113,000",1
"7,948,000",1
"187,416,000",1
"9,447",1
"17,360,000",1
"3,621,000",1
"9,311",1
"31,713,737",1
"4,717,000",1
"108,482",1
"11,493,000",1
641,1
"411,378,000",1
"5,329",1
"318,239",1
30.1,1
320,1
"155,211",1
"491,765,000",1
"4,096",1
"41,617",1
"92,048",1
"231,828",1
"44,438",1
"31,330",1
"43,544",1
"562,580",1
"4,054",1
"944,498",1
"86,420,000",1
"28,620,000",1
"154,905",1
"203,605,000",1
"739,133,000",1
"5,582",1
"33,415,000",1
"15,721",1
"449,041",1
"286,995",1
"752,209",1
"237,375",1
14.3,1
"6,230,527",1
"2,755",1
"70,600",1
"7,998",1
"48,795",1
"129,097",1
"1,048",1
"382,104,000",1
"218,000",1
"152,500,000",1
42.1,1
"1,290,000",1
"1,618,375",1
"484,581",1
19.7,1
"3,198,902",1
"213,711",1
"46,665,000",1
92.5,1
"9,160,319",1
"6,075,000",1
"1,620,578",1
"12,958,117",1
"2,757,692",1
319,1
"20,520,000",1
6.28,1
"2,830,000",1
811,1
"367,344",1
"21,035,000",1
70.8,1
"2,123,392",1
"101,227,610",1
"8,854,000",1
"1,981,883",1
"5,724,000",1
"15,060,000",1
"2,448",1
"49,264,000",1
"570,000",1
"5,211",1
"1,339,021,000",1
"20,300,000",1
"3,823",1
"12,732,965",1
"162,086",1
"175,235",1
"3,990,000",1
"5,192",1
"218,742",1
"19,895,000",1
"28,177",1
"458,000",1
"71,689",1
47.3,1
48.7,1
"19,510,000",1
"6,181",1
"2,154,000",1
"138,978",1
"970,021",1
"1,652,438",1
"5,940,000",1
"6,351,840",1
"167,000",1
"4,879",1
"132,344",1
"14,449",1
"83,600",1
"52,617,000",1
"193,963,000",1
"4,210,000",1
"144,732",1
"127,396",1
"632,189",1
"595,467,000",1
"13,120,000",1
"111,098",1
"21,681",1
"2,106,000",1
"779,740",1
242,1
"12,970",1
"4,477,000",1
"242,779",1
"6,802",1
"42,920,000",1
"18,832,000",1
"3,010",1
"11,721",1
"59,959",1
"757,000",1
"42,656,000",1
"17,655",1
"613,972",1
"112,125,000",1
"453,000",1
"8,467,000",1
"19,972",1
2.41,1
"3,888",1
78.1,1
