Value,Value Counts
"330,000",7
"7,200",7
355,7
306,7
370,7
"27,000",7
"3,700",7
"3,050,000",7
"450,000",7
340,7
"1,400,000",7
253,7
"6,400",7
2.6,7
221,7
"37,000",7
"145,000",7
"43,000",7
165,7
"315,000",6
169,6
"3,600",6
170,6
2.68,6
"84,000",6
"8,300",6
"10,900",6
"4,100",6
84,6
180,6
243,6
112,6
157,6
410,6
167,6
"1,700",6
"800,000",6
237,6
279,6
"64,000",6
2.5,6
"1,500",6
154,6
124,6
"4,900",6
206,6
500,6
320,6
242,6
315,6
218,6
174,6
123,6
"570,000",6
190,6
235,6
"5,600",6
158,6
"1,300",6
"1,200",6
"1,100",6
"2,700",6
"5,500",6
"14,000",6
136,6
159,6
"4,300",6
125,6
188,6
151,6
"900,000",6
"18,000",6
"26,000",6
"950,000",6
"5,700",6
184,6
292,6
131,6
"2,900,000",5
"3,200",5
"5,800",5
2.1,5
"127,000",5
"2,700,000",5
"1,860",5
"115,000",5
"9,300",5
"7,400",5
"2,300,000",5
"350,000",5
120,5
"630,000",5
163,5
"1,620,000",5
"240,000",5
"1,300,000",5
"51,000",5
"152,000",5
"6,300",5
"6,100",5
"170,000",5
2.3,5
2.85,5
"8,800",5
"72,000",5
2.7,5
670,5
"1,900,000",5
2.24,5
"3,700,000",5
"6,500",5
189,5
"230,000",5
172,5
"83,000",5
"210,000",5
"1,810",5
207,5
135,5
121,5
75,5
212,5
185,5
314,5
"2,100,000",5
236,5
269,5
90,5
129,5
3.2,5
"3,200,000",5
"64,500",5
304,5
244,5
240,5
336,5
117,5
"2,850,000",5
"32,000",5
"3,900,000",5
149,5
"7,300",5
"3,650,000",5
202,5
"3,500",5
"36,000",5
3.5,5
547,5
"830,000",5
"1,540,000",5
"280,000",5
"3,500,000",5
406,5
375,5
197,5
105,5
"1,600",4
"8,700",4
"3,450,000",4
"3,400,000",4
214,4
134,4
"335,000",4
290,4
900,4
219,4
400,4
"3,750,000",4
291,4
"7,500",4
164,4
"1,800,000",4
255,4
445,4
"216,000",4
130,4
305,4
"4,400",4
"3,800,000",4
"52,500",4
109,4
"34,290",4
"220,000",4
"252,000",4
3.4,4
"2,500,000",4
"1,003",4
250,4
"84,500",4
"5,300",4
"2,950,000",4
198,4
330,4
"5,900",4
"6,600",4
187,4
2.25,4
276,4
"8,900",4
168,4
"1,055",4
"3,950,000",4
"10,400,000",4
"46,000",4
380,4
"8,100",4
148,4
234,4
"980,000",4
289,4
200,4
"2,050,000",4
"133,000",4
"2,800",4
"155,000",4
224,4
540,4
930,4
16.5,4
"1,000,000",4
"730,000",4
"4,000,000",4
"1,450",4
251,4
323,4
"41,000",4
203,4
233,4
"1,870",4
254,4
"2,420",4
1.45,4
"1,350,000",4
"920,000",4
"6,800",4
"1,960",4
"1,400",4
"11,515,000",4
"270,000",4
"420,000",4
"2,200",4
"312,000",4
"550,000",4
6.4,4
"5,400",4
"42,000",4
1.2,4
"128,000",4
229,4
"2,350,000",4
"124,000",4
"7,600",4
"135,000",4
"162,000",4
910,4
"720,000",4
"1,310",4
"480,000",4
145,4
"33,000",4
"780,000",4
"192,000",4
"3,100",4
2.9,4
"120,000",4
171,4
"10,800,000",4
527,4
"1,450,000",4
479,4
"75,500",3
485,3
534,3
"195,000",3
"7,934",3
"2,130",3
"2,600,000",3
166,3
0.2,3
"1,060",3
"3,350,000",3
794,3
332,3
"5,200",3
"1,034,000",3
"1,104",3
"76,000",3
"2,514",3
183,3
"12,900",3
347,3
"666,000",3
192,3
361,3
"1,190",3
"122,200",3
"774,000",3
144,3
460,3
"5,076",3
"98,000",3
"680,000",3
454,3
"125,000",3
"149,000",3
"1,980",3
"850,000",3
"180,000",3
47.3,3
"7,900",3
3.6,3
"143,000",3
"68,500",3
369,3
173,3
331,3
390,3
700,3
"12,100",3
204,3
"70,900",3
554,3
"2,250",3
"85,500",3
"66,200",3
262,3
395,3
"95,000",3
"2,244",3
"750,000",3
"82,000",3
"190,000",3
511,3
175,3
"79,000",3
245,3
649,3
"1,550",3
"760,000",3
238,3
"2,110",3
"1,320,000",3
623,3
9.7,3
178,3
"3,400",3
"207,000",3
641,3
"29,090",3
"360,000",3
433,3
391,3
"62,500",3
"93,000",3
710,3
4.6,3
"3,380,000",3
"4,470,000",3
"320,000",3
"45,500",3
2.53,3
7.4,3
4.7,3
"2,600",3
"963,000",3
6.5,3
"442,000",3
"78,000",3
"1,670",3
"119,000",3
"370,000",3
645,3
"1,945",3
"5,548",3
"5,060,000",3
"924,000",3
6.56,3
"148,000",3
"1,770",3
217,3
"1,009",3
"8,370,000",3
352,3
"1,430,000",3
"310,000",3
"88,000",3
850,3
"460,000",3
"710,000",3
"92,000",3
"67,000",3
"440,000",3
226,3
"1,120,000",3
333,3
"81,000",3
"2,715,000",3
191,3
259,3
310,3
"2,400,000",3
10.5,3
"5,400,000",3
"650,000",3
"875,000",3
295,3
2.75,3
260,3
28.6,3
"590,000",3
284,3
231,3
2.91,3
"6,900",3
423,3
750,3
"39,000",3
"87,000",3
"2,400",3
"82,500",3
12.5,3
296,3
"2,653",3
246,3
"860,000",3
"2,080",3
50.3,3
208,3
"7,410,000",3
"700,000",3
"970,000",3
"110,000",3
"2,850",3
4.4,3
"8,200",3
"1,650,000",3
"3,722",3
360,3
425,3
"55,192",3
920,3
"11,300",3
"4,050,000",3
368,3
"1,890",3
590,3
348,3
"3,300,000",3
"2,300",3
160,3
"1,311",3
3.7,3
"28,080,000",2
"23,039",2
635,2
"15,075",2
"636,174",2
"1,838,000",2
"4,087,661",2
227,2
"1,590,000",2
"20,642",2
"11,643,000",2
"22,322",2
"3,720,000",2
510,2
"4,128",2
"48,822",2
"4,944",2
533,2
"2,929,000",2
"19,100",2
56.4,2
"9,760,000",2
"5,125,000",2
"179,923,000",2
"1,815",2
"16,282",2
"1,118",2
"23,275,000",2
13.5,2
"8,960,000",2
"78,500",2
"6,811",2
"1,088",2
"117,200",2
499,2
"255,000",2
"30,450,000",2
840,2
"3,499",2
"50,500",2
"51,100,000",2
"2,604",2
"960,000",2
"1,910",2
"10,663",2
193,2
"26,200",2
302,2
636,2
"1,658",2
779,2
"22,551,000",2
"55,388",2
"4,250,000",2
"1,387",2
"4,666",2
849,2
"128,000,000",2
"34,000,000",2
"215,000",2
24.5,2
"17,325,000",2
"247,196",2
"7,508",2
232,2
"4,852",2
"14,850,000",2
1.86,2
3.3,2
827,2
"82,800",2
"3,250",2
"3,492",2
"9,038",2
"236,975",2
"940,000",2
595,2
746,2
"1,950",2
620,2
3.34,2
870,2
"6,588,000",2
"86,200",2
"384,000",2
356,2
"109,600",2
"13,760,000",2
"2,222,000",2
321,2
"46,280",2
"1,008",2
"232,391",2
"28,440,000",2
"67,959",2
"1,085",2
"3,540",2
"2,730,000",2
970,2
"2,424",2
"7,127",2
"13,700",2
"86,500",2
"1,517",2
"32,115,000",2
"93,400",2
"14,500",2
"3,850,000",2
"32,655,000",2
"73,100",2
"4,340,000",2
"4,368,000",2
"1,200,000",2
"105,000",2
"14,080",2
"35,970",2
"1,339,000",2
"46,123,000",2
"16,000,000",2
31.1,2
"139,000",2
"339,393",2
36.6,2
"25,868",2
2.67,2
946,2
"225,000",2
"90,000",2
"2,090,000",2
"6,716",2
"6,680,000",2
"1,839,000",2
760,2
"3,737",2
"1,067",2
"33,150,000",2
"77,800",2
438,2
1.36,2
"3,799",2
"87,600",2
"2,369",2
"9,600,000",2
"271,000",2
407,2
"902,000",2
"290,000",2
"670,000",2
"104,951,000",2
"1,280,000",2
"2,378",2
32.5,2
"115,900",2
"3,780,000",2
"17,707",2
4.41,2
"97,000",2
"5,594",2
1.65,2
21.5,2
"161,600,000",2
"1,305",2
"231,000",2
199,2
"1,908",2
18.5,2
"546,101",2
"49,200,000",2
"2,676",2
"6,191",2
"18,822",2
"3,496,000",2
"11,400",2
"1,283",2
"142,000",2
"6,528,000",2
"1,023",2
342,2
"19,708",2
"30,895,000",2
52.7,2
"1,155",2
"2,818,000",2
"3,980,000",2
"3,748",2
1.72,2
"9,959",2
1.62,2
"12,410,000",2
272,2
"7,704",2
"901,000",2
"9,939",2
"2,958,000",2
947,2
"237,000",2
"11,530,000",2
"20,000,000",2
"7,859,000",2
"5,935",2
"33,259,000",2
"180,200,000",2
"16,490",2
"30,750,000",2
34.7,2
2.45,2
205,2
"41,162,000",2
"64,941",2
"212,175,000",2
435,2
998,2
"1,501",2
"2,974,380",2
"1,835",2
"8,319",2
"32,800,000",2
273,2
"80,190,000",2
"101,817",2
"6,754",2
"4,160,000",2
"123,284,000",2
"3,049",2
"1,470,000",2
855,2
"870,000",2
281,2
"205,000",2
"2,427,000",2
"1,764,000",2
886,2
"3,211,413",2
"1,188,000",2
"745,000",2
"146,000",2
707,2
655,2
"143,200",2
10.2,2
"2,862,000",2
8.8,2
36.5,2
222,2
"166,464,000",2
"5,134",2
"28,113,000",2
"126,913,000",2
"869,000",2
"23,120,000",2
39.3,2
"8,111",2
"4,796",2
34.5,2
"2,446",2
"1,610,000",2
215,2
"3,472,000",2
"57,800",2
"36,200",2
"2,490,000",2
"6,084",2
"171,000",2
466,2
"9,587,000",2
3.1,2
605,2
"435,000",2
2.35,2
"22,468,000",2
934,2
"52,973",2
"3,972",2
"3,678",2
42.4,2
12.7,2
"22,575,000",2
"33,800,000",2
338,2
52.9,2
"31,955,000",2
"208,000",2
"1,040,000",2
"5,148,000",2
2.04,2
35.4,2
"88,250,000",2
"1,270",2
"1,740",2
"28,980,000",2
271,2
"13,082",2
"1,680,000",2
"95,909",2
"1,314,000",2
427,2
"7,340",2
"5,193",2
"22,800",2
556,2
"55,500",2
"1,754,000",2
"27,028,000",2
2.05,2
751,2
"880,000",2
"24,300",2
444,2
"985,000",2
"1,110",2
"775,441",2
"60,712,000",2
"566,170",2
678,2
"5,121",2
"9,475",2
944,2
"1,956",2
"38,000",2
"1,970",2
"158,270,000",2
"13,850",2
"2,357",2
647,2
"27,880,000",2
307,2
"85,085,000",2
15.9,2
"181,783",2
"5,020",2
"4,490",2
"2,520,000",2
"2,211",2
"152,930,000",2
"175,000",2
766,2
"6,253",2
2.92,2
"1,612",2
"290,749,000",2
654,2
"10,375,000",2
"21,472",2
"5,228",2
"261,000",2
"58,500",2
"1,229",2
282,2
"13,009",2
"1,775",2
"18,190,000",2
"390,000",2
"1,942",2
"1,999,000",2
916,2
4.5,2
1.89,2
"92,575,000",2
"25,730,000",2
"690,000",2
"21,474",2
"1,487,000",2
"2,304,000",2
"4,840",2
"876,248",2
"5,502,000",2
"94,000",2
"15,100",2
"1,487",2
"84,200",2
"23,496",2
"3,575,000",2
"49,000",2
"10,900,000",2
3.8,2
"7,100",2
"25,160,000",2
"4,200,000",2
"85,493,000",2
387,2
"18,600,000",2
"1,749",2
448,2
"113,000",2
"1,132",2
"5,670,000",2
"256,473,000",2
"8,400,000",2
"3,228",2
"44,904",2
"3,543",2
447,2
"217,174,000",2
"357,000",2
"11,687",2
"117,000",2
"238,000",2
"22,100,000",2
819,2
"12,700",2
"51,500",2
"34,000",2
2.38,2
"36,806",2
662,2
209,2
"71,250,000",2
287,2
"2,045",2
3.27,2
"8,197",2
"2,450,000",2
"12,425,000",2
"1,998,000",2
"4,801",2
"8,100,000",2
3.65,2
"4,296",2
"8,730,000",2
2.18,2
6.1,2
"24,130,000",2
"1,670,000",2
2.95,2
7.6,2
"71,552,000",2
"30,828",2
366,2
"23,075,000",2
823,2
"117,919",2
486,2
"7,830,000",2
"21,420,000",2
"1,675",2
"97,755,000",2
"8,700,000",2
731,2
"308,000",2
"2,159",2
1.55,2
993,2
"19,568,000",2
"66,500",2
"9,500",2
"1,518",2
"31,658,000",2
"17,010,000",2
493,2
"101,867",2
"1,365",2
"167,000",2
267,2
"10,500",2
"1,241",2
"2,390",2
"1,261,000",2
162,2
"160,550,000",2
440,2
"7,285,000",2
"107,000",2
"158,000",2
402,2
"2,118",2
"7,399",2
"2,445",2
59.9,2
"13,811",2
"4,988,000",2
"2,002",2
"470,000",2
54.5,2
"1,965",2
34.9,2
"770,000",2
"81,250",2
"1,386",2
890,2
"22,443,000",2
"713,000",2
"3,712,000",2
"12,774",2
417,2
"217,464,000",2
6.2,2
"368,000",2
"1,687,000",2
520,2
"667,000",2
953,2
3.05,2
860,2
"65,700",2
"142,545,000",2
223,2
"74,250,000",2
"1,528",2
3.48,2
"2,231",2
852,2
"7,539,000",2
"2,063",2
"111,000",2
10.8,2
"2,988,000",2
"21,350,000",2
"610,000",2
"24,740",2
455,2
349,2
"10,800",2
"219,648,000",2
"4,028",2
"6,298,000",2
1.1,2
"276,694",2
"64,800,000",2
"30,175,000",2
961,2
181,2
"1,486",2
"29,831",2
"76,730",2
625,2
"4,573",2
"18,910,000",2
"129,000",2
"18,038,000",2
"92,558,000",2
"7,867",2
"33,672,000",2
"104,000",2
"1,778",2
"9,800",2
"73,696,000",2
"29,177",2
"11,680,000",2
"48,500",2
"1,395,000",2
"168,000",2
"340,000",2
557,2
"7,105,000",2
"1,685",2
"5,852,000",2
"580,000",2
"3,530",2
593,2
415,2
"3,680,000",2
"90,228",2
386,2
"33,480,000",2
"5,265,000",2
76.8,2
25.5,2
"4,040,000",2
"605,000",2
"1,700,000",2
"1,667",2
"24,800",2
"9,860",2
"13,600,000",2
9.9,2
"380,000",2
"108,000",2
"2,588,000",2
"102,566",2
"142,200,000",2
"12,600,000",2
"49,500",2
"1,032",2
"660,000",2
"171,998,000",2
"7,610",2
"157,102",2
"6,358,000",2
263,2
156,2
"2,162,000",2
220,2
"1,865",2
"1,431",2
564,2
"1,840",2
"1,821",2
"48,200",2
"5,609",2
950,2
230,2
"23,600",2
31.5,2
312,2
"3,300",2
"5,170",2
"2,521",2
"7,800",2
"708,000",2
"9,380,000",2
"14,000,000",2
"555,000",2
"2,000,000",2
"6,550",2
"250,000",2
747,2
"76,010,000",2
"5,850",2
33.2,2
27.5,2
412,2
"101,100",2
465,2
"216,500",2
"1,100,000",2
"57,500",2
"13,744",2
"176,610,000",2
"81,700",2
"53,635",2
"83,500",2
"102,480,000",2
"106,714,000",2
"212,000",2
298,2
"1,530",2
"31,535,000",2
3.76,2
"3,319",2
"2,646",2
768,2
"3,740",2
"71,000",2
"1,574",2
34.4,2
"117,900",2
"1,910,000",2
"111,965",2
"1,192",2
"4,880,000",2
"2,763,000",2
572,2
"29,370,000",2
"24,538,000",2
"91,000",2
"20,125,000",2
"1,666",2
39.5,2
"73,143,000",2
4.8,2
"1,050,000",2
"2,183,000",2
67.1,2
"8,607,000",2
"92,100",2
385,2
546,2
672,2
"9,145,000",2
"653,489",2
"28,160,000",2
"2,550,000",2
"1,510",2
"66,800",2
"16,400,000",2
"5,100",2
420,2
"12,110,000",2
"53,500",2
"183,292",2
252,2
"190,240,000",2
23.5,2
"1,570,000",2
"102,000",2
568,2
"178,000",2
644,2
"47,381",2
2.17,2
56.1,2
"3,150,000",2
"13,251,000",2
"13,183,000",2
"24,650",2
"229,086,000",2
"544,000",2
"3,830,000",2
"2,299",2
"67,200",2
"560,000",2
50.5,2
"2,744,000",2
"127,297",2
"1,321",2
988,2
"4,164,000",2
"1,334,000",2
8.6,2
"4,825",2
"2,211,000",2
452,2
"2,310",2
"1,331",2
"1,736,000",2
477,2
"8,789,000",2
"1,756",2
"10,300",2
6.7,2
"77,000",2
"69,000",2
"13,028,000",2
"2,020,000",2
"2,638,000",2
"226,881,000",2
213,2
814,2
"9,298",2
"1,250",2
"12,778,000",2
"7,906,000",2
"4,576,000",2
"145,926",2
687,2
"8,000,000",2
"136,000",2
"15,370,000",2
249,2
"840,000",2
"1,844",2
2.41,2
378,2
"8,937,000",1
"84,400",1
"19,944",1
"9,720",1
"623,476",1
"72,430",1
"3,391",1
"1,199,537",1
"96,030",1
"101,264",1
"2,110,000",1
"21,685,837",1
"9,394,000",1
6.9,1
"29,610",1
"2,057,661",1
"16,223",1
"47,011,000",1
"23,854",1
"13,004",1
"23,013",1
"8,929,244",1
"2,744,537",1
"212,679",1
37.9,1
"77,977",1
62.2,1
"10,254",1
"15,895",1
"5,920",1
1.25,1
"372,000",1
"1,342",1
"68,750",1
"568,280",1
"37,454",1
"1,183",1
"514,796",1
"16,360",1
"94,266",1
"5,435",1
"39,400",1
"43,690",1
"2,903,000",1
"724,271",1
"11,310,000",1
"5,096",1
"5,431,000",1
"1,136",1
"5,514,000",1
876,1
"29,956",1
"260,629",1
"152,003",1
"429,000",1
"7,262,307",1
"3,517",1
"18,436,000",1
"2,780,470",1
"179,022,000",1
"112,596",1
"6,013",1
"11,934,000",1
"6,118,000",1
"20,107",1
"333,158,000",1
"13,104,000",1
"6,544,000",1
"78,603",1
"10,675",1
"1,631,128",1
"2,102,158",1
"20,305,000",1
278,1
"694,620",1
40.9,1
"19,943",1
"1,646",1
"2,442,383",1
"55,860,000",1
"335,107",1
"2,254,739",1
"10,008,000",1
"3,036,000",1
"1,340",1
"20,046",1
"729,997",1
748,1
"201,299,000",1
"163,869",1
"60,375",1
"7,611,530",1
"716,963",1
"17,603",1
"22,110,000",1
3.95,1
"9,800,000",1
"222,900",1
"6,794",1
"1,113,137,000",1
3.83,1
"53,511",1
"156,480",1
"98,900",1
"93,598",1
"2,530",1
"4,859",1
"43,700",1
"26,380",1
"1,950,000",1
"15,186,067",1
"884,154",1
"431,045",1
"140,077",1
"2,249,587",1
496,1
"620,000",1
"5,033",1
"1,248,312",1
317,1
"38,928",1
"24,385,000",1
"78,387,000",1
"3,038,000",1
"7,960,000",1
"1,904,000",1
"2,347,000",1
"1,947",1
"46,366",1
"1,260,775",1
"1,018,495,000",1
357,1
"220,973",1
"261,916",1
"11,946,000",1
"347,700,000",1
"2,001",1
"2,769,000",1
"1,449",1
"66,164",1
"423,750",1
"388,892",1
"1,091,196",1
"5,343,610",1
"569,684",1
630,1
"8,082",1
"14,420",1
"1,107,286",1
"2,058,305",1
"777,628",1
"134,280",1
"621,198",1
"468,575",1
"693,000",1
"9,164,539",1
"128,441",1
"11,040",1
"47,742",1
"9,253",1
459,1
"76,531",1
"2,664,000",1
825,1
"14,192",1
"88,500",1
"408,025",1
"304,798",1
"18,813,000",1
"135,353",1
"283,073",1
"84,310",1
"5,079",1
"37,458",1
"12,994",1
"16,127,000",1
"467,517",1
"37,170",1
301,1
"23,546,000",1
"8,439,000",1
"906,327",1
"19,645",1
"406,156",1
"848,243",1
"7,004",1
"8,425,000",1
"46,158",1
2.22,1
"965,208",1
"1,943",1
"3,240,000",1
"843,000",1
959,1
"76,793,000",1
"3,829,000",1
"2,064,209",1
"14,251",1
"1,765",1
"250,746",1
873,1
10.9,1
"1,243",1
"716,780",1
15.4,1
"125,319",1
786,1
"25,285,000",1
"13,692",1
"177,733",1
"13,930",1
"1,370",1
"1,105,000",1
"2,496,000",1
345,1
"5,412,000",1
"2,612,000",1
1.82,1
"5,882,000",1
"3,053,641",1
"33,538",1
"1,121",1
"2,668,594",1
"132,373",1
"8,279",1
"109,144",1
"5,794",1
"8,484,000",1
"15,639",1
"20,749",1
"3,164",1
"2,180,000",1
"5,004,000",1
"4,297",1
"11,611",1
"1,289,844",1
"2,740",1
"9,400",1
"4,018,000",1
"137,600",1
"606,738",1
"118,182",1
"9,760",1
"8,011,000",1
6.21,1
57.6,1
"2,000,962",1
"2,484,000",1
"2,322,000",1
"7,029",1
"66,940,000",1
"62,002",1
"348,400,000",1
"22,740",1
"133,106",1
"24,855",1
"17,865,000",1
"581,348",1
"15,313,000",1
"4,810,000",1
"3,529,462",1
"1,282",1
"17,400,000",1
"84,088",1
"7,742,268",1
"14,440",1
"18,694",1
"1,170,000",1
"4,023,563",1
"8,218,000",1
"21,691",1
"33,022",1
"1,330,000",1
"48,963",1
"18,239",1
"150,785",1
"437,690,000",1
"7,881",1
"43,128",1
"568,820,000",1
"10,720,000",1
"5,025,000",1
"77,451,147",1
"205,462",1
"2,183",1
"36,064,000",1
"279,410",1
"102,414",1
"163,304",1
"47,117",1
"175,786",1
"31,448",1
"143,402",1
"1,363,124",1
"1,805",1
"4,563,000",1
"16,237",1
134.2,1
"23,645",1
"2,872,000",1
"8,532,000",1
"12,992",1
"1,861,089",1
"109,160",1
"3,573,004",1
"750,242",1
"6,252",1
"627,205",1
"5,586",1
"204,470",1
"56,841",1
"43,673",1
"74,000",1
"35,192",1
"1,836,000",1
"353,000",1
"1,600,395,000",1
"6,032",1
"4,011,131",1
12.3,1
"61,539",1
3.79,1
"1,733,855",1
"4,520,000",1
"5,372,267",1
"4,061",1
"13,365",1
"15,719",1
"8,705",1
"10,710,000",1
926,1
"217,070",1
"298,588",1
"20,900",1
"31,400",1
"83,757",1
"87,942",1
"1,272,442",1
"2,319,655",1
"11,733,000",1
"5,370",1
"2,419",1
"1,083,406",1
"15,587,000",1
"2,567",1
"63,933",1
570,1
"7,363,000",1
"13,293,000",1
"341,615,000",1
"5,140,000",1
"2,270,000",1
"17,526",1
"146,626",1
"3,199",1
"17,630,000",1
"138,600",1
853,1
"13,582",1
"5,621",1
"54,330",1
"56,046",1
"9,408,000",1
"69,014",1
"3,136",1
"22,914,000",1
"1,523",1
"19,971",1
"44,519",1
"3,721,511",1
"66,900",1
"24,398,000",1
"1,059,000",1
"72,200",1
"1,836,157",1
"507,000",1
"4,752,000",1
"2,579,000",1
"22,360",1
"16,272",1
"34,171,000",1
3.25,1
"724,003",1
"10,211,477",1
"41,813",1
45.5,1
"931,714",1
"11,797",1
"2,207,200",1
"4,101,000",1
"22,405,000",1
"5,630,000",1
"493,102",1
"1,897",1
"11,133,000",1
"241,000",1
722,1
"428,600",1
"430,588",1
"390,672,000",1
"30,654",1
"313,556",1
"1,986,000",1
"219,031,000",1
"14,080,000",1
"6,260,000",1
"6,459",1
"2,032",1
"3,193,508",1
"3,230,000",1
"5,793,109",1
"306,800,000",1
"4,842",1
"3,030",1
"27,467",1
"54,681",1
"245,695",1
"690,800",1
"598,664",1
"75,800",1
"36,450",1
"5,264,000",1
"96,601,000",1
"25,212",1
"29,990,800",1
"101,230,000",1
"10,265,687",1
"2,721",1
"17,240",1
"418,860,000",1
"7,273",1
"116,830",1
"6,086,000",1
23.8,1
"3,957,000",1
"97,308,000",1
"2,766,966",1
"1,063",1
"2,378,264",1
"29,284",1
"8,564,998",1
"3,419,521",1
"85,638",1
"5,753",1
"159,659",1
"133,100",1
"357,924",1
"14,286",1
311,1
87.5,1
"19,946",1
3.46,1
"329,935",1
"10,304,000",1
"12,527",1
"108,863",1
"34,200",1
"1,884,894",1
"7,317",1
"493,512",1
"124,784",1
"364,548",1
"20,117",1
"8,800,679",1
38.7,1
"20,036",1
"222,657",1
"1,862,000",1
"10,700,000",1
3.64,1
"183,835,000",1
"2,527,891",1
"4,845,000",1
"9,655",1
"8,140",1
"10,643,670",1
"566,000",1
"6,102,949",1
"198,370,000",1
"86,720",1
"14,752",1
"1,367,591",1
"8,550,000",1
"21,190,000",1
"2,006,000",1
"7,890,000",1
"8,613,000",1
633,1
"2,105",1
"68,106,716",1
"14,315",1
"26,938",1
"35,500,000",1
"2,425,154",1
"1,175,481",1
"1,560",1
"1,350",1
"1,610,205",1
"1,115",1
"4,411",1
"74,411",1
475,1
"19,241,000",1
"1,150,000",1
"9,975,000",1
"14,110,000",1
"163,274",1
"2,414.8",1
"48,674",1
51.2,1
"3,644",1
"531,852,000",1
"52,134,695",1
"395,804",1
"146,960,000",1
"9,845",1
"1,644,009",1
"75,600,000",1
"528,000",1
"1,566,716",1
"8,506",1
"3,990,000",1
"2,861,156",1
"8,565,000",1
"4,316,064",1
"2,799,000",1
"6,300,000",1
"6,415",1
"219,723",1
"4,180,000",1
"1,953,000",1
"11,458,000",1
"378,000",1
"30,143,466",1
"2,820,000",1
"118,100",1
"97,797",1
"14,655,000",1
"32,620,000",1
"26,800",1
"2,535",1
"58,859",1
37.5,1
"295,887,000",1
"179,687",1
"80,361",1
"997,861",1
"1,620",1
"534,068,000",1
"254,538",1
"110,196",1
"375,314,000",1
"29,219,000",1
"1,043",1
"24,795,000",1
"1,292,131",1
"9,308",1
"28,828",1
3.62,1
"3,355,000",1
"130,964",1
"736,755",1
"23,102,616",1
"99,002,000",1
"2,968,000",1
3.93,1
"99,856",1
"24,612",1
"666,630",1
"1,643,341,000",1
"4,725,000",1
"1,018",1
"3,741,000",1
"55,306",1
"531,107",1
"455,150,000",1
668,1
"3,705,000",1
"291,340",1
"62,310,000",1
"7,453",1
"128,098",1
"114,299",1
"764,000",1
"27,188",1
"301,560",1
"61,318,401",1
"140,492",1
"781,000",1
299,1
"173,470,000",1
"3,000,846",1
"30,745",1
"3,756,000",1
"100,503,224",1
"10,880,000",1
"1,640,000",1
"44,000,000",1
"1,614,000",1
"34,387",1
"21,283",1
"31,266",1
"104,400",1
"276,576",1
"287,823",1
"105,654",1
"7,416",1
"600,561",1
"1,379,226",1
"3,308",1
"19,040,000",1
"5,809",1
"722,094",1
"2,156,000",1
"68,224,000",1
"8,878",1
"105,513",1
"11,271",1
"2,081",1
"23,464,000",1
"41,125",1
"2,055",1
"133,518",1
"17,751",1
"216,200,000",1
"34,135",1
"59,607",1
"7,476,864",1
"513,815",1
"34,871",1
"1,055,000",1
"6,234,132",1
"9,248,846",1
"99,572",1
