Data Item,Value Counts
"SUNFLOWER, OIL TYPE - ACRES HARVESTED",40
"SORGHUM, GRAIN, NON-IRRIGATED - ACRES HARVESTED",40
"SORGHUM, GRAIN, IRRIGATED - PRODUCTION, MEASURED IN BU",40
"WHEAT, IRRIGATED - PRODUCTION, MEASURED IN BU",39
"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES PLANTED",39
"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - PRODUCTION, MEASURED IN BU",39
"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES PLANTED",39
"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / ACRE",39
"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / ACRE",39
"HAY, ALFALFA - OPERATIONS WITH AREA HARVESTED",39
"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP - ACRES HARVESTED",39
"WHEAT, WINTER, NON-IRRIGATED - ACRES HARVESTED",39
"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES HARVESTED",39
"WHEAT, NON-IRRIGATED, CONTINUOUS CROP - PRODUCTION, MEASURED IN BU",39
"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - PRODUCTION, MEASURED IN BU",39
"WHEAT, NON-IRRIGATED, CONTINUOUS CROP - YIELD, MEASURED IN BU / ACRE",39
"HAY, ALFALFA, IRRIGATED - ACRES HARVESTED",39
"WHEAT, WINTER, NON-IRRIGATED - ACRES PLANTED",39
"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",39
"WHEAT, NON-IRRIGATED, CONTINUOUS CROP - ACRES PLANTED",39
"HAY, ALFALFA, IRRIGATED - OPERATIONS WITH AREA HARVESTED",39
"WHEAT, WINTER, NON-IRRIGATED - PRODUCTION, MEASURED IN BU",39
"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",39
"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP - ACRES PLANTED",39
"WHEAT, WINTER, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",39
"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP - YIELD, MEASURED IN BU / ACRE",39
"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES HARVESTED",39
"WHEAT, IRRIGATED - ACRES PLANTED",39
"WHEAT, IRRIGATED - OPERATIONS WITH AREA HARVESTED",39
"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP - PRODUCTION, MEASURED IN BU",39
"WHEAT, NON-IRRIGATED, CONTINUOUS CROP - ACRES HARVESTED",39
"WHEAT, NON-IRRIGATED - PRODUCTION, MEASURED IN BU",38
"WHEAT, NON-IRRIGATED - ACRES HARVESTED",38
"WHEAT, NON-IRRIGATED - ACRES PLANTED",38
"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",38
"CORN, GRAIN, NON-IRRIGATED - PRODUCTION, MEASURED IN BU",38
"CORN, GRAIN, IRRIGATED - PRODUCTION, MEASURED IN BU",38
"HAY, WILD - PRODUCTION, MEASURED IN TONS",38
"CORN, GRAIN, NON-IRRIGATED - ACRES HARVESTED",38
"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",38
"WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",38
"HAY, WILD - ACRES HARVESTED",38
"CORN, IRRIGATED - ACRES PLANTED",36
"CORN, NON-IRRIGATED - ACRES PLANTED",36
"SORGHUM, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",36
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - OPERATIONS WITH AREA HARVESTED",35
"SOYBEANS, IRRIGATED - OPERATIONS WITH AREA HARVESTED",35
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - ACRES HARVESTED",35
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - PRODUCTION, MEASURED IN TONS",35
HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED,34
"HAY, WILD - OPERATIONS WITH AREA HARVESTED",33
"CORN, SILAGE - OPERATIONS WITH AREA HARVESTED",32
OATS - OPERATIONS WITH AREA HARVESTED,32
HAY & HAYLAGE - ACRES HARVESTED,31
"APPLES - PRODUCTION, MEASURED IN LB",31
COTTON - OPERATIONS WITH AREA HARVESTED,31
"HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS",31
"SORGHUM, NON-IRRIGATED - ACRES PLANTED",30
"SORGHUM, IRRIGATED - ACRES PLANTED",30
"COTTON - PRODUCTION, MEASURED IN 480 LB BALES",28
"COTTON, UPLAND - PRODUCTION, MEASURED IN 480 LB BALES",28
"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",28
COTTON - ACRES PLANTED,28
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - OPERATIONS WITH AREA HARVESTED",28
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - ACRES HARVESTED",28
"COTTON, UPLAND - ACRES PLANTED",28
"COTTON, UPLAND - PRODUCTION, MEASURED IN $",28
"COTTON - YIELD, MEASURED IN LB / ACRE",28
"CORN, SILAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",27
"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",27
"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",27
"COTTON, COTTONSEED - PRODUCTION, MEASURED IN TONS",27
"HAY & HAYLAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",26
"HAY & HAYLAGE, IRRIGATED - ACRES HARVESTED",26
HAYLAGE - ACRES HARVESTED,26
"SOYBEANS, NON-IRRIGATED - PRODUCTION, MEASURED IN BU",26
"WHEAT, WINTER - OPERATIONS WITH AREA HARVESTED",26
"SUGARBEETS - PRODUCTION, MEASURED IN TONS",26
"HAY, IRRIGATED - ACRES HARVESTED",26
"SOYBEANS, IRRIGATED - YIELD, MEASURED IN BU / ACRE",26
SUGARBEETS - ACRES HARVESTED,26
"WHEAT, WINTER, IRRIGATED - OPERATIONS WITH AREA HARVESTED",26
"SOYBEANS, NON-IRRIGATED - ACRES HARVESTED",26
POTATOES - ACRES HARVESTED,26
"SOYBEANS, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",26
"SOYBEANS, IRRIGATED - PRODUCTION, MEASURED IN BU",26
"HAYLAGE - PRODUCTION, MEASURED IN TONS",26
"HAY, IRRIGATED - OPERATIONS WITH AREA HARVESTED",26
SUNFLOWER - OPERATIONS WITH AREA HARVESTED,26
HAY - OPERATIONS WITH AREA HARVESTED,26
"POTATOES - PRODUCTION, MEASURED IN CWT",25
"HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS",25
"SOYBEANS, NON-IRRIGATED - ACRES PLANTED",25
SUGARBEETS - ACRES PLANTED,25
"SOYBEANS, IRRIGATED - ACRES PLANTED",25
"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",25
"HAYLAGE, ALFALFA - ACRES HARVESTED",25
"HAY, SMALL GRAIN - ACRES HARVESTED",24
"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",24
"HAY, SMALL GRAIN - PRODUCTION, MEASURED IN TONS",24
"SUNFLOWER, NON-OIL TYPE - ACRES HARVESTED",24
"BEANS, DRY EDIBLE, PINTO - YIELD, MEASURED IN LB / ACRE",23
"POTATOES - PRODUCTION, MEASURED IN $",23
"POTATOES - YIELD, MEASURED IN CWT / ACRE",23
"POTATOES, SUMMER - ACRES HARVESTED",23
"COTTON - PRODUCTION, MEASURED IN BALES",23
"WHEAT, WINTER, RED, HARD - PRODUCTION, MEASURED IN PCT BY TYPE",23
"POTATOES, SUMMER - YIELD, MEASURED IN CWT / ACRE",23
"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",23
POTATOES - ACRES PLANTED,23
"POTATOES, SUMMER - ACRES PLANTED",23
"POTATOES, SUMMER - PRODUCTION, MEASURED IN $",23
"POTATOES, SUMMER - PRODUCTION, MEASURED IN CWT",23
"BEANS, DRY EDIBLE, PINTO - ACRES HARVESTED",23
"SUNFLOWER, OIL TYPE - ACRES PLANTED",22
"COTTON, UPLAND - OPERATIONS WITH AREA HARVESTED",22
"SUNFLOWER, NON-OIL TYPE - YIELD, MEASURED IN LB / ACRE",22
"OATS, IRRIGATED - OPERATIONS WITH AREA HARVESTED",22
"SUNFLOWER - YIELD, MEASURED IN LB / ACRE",22
"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN $",22
"HAY, WILD, IRRIGATED - ACRES HARVESTED",22
"OATS, IRRIGATED - ACRES HARVESTED",22
"COTTON, UPLAND - PRODUCTION, MEASURED IN BALES",22
SUNFLOWER - ACRES PLANTED,22
"SUNFLOWER, OIL TYPE - YIELD, MEASURED IN LB / ACRE",22
"SUNFLOWER, NON-OIL TYPE - ACRES PLANTED",22
"SUNFLOWER - PRODUCTION, MEASURED IN $",22
"HAY, WILD, IRRIGATED - OPERATIONS WITH AREA HARVESTED",22
"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN $",22
HAYLAGE - OPERATIONS WITH AREA HARVESTED,21
"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN $",21
"HAYLAGE, IRRIGATED - ACRES HARVESTED",21
"COTTON, IRRIGATED - ACRES HARVESTED",21
"GRASSES & LEGUMES TOTALS, SEED - OPERATIONS WITH AREA HARVESTED",21
"GRASSES & LEGUMES TOTALS, SEED - ACRES HARVESTED",21
"COTTON, IRRIGATED - OPERATIONS WITH AREA HARVESTED",21
"HAY, ALFALFA - PRODUCTION, MEASURED IN $",21
"HAYLAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",21
"HAYLAGE, ALFALFA, IRRIGATED - ACRES HARVESTED",20
"HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED",20
"COTTON, UPLAND, IRRIGATED - ACRES HARVESTED",20
"HAYLAGE, ALFALFA - OPERATIONS WITH AREA HARVESTED",20
"COTTON, UPLAND, IRRIGATED - OPERATIONS WITH AREA HARVESTED",20
ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,20
"HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",20
"HAYLAGE, ALFALFA, IRRIGATED - OPERATIONS WITH AREA HARVESTED",20
"HAY, SMALL GRAIN - OPERATIONS WITH AREA HARVESTED",19
"GRASSES, FESCUE, SEED - ACRES HARVESTED",19
"GRASSES, FESCUE, SEED - PRODUCTION, MEASURED IN LB",19
"GRASSES, FESCUE, SEED - OPERATIONS WITH AREA HARVESTED",19
"SORGHUM, SILAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",18
"SORGHUM, SILAGE - OPERATIONS WITH AREA HARVESTED",18
"HAYLAGE, (EXCL ALFALFA) - OPERATIONS WITH AREA HARVESTED",18
"SORGHUM, SILAGE, IRRIGATED - ACRES HARVESTED",18
"HAY, SMALL GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",18
"HAY, SMALL GRAIN, IRRIGATED - ACRES HARVESTED",18
"HAYLAGE, (EXCL ALFALFA), IRRIGATED - OPERATIONS WITH AREA HARVESTED",18
"BEANS, DRY EDIBLE, OTHER - YIELD, MEASURED IN LB / ACRE",18
"BEANS, DRY EDIBLE, OTHER - ACRES HARVESTED",18
"BEANS, DRY EDIBLE, OTHER - PRODUCTION, MEASURED IN CWT",18
"BEANS, DRY EDIBLE, OTHER - ACRES PLANTED",18
"SUNFLOWER, OIL TYPE - OPERATIONS WITH AREA HARVESTED",18
"HAYLAGE, (EXCL ALFALFA), IRRIGATED - ACRES HARVESTED",18
"SUNFLOWER, IRRIGATED - ACRES HARVESTED",17
CUT CHRISTMAS TREES - ACRES IN PRODUCTION,17
"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",17
CUT CHRISTMAS TREES - OPERATIONS WITH AREA IN PRODUCTION,17
PECANS - ACRES BEARING & NON-BEARING,17
"WHEAT, WINTER, IRRIGATED - YIELD, MEASURED IN BU / NET PLANTED ACRE",17
"WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE",17
"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP - YIELD, MEASURED IN BU / NET PLANTED ACRE",17
"WHEAT, NON-IRRIGATED, CONTINUOUS CROP - YIELD, MEASURED IN BU / NET PLANTED ACRE",17
"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / NET PLANTED ACRE",17
"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES HARVESTED",17
"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / NET PLANTED ACRE",17
"WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / NET PLANTED ACRE",17
"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / NET PLANTED ACRE",17
PECANS - OPERATIONS WITH AREA BEARING & NON-BEARING,17
"WHEAT, WINTER - YIELD, MEASURED IN BU / NET PLANTED ACRE",17
"SUNFLOWER, IRRIGATED - OPERATIONS WITH AREA HARVESTED",17
"WHEAT, WINTER, NON-IRRIGATED - YIELD, MEASURED IN BU / NET PLANTED ACRE",17
"CUT CHRISTMAS TREES - AREA HARVESTED, MEASURED IN TREES",16
"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA HARVESTED",16
CUT CHRISTMAS TREES - OPERATIONS WITH AREA HARVESTED,16
PECANS - OPERATIONS WITH AREA NON-BEARING,16
PECANS - ACRES BEARING,16
PECANS - OPERATIONS WITH AREA BEARING,16
PECANS - ACRES NON-BEARING,16
"SUNFLOWER, OIL TYPE, IRRIGATED - ACRES HARVESTED",16
"SUNFLOWER, OIL TYPE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",16
"BEANS, DRY EDIBLE, (EXCL LIMA), INCL CHICKPEAS - OPERATIONS WITH AREA HARVESTED",15
"WHEAT, WINTER, RED, SOFT - PRODUCTION, MEASURED IN PCT BY TYPE",15
CROP TOTALS - OPERATIONS WITH SALES,15
BARLEY - OPERATIONS WITH AREA HARVESTED,14
"FIELD CROP TOTALS, INCL POTATOES & OTHER - PRODUCTION, MEASURED IN $",13
"RYE - PRODUCTION, MEASURED IN $",13
"LEGUMES, ALFALFA, SEED - ACRES HARVESTED",13
"HAY & HAYLAGE, ALFALFA - ACRES PLANTED",13
"LEGUMES, ALFALFA, SEED - OPERATIONS WITH AREA HARVESTED",13
"LEGUMES, ALFALFA, SEED - PRODUCTION, MEASURED IN LB",13
"GRASSES & LEGUMES TOTALS, IRRIGATED, SEED - OPERATIONS WITH AREA HARVESTED",12
"GRASSES & LEGUMES TOTALS, IRRIGATED, SEED - ACRES HARVESTED",12
SWEET POTATOES - ACRES HARVESTED,12
"COTTON - PRODUCTION, MEASURED IN $",12
SOD - OPERATIONS WITH AREA HARVESTED,11
"SUGARBEETS - SUCROSE, MEASURED IN PCT",11
"SWEET POTATOES - PRODUCTION, MEASURED IN CWT",11
SOD - ACRES HARVESTED,11
POTATOES - OPERATIONS WITH AREA HARVESTED,11
"BEANS, DRY EDIBLE, NAVY - PRODUCTION, MEASURED IN CWT",10
GRAIN - OPERATIONS WITH SALES,10
"FIELD CROPS, OTHER, INCL HAY - OPERATIONS WITH SALES",10
"BEANS, DRY EDIBLE, GREAT NORTHERN - PRODUCTION, MEASURED IN CWT",10
"SWEET POTATOES - YIELD, MEASURED IN CWT / ACRE",9
"BEANS, DRY EDIBLE, NAVY - YIELD, MEASURED IN LB / ACRE",9
"SOD - SALES, MEASURED IN $",9
SWEET POTATOES - ACRES PLANTED,9
"SWEET POTATOES - PRODUCTION, MEASURED IN $",9
"FIELD CROPS, OTHER, INCL HAY - SALES, MEASURED IN $",9
"BEANS, DRY EDIBLE, NAVY - ACRES HARVESTED",9
"GRAIN - SALES, MEASURED IN $",9
"BEANS, DRY EDIBLE, NAVY - ACRES PLANTED",9
"BEANS, DRY EDIBLE, GREAT NORTHERN - YIELD, MEASURED IN LB / ACRE",8
"COTTON, LINT & SEED - OPERATIONS WITH SALES",8
SOD - OPERATIONS WITH SALES,8
"BEANS, DRY EDIBLE, GREAT NORTHERN - ACRES PLANTED",8
"BEANS, DRY EDIBLE, GREAT NORTHERN - ACRES HARVESTED",8
"VEGETABLE TOTALS, INCL SEEDS & TRANSPLANTS, IN THE OPEN - OPERATIONS WITH SALES",7
"NON-CITRUS FRUIT & TREE NUTS TOTALS - PRODUCTION, MEASURED IN $",7
"COTTON, LINT & SEED - SALES, MEASURED IN $",7
"SUGARBEETS - PRODUCTION, MEASURED IN $",7
"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - OPERATIONS WITH SALES",7
"LEGUMES, ALFALFA, IRRIGATED, SEED - OPERATIONS WITH AREA HARVESTED",6
"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA IN PRODUCTION",6
"CORN, GRAIN - EAR COUNT, MEASURED IN EARS / ACRE",6
"VEGETABLE TOTALS, INCL SEEDS & TRANSPLANTS, IN THE OPEN - SALES, MEASURED IN $",6
TOBACCO - OPERATIONS WITH AREA HARVESTED,6
FRUIT & TREE NUT TOTALS - OPERATIONS WITH SALES,6
"CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE",6
"LEGUMES, ALFALFA, IRRIGATED, SEED - ACRES HARVESTED",6
"SOYBEANS - POD COUNT, MEASURED IN PODS / 18 SQ FT",6
"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",6
"WHEAT, WINTER, WHITE, HARD - PRODUCTION, MEASURED IN PCT BY TYPE",5
"HAY, (EXCL ALFALFA & WILD) - YIELD, MEASURED IN TONS / ACRE",5
"HAY, SOYBEAN - PRODUCTION, MEASURED IN TONS",5
"HAY, SMALL GRAIN - YIELD, MEASURED IN TONS / ACRE",5
"HAYLAGE, ALFALFA - YIELD, MEASURED IN TONS / ACRE",5
"HAY, TIMOTHY & CLOVER & GRASSES - PRODUCTION, MEASURED IN TONS",5
"HAY, LESPEDEZA - YIELD, MEASURED IN TONS / ACRE",5
"HAY, (EXCL ALFALFA & WILD) - ACRES HARVESTED",5
"HAYLAGE - YIELD, MEASURED IN TONS / ACRE",5
"HAY, LESPEDEZA - ACRES HARVESTED",5
"CUT CHRISTMAS TREES, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION",5
"HAY & HAYLAGE, ALFALFA - ACRES HARVESTED",5
"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",5
"HAY, WILD - YIELD, MEASURED IN TONS / ACRE",5
"HAY, SOYBEAN - YIELD, MEASURED IN TONS / ACRE",5
"HAY, TIMOTHY & CLOVER & GRASSES - YIELD, MEASURED IN TONS / ACRE",5
"HAY, LESPEDEZA - PRODUCTION, MEASURED IN TONS",5
"HAY, SOYBEAN - ACRES HARVESTED",5
"HAY, (EXCL ALFALFA & WILD) - PRODUCTION, MEASURED IN TONS",5
"CUT CHRISTMAS TREES, IRRIGATED - ACRES IN PRODUCTION",5
"HAY & HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS, DRY BASIS",5
"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",5
"HAY & HAYLAGE, ALFALFA - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",5
"HAY, TIMOTHY & CLOVER & GRASSES - ACRES HARVESTED",5
"BULBS & CORMS & RHIZOMES & TUBERS, DRY, UNDER PROTECTION - SQ FT IN PRODUCTION",4
"BULBS & CORMS & RHIZOMES & TUBERS, DRY, IN THE OPEN - ACRES IN PRODUCTION",4
"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",4
"CROP TOTALS, ORGANIC - OPERATIONS WITH SALES",4
"APPLES - YIELD, MEASURED IN BU / ACRE",4
"BLUEBERRIES, TAME - ACRES HARVESTED",3
"AQUATIC PLANTS, UNDER PROTECTION - OPERATIONS WITH AREA IN PRODUCTION",3
"BARLEY, IRRIGATED - OPERATIONS WITH AREA HARVESTED",3
"TOMATOES, ORGANIC, IN THE OPEN - OPERATIONS WITH AREA HARVESTED",3
CUCUMBERS - OPERATIONS WITH AREA HARVESTED,3
"RASPBERRIES, ORGANIC - SALES, MEASURED IN $",3
TURNIPS - ACRES HARVESTED,3
"SWEET CORN, ORGANIC - PRODUCTION, MEASURED IN TONS",3
"PEAS, GREEN, (EXCL SOUTHERN) - OPERATIONS WITH AREA HARVESTED",3
"HERBS, FRESH CUT - OPERATIONS WITH AREA HARVESTED",3
TRITICALE - OPERATIONS WITH AREA HARVESTED,3
"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION",3
"FIELD CROPS, OTHER - OPERATIONS WITH AREA HARVESTED",3
"FRUIT TOTALS, (EXCL BERRIES), ORGANIC - OPERATIONS WITH SALES",3
"HAY, ORGANIC - PRODUCTION, MEASURED IN TONS",3
"MELONS, WATERMELON - ACRES HARVESTED",3
"BEDDING PLANT TOTALS, IN THE OPEN - OPERATIONS WITH AREA IN PRODUCTION",3
"FOLIAGE PLANTS, INDOOR USE, UNDER PROTECTION - OPERATIONS WITH AREA IN PRODUCTION",3
"FRUIT, OTHER, (EXCL BERRIES), ORGANIC - OPERATIONS WITH SALES",3
"VEGETABLES, OTHER, ORGANIC - OPERATIONS WITH SALES",3
"ORCHARDS, IRRIGATED - ACRES BEARING & NON-BEARING",3
"BERRY TOTALS, ORGANIC - OPERATIONS WITH AREA HARVESTED",3
"SQUASH, ORGANIC - OPERATIONS WITH AREA HARVESTED",3
"GRASSES & LEGUMES, OTHER, SEED - OPERATIONS WITH AREA HARVESTED",3
"SPINACH, ORGANIC - OPERATIONS WITH AREA HARVESTED",3
"HAY, ORGANIC - SALES, MEASURED IN $",3
PEARS - ACRES BEARING & NON-BEARING,3
TOBACCO - OPERATIONS WITH SALES,3
NECTARINES - OPERATIONS WITH AREA BEARING & NON-BEARING,3
"TREE NUTS, OTHER, ORGANIC - OPERATIONS WITH AREA HARVESTED",3
"HAY, ORGANIC - ACRES HARVESTED",3
"SWEET POTATOES, ORGANIC - ACRES HARVESTED",3
"TOMATOES, ORGANIC, IN THE OPEN - OPERATIONS WITH SALES",3
BEETS - ACRES HARVESTED,3
"RASPBERRIES, ORGANIC - PRODUCTION, MEASURED IN LB",3
"POTATOES, ORGANIC - OPERATIONS WITH AREA HARVESTED",3
