Data Item,Value Counts
"COTTON, UPLAND - PRODUCTION, MEASURED IN 480 LB BALES",50
OATS - ACRES PLANTED,50
"TOBACCO, AIR-CURED LIGHT BURLEY (TYPE 31) - ACRES HARVESTED",50
"COTTON - YIELD, MEASURED IN LB / ACRE",50
"TOBACCO, AIR-CURED LIGHT BURLEY (TYPE 31) - PRODUCTION, MEASURED IN LB",50
CORN - ACRES PLANTED,50
"SOYBEANS - PRODUCTION, MEASURED IN $",50
"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",50
"TOBACCO, AIR-CURED LIGHT BURLEY (TYPE 31) - YIELD, MEASURED IN LB / ACRE",50
"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50
WHEAT - ACRES PLANTED,50
"RICE - PRODUCTION, MEASURED IN $",50
"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",50
"WHEAT, WINTER - ACRES PLANTED",50
"TOBACCO, AIR-CURED LIGHT BURLEY (TYPE 31) - PRODUCTION, MEASURED IN $",50
"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",50
"CORN, GRAIN - PRODUCTION, MEASURED IN $",50
"COTTON - PRODUCTION, MEASURED IN 480 LB BALES",50
"OATS - YIELD, MEASURED IN BU / ACRE",50
"WHEAT - YIELD, MEASURED IN BU / ACRE",50
"TOBACCO - PRODUCTION, MEASURED IN $",49
SOYBEANS - OPERATIONS WITH AREA HARVESTED,47
"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",46
RICE - OPERATIONS WITH AREA HARVESTED,45
COTTON - OPERATIONS WITH AREA HARVESTED,44
WHEAT - OPERATIONS WITH AREA HARVESTED,43
"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA HARVESTED",43
"RICE, LONG GRAIN - ACRES HARVESTED",38
"RICE, LONG GRAIN - ACRES PLANTED",38
"SOYBEANS, IRRIGATED - ACRES HARVESTED",38
"RICE, LONG GRAIN - PRODUCTION, MEASURED IN CWT",38
"SOYBEANS, IRRIGATED - OPERATIONS WITH AREA HARVESTED",38
"RICE, LONG GRAIN - YIELD, MEASURED IN LB / ACRE",38
"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",37
"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",37
"RICE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",37
"RICE, IRRIGATED - ACRES HARVESTED",37
"SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED",37
POTATOES - ACRES HARVESTED,36
"COTTON, IRRIGATED - ACRES HARVESTED",36
"COTTON - PRODUCTION, MEASURED IN BALES",36
"COTTON, IRRIGATED - OPERATIONS WITH AREA HARVESTED",36
"RICE, MEDIUM GRAIN - YIELD, MEASURED IN LB / ACRE",35
"RICE, MEDIUM GRAIN - PRODUCTION, MEASURED IN CWT",35
"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",35
"RICE, MEDIUM GRAIN - ACRES HARVESTED",35
"RICE, MEDIUM GRAIN - ACRES PLANTED",35
"POTATOES - PRODUCTION, MEASURED IN CWT",35
"POTATOES, SUMMER - YIELD, MEASURED IN CWT / ACRE",33
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - OPERATIONS WITH AREA HARVESTED",33
"POTATOES, SUMMER - PRODUCTION, MEASURED IN CWT",33
RYE - ACRES HARVESTED,33
"POTATOES - YIELD, MEASURED IN CWT / ACRE",33
"RYE - PRODUCTION, MEASURED IN BU",33
"POTATOES, SUMMER - ACRES PLANTED",33
"POTATOES, SUMMER - ACRES HARVESTED",33
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - PRODUCTION, MEASURED IN TONS",33
"POTATOES - PRODUCTION, MEASURED IN $",33
"POTATOES, SUMMER - PRODUCTION, MEASURED IN $",33
POTATOES - ACRES PLANTED,33
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - ACRES HARVESTED",33
"CORN, SILAGE - OPERATIONS WITH AREA HARVESTED",32
HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED,32
"WHEAT, IRRIGATED - ACRES HARVESTED",32
"WHEAT, IRRIGATED - OPERATIONS WITH AREA HARVESTED",32
"HAY, ALFALFA - OPERATIONS WITH AREA HARVESTED",30
"GRASSES & LEGUMES TOTALS, SEED - OPERATIONS WITH AREA HARVESTED",30
"COTTON, UPLAND - PRODUCTION, MEASURED IN $",30
"GRASSES & LEGUMES TOTALS, SEED - ACRES HARVESTED",30
"RYE - YIELD, MEASURED IN BU / ACRE",30
RYE - ACRES PLANTED,30
PECANS - ACRES BEARING & NON-BEARING,29
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - ACRES HARVESTED",29
HAY & HAYLAGE - ACRES HARVESTED,29
PECANS - OPERATIONS WITH AREA BEARING & NON-BEARING,29
"HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS",29
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - OPERATIONS WITH AREA HARVESTED",29
"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA IN PRODUCTION",28
"SORGHUM, GRAIN, IRRIGATED - ACRES HARVESTED",26
"SORGHUM, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",26
"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - ACRES IN PRODUCTION",25
"HAY, WILD - ACRES HARVESTED",25
"HAY, WILD - PRODUCTION, MEASURED IN TONS",25
"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION",25
"VEGETABLE TOTALS, IN THE OPEN - ACRES IN PRODUCTION",25
"SOYBEANS, FOLLOWING ANOTHER CROP (DOUBLE CROPPED) - ACRES PLANTED",24
"SOYBEANS, NOT FOLLOWING ANOTHER CROP - PRODUCTION, MEASURED IN BU",24
"COTTON, UPLAND, IRRIGATED - OPERATIONS WITH AREA HARVESTED",24
"SOYBEANS, NOT FOLLOWING ANOTHER CROP - ACRES PLANTED",24
PEACHES - ACRES BEARING & NON-BEARING,24
TOBACCO - OPERATIONS WITH AREA HARVESTED,24
"SOYBEANS, FOLLOWING ANOTHER CROP (DOUBLE CROPPED) - PRODUCTION, MEASURED IN BU",24
"SOYBEANS, FOLLOWING ANOTHER CROP (DOUBLE CROPPED) - ACRES HARVESTED",24
"HAY, SMALL GRAIN - ACRES HARVESTED",24
"HAY, SMALL GRAIN - PRODUCTION, MEASURED IN TONS",24
"COTTON, UPLAND - PRODUCTION, MEASURED IN BALES",24
HAY - OPERATIONS WITH AREA HARVESTED,24
"SOYBEANS, FOLLOWING ANOTHER CROP (DOUBLE CROPPED) - YIELD, MEASURED IN BU / ACRE",24
"SOYBEANS, NOT FOLLOWING ANOTHER CROP - ACRES HARVESTED",24
"COTTON, UPLAND - OPERATIONS WITH AREA HARVESTED",24
"SOYBEANS, NOT FOLLOWING ANOTHER CROP - YIELD, MEASURED IN BU / ACRE",24
"WHEAT, WINTER - OPERATIONS WITH AREA HARVESTED",24
PEACHES - OPERATIONS WITH AREA BEARING & NON-BEARING,24
"COTTON, UPLAND, IRRIGATED - ACRES HARVESTED",24
"VEGETABLE TOTALS, IN THE OPEN, PROCESSING - OPERATIONS WITH AREA HARVESTED",23
"HAY, ALFALFA, IRRIGATED - ACRES HARVESTED",23
"WHEAT, WINTER, RED, HARD - PRODUCTION, MEASURED IN PCT BY TYPE",23
APPLES - OPERATIONS WITH AREA BEARING & NON-BEARING,23
"WHEAT, WINTER, RED, SOFT - PRODUCTION, MEASURED IN PCT BY TYPE",23
APPLES - ACRES BEARING & NON-BEARING,23
"HAY, ALFALFA, IRRIGATED - OPERATIONS WITH AREA HARVESTED",23
"VEGETABLE TOTALS, IN THE OPEN, PROCESSING - ACRES HARVESTED",23
"HAYLAGE - PRODUCTION, MEASURED IN TONS",22
"HAY & HAYLAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",22
"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",22
HAYLAGE - ACRES HARVESTED,22
"HAY & HAYLAGE, IRRIGATED - ACRES HARVESTED",22
ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,22
"WHEAT, WINTER, IRRIGATED - ACRES HARVESTED",22
"WHEAT, WINTER, IRRIGATED - OPERATIONS WITH AREA HARVESTED",22
"CORN, SILAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",22
PECANS - ACRES BEARING,21
BARLEY - ACRES HARVESTED,21
PECANS - OPERATIONS WITH AREA BEARING,21
"BARLEY - PRODUCTION, MEASURED IN BU",21
"HAYLAGE, ALFALFA - ACRES HARVESTED",21
"HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS",21
"HAY, ALFALFA - PRODUCTION, MEASURED IN $",21
PECANS - OPERATIONS WITH AREA NON-BEARING,21
PECANS - ACRES NON-BEARING,21
"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN $",21
"SOYBEANS - POD COUNT, MEASURED IN PODS / 18 SQ FT",20
"HAY, WILD - OPERATIONS WITH AREA HARVESTED",20
"HAY, IRRIGATED - OPERATIONS WITH AREA HARVESTED",20
"HAY, IRRIGATED - ACRES HARVESTED",20
"RICE - YIELD, MEASURED IN LB / NET PLANTED ACRE",19
"GRASSES, FESCUE, SEED - ACRES HARVESTED",19
"GRASSES, FESCUE, SEED - OPERATIONS WITH AREA HARVESTED",19
"GRASSES, FESCUE, SEED - PRODUCTION, MEASURED IN LB",19
PEACHES - ACRES BEARING,19
"HAY, SMALL GRAIN - OPERATIONS WITH AREA HARVESTED",19
"POPCORN, SHELLED - ACRES HARVESTED",18
"BARLEY - YIELD, MEASURED IN BU / ACRE",18
"BARLEY - PRODUCTION, MEASURED IN $",18
"POPCORN, SHELLED - PRODUCTION, MEASURED IN LB",18
OATS - OPERATIONS WITH AREA HARVESTED,18
"POPCORN, SHELLED - OPERATIONS WITH AREA HARVESTED",18
"COTTON, UPLAND - YIELD, MEASURED IN LB / NET PLANTED ACRE",18
"WHEAT, WINTER - YIELD, MEASURED IN BU / NET PLANTED ACRE",18
"WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE",18
APPLES - ACRES BEARING,18
BARLEY - ACRES PLANTED,18
"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",17
HAYLAGE - OPERATIONS WITH AREA HARVESTED,17
SOD - OPERATIONS WITH AREA HARVESTED,17
"HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED",17
"OATS - YIELD, MEASURED IN BU / NET PLANTED ACRE",17
"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES HARVESTED",17
CUT CHRISTMAS TREES - OPERATIONS WITH AREA IN PRODUCTION,17
"VEGETABLE TOTALS, INCL FRESH CUT HERBS, UNDER PROTECTION - SQ FT IN PRODUCTION",17
"HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",17
CUT CHRISTMAS TREES - ACRES IN PRODUCTION,17
"VEGETABLE TOTALS, INCL FRESH CUT HERBS, UNDER PROTECTION - OPERATIONS WITH AREA IN PRODUCTION",17
SOD - ACRES HARVESTED,17
CUT CHRISTMAS TREES - OPERATIONS WITH AREA HARVESTED,16
"GRASSES & LEGUMES TOTALS, IRRIGATED, SEED - ACRES HARVESTED",16
PEACHES - OPERATIONS WITH AREA NON-BEARING,16
PEACHES - OPERATIONS WITH AREA BEARING,16
"CUT CHRISTMAS TREES - AREA HARVESTED, MEASURED IN TREES",16
PEACHES - ACRES NON-BEARING,16
"HAYLAGE, ALFALFA - OPERATIONS WITH AREA HARVESTED",16
"GRASSES & LEGUMES TOTALS, IRRIGATED, SEED - OPERATIONS WITH AREA HARVESTED",16
APPLES - ACRES NON-BEARING,15
"HAY, SMALL GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",15
APPLES - OPERATIONS WITH AREA BEARING,15
"HAYLAGE, (EXCL ALFALFA) - OPERATIONS WITH AREA HARVESTED",15
APPLES - OPERATIONS WITH AREA NON-BEARING,15
"HAY, SMALL GRAIN, IRRIGATED - ACRES HARVESTED",15
CROP TOTALS - OPERATIONS WITH SALES,15
"CORN, GRAIN - YIELD, MEASURED IN BU / NET PLANTED ACRE",14
"CORN, GRAIN - ACRES PLANTED, NET",14
"COTTON - PRODUCTION, MEASURED IN $",14
"POPCORN, IRRIGATED, SHELLED - ACRES HARVESTED",13
"MELONS, WATERMELON, FRESH MARKET - ACRES HARVESTED",13
"HAYLAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",13
"HAY & HAYLAGE, ALFALFA - ACRES PLANTED",13
"FIELD CROP TOTALS, INCL POTATOES & OTHER - PRODUCTION, MEASURED IN $",13
"POPCORN, IRRIGATED, SHELLED - OPERATIONS WITH AREA HARVESTED",13
POTATOES - OPERATIONS WITH AREA HARVESTED,13
"HAYLAGE, IRRIGATED - ACRES HARVESTED",13
"MELONS, WATERMELON, FRESH MARKET - PRODUCTION, MEASURED IN $",12
"HAYLAGE, ALFALFA, IRRIGATED - ACRES HARVESTED",12
"HAY, WILD, IRRIGATED - OPERATIONS WITH AREA HARVESTED",12
"MELONS, WATERMELON, FRESH MARKET - ACRES PLANTED",12
"MELONS, WATERMELON, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",12
"MELONS, WATERMELON, FRESH MARKET - YIELD, MEASURED IN CWT / ACRE",12
"HAY, WILD, IRRIGATED - ACRES HARVESTED",12
BARLEY - OPERATIONS WITH AREA HARVESTED,12
"MELONS, WATERMELON, FRESH MARKET - PRODUCTION, MEASURED IN CWT",12
"HAYLAGE, ALFALFA, IRRIGATED - OPERATIONS WITH AREA HARVESTED",12
"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - OPERATIONS WITH SALES",11
FRUIT & TREE NUT TOTALS - OPERATIONS WITH SALES,11
"FIELD CROPS, OTHER, INCL HAY - OPERATIONS WITH SALES",11
"COTTON, LINT & SEED - OPERATIONS WITH SALES",11
"VEGETABLE TOTALS, IN THE OPEN, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",11
GRAIN - OPERATIONS WITH SALES,11
"VEGETABLE TOTALS, IN THE OPEN, FRESH MARKET - ACRES HARVESTED",11
"VEGETABLE TOTALS, INCL SEEDS & TRANSPLANTS, IN THE OPEN - OPERATIONS WITH SALES",11
CUCUMBERS - OPERATIONS WITH AREA HARVESTED,10
"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",10
"VEGETABLE TOTALS, INCL FRESH CUT HERBS, UNDER PROTECTION - SALES, MEASURED IN $",10
TOBACCO - OPERATIONS WITH SALES,10
"VEGETABLE TOTALS, INCL SEEDS & TRANSPLANTS, IN THE OPEN - SALES, MEASURED IN $",10
"VEGETABLE TOTALS, INCL FRESH CUT HERBS, UNDER PROTECTION - OPERATIONS WITH SALES",10
SUNFLOWER - OPERATIONS WITH AREA HARVESTED,10
"COTTON, LINT & SEED - SALES, MEASURED IN $",10
"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",10
CUCUMBERS - ACRES HARVESTED,10
"FIELD CROPS, OTHER, INCL HAY - SALES, MEASURED IN $",10
"GRAIN - SALES, MEASURED IN $",10
"GRASSES, FESCUE, IRRIGATED, SEED - ACRES HARVESTED",9
"TOBACCO - SALES, MEASURED IN $",9
"SOD - SALES, MEASURED IN $",9
"SORGHUM, GRAIN - YIELD, MEASURED IN BU / NET PLANTED ACRE",9
"GRASSES, FESCUE, IRRIGATED, SEED - OPERATIONS WITH AREA HARVESTED",9
SWEET POTATOES - ACRES HARVESTED,8
SOD - OPERATIONS WITH SALES,8
CUT CHRISTMAS TREES & SHORT TERM WOODY CROPS - OPERATIONS WITH SALES,8
"VEGETABLE TOTALS, 10 MAJOR, VARIES BY SEASON, PROCESSING - PRODUCTION, MEASURED IN $",7
"RICE, SHORT GRAIN - PRODUCTION, MEASURED IN CWT",7
"VEGETABLE TOTALS, 34 MAJOR, VARIES BY SEASON, FRESH MARKET - PRODUCTION, MEASURED IN $",7
"VEGETABLE TOTALS, 10 MAJOR, VARIES BY SEASON, PROCESSING - ACRES HARVESTED",7
"HAYLAGE, (EXCL ALFALFA), IRRIGATED - ACRES HARVESTED",7
"RICE, SHORT GRAIN - ACRES HARVESTED",7
"BEANS, DRY EDIBLE, (EXCL LIMA), INCL CHICKPEAS - OPERATIONS WITH AREA HARVESTED",7
"RICE, SHORT GRAIN - YIELD, MEASURED IN LB / ACRE",7
"CUT CHRISTMAS TREES & SHORT TERM WOODY CROPS - SALES, MEASURED IN $",7
"NON-CITRUS FRUIT & TREE NUTS TOTALS - PRODUCTION, MEASURED IN $",7
"VEGETABLE TOTALS, 34 MAJOR, VARIES BY SEASON, FRESH MARKET - ACRES PLANTED",7
"HAYLAGE, (EXCL ALFALFA), IRRIGATED - OPERATIONS WITH AREA HARVESTED",7
"RICE, SHORT GRAIN - ACRES PLANTED",7
"VEGETABLE TOTALS, 10 MAJOR, VARIES BY SEASON, PROCESSING - PRODUCTION, MEASURED IN TONS",7
"SWEET POTATOES - PRODUCTION, MEASURED IN CWT",7
"VEGETABLE TOTALS, 34 MAJOR, VARIES BY SEASON, FRESH MARKET - ACRES HARVESTED",7
"VEGETABLE TOTALS, 34 MAJOR, VARIES BY SEASON, FRESH MARKET - PRODUCTION, MEASURED IN CWT",7
"VEGETABLE TOTALS, 10 MAJOR, VARIES BY SEASON, PROCESSING - ACRES PLANTED",7
"CORN, GRAIN - EAR COUNT, MEASURED IN EARS / ACRE",6
PEANUTS - OPERATIONS WITH AREA HARVESTED,6
"SORGHUM, GRAIN - ACRES PLANTED, NET",6
"CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE",6
"HAYLAGE, ALFALFA - YIELD, MEASURED IN TONS / ACRE",5
"HAY, LESPEDEZA - PRODUCTION, MEASURED IN TONS",5
"HAY, SOYBEAN - YIELD, MEASURED IN TONS / ACRE",5
"HAY, SMALL GRAIN - YIELD, MEASURED IN TONS / ACRE",5
"HAY, (EXCL ALFALFA & WILD) - ACRES HARVESTED",5
"HAY, LESPEDEZA - ACRES HARVESTED",5
"HAY, TIMOTHY & CLOVER & GRASSES - PRODUCTION, MEASURED IN TONS",5
"HAY, (EXCL ALFALFA & WILD) - PRODUCTION, MEASURED IN TONS",5
GRAPES - ACRES BEARING,5
"HAY, TIMOTHY & CLOVER & GRASSES - YIELD, MEASURED IN TONS / ACRE",5
"HAY & HAYLAGE, ALFALFA - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",5
"HAY, SOYBEAN - ACRES HARVESTED",5
"HAY & HAYLAGE, ALFALFA - ACRES HARVESTED",5
"CUCUMBERS, PROCESSING, PICKLES - ACRES HARVESTED",5
"SWEET POTATOES - YIELD, MEASURED IN CWT / ACRE",5
"CUCUMBERS, PROCESSING, PICKLES - OPERATIONS WITH AREA HARVESTED",5
SWEET POTATOES - ACRES PLANTED,5
"HAYLAGE - YIELD, MEASURED IN TONS / ACRE",5
"HAY, SOYBEAN - PRODUCTION, MEASURED IN TONS",5
"SWEET POTATOES - PRODUCTION, MEASURED IN $",5
"HAY, TIMOTHY & CLOVER & GRASSES - ACRES HARVESTED",5
"HAY & HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS, DRY BASIS",5
"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",5
"HAY, WILD - YIELD, MEASURED IN TONS / ACRE",5
"HAY, LESPEDEZA - YIELD, MEASURED IN TONS / ACRE",5
"HAY, (EXCL ALFALFA & WILD) - YIELD, MEASURED IN TONS / ACRE",5
"CUCUMBERS, FRESH MARKET - ACRES HARVESTED",4
"CUCUMBERS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",4
"CUT CHRISTMAS TREES, IRRIGATED - ACRES IN PRODUCTION",4
"CROP TOTALS, ORGANIC - OPERATIONS WITH SALES",4
"BULBS & CORMS & RHIZOMES & TUBERS, DRY, IN THE OPEN - ACRES IN PRODUCTION",4
"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",4
"CUT CHRISTMAS TREES, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION",4
"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",3
"SWEET POTATOES, ORGANIC - PRODUCTION, MEASURED IN CWT",3
"CARROTS, ORGANIC - SALES, MEASURED IN $",3
"GRASSES, TIMOTHY, SEED - OPERATIONS WITH AREA HARVESTED",3
"LEGUMES, VETCH, SEED - ACRES HARVESTED",3
"ONIONS, DRY, ORGANIC - OPERATIONS WITH SALES",3
"BERRIES, OTHER, ORGANIC - SALES, MEASURED IN $",3
"CAULIFLOWER, ORGANIC - OPERATIONS WITH AREA HARVESTED",3
"GREENS, MUSTARD - ACRES HARVESTED",3
"TOMATOES, ORGANIC, IN THE OPEN - ACRES HARVESTED",3
"GREENS, MUSTARD - OPERATIONS WITH AREA HARVESTED",3
"BROCCOLI, ORGANIC - OPERATIONS WITH SALES",3
"ONIONS, DRY, ORGANIC - ACRES HARVESTED",3
ORCHARDS - ACRES BEARING & NON-BEARING,3
"GRASSES, TIMOTHY, SEED - ACRES HARVESTED",3
"TOMATOES, IN THE OPEN - ACRES HARVESTED",3
GRAPES - OPERATIONS WITH AREA BEARING & NON-BEARING,3
"SPINACH, ORGANIC - ACRES HARVESTED",3
"AQUATIC PLANTS, UNDER PROTECTION - SQ FT IN PRODUCTION",3
"GRAPES, ORGANIC - OPERATIONS WITH AREA HARVESTED",3
"FRUIT TOTALS, (EXCL BERRIES), ORGANIC - OPERATIONS WITH AREA HARVESTED",3
"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",3
MAPLE SYRUP - NUMBER OF TAPS,3
"LETTUCE, ORGANIC - ACRES HARVESTED",3
"PEAS, GREEN, (EXCL SOUTHERN) - OPERATIONS WITH AREA HARVESTED",3
"BLUEBERRIES, TAME - OPERATIONS WITH AREA HARVESTED",3
"BEDDING PLANT TOTALS, UNDER PROTECTION - OPERATIONS WITH AREA IN PRODUCTION",3
"CUT FLOWERS & CUT CULTIVATED GREENS, UNDER PROTECTION - SQ FT IN PRODUCTION",3
APRICOTS - OPERATIONS WITH AREA BEARING & NON-BEARING,3
"GRASSES, TIMOTHY, SEED - PRODUCTION, MEASURED IN LB",3
"CORN, SILAGE, ORGANIC - OPERATIONS WITH AREA HARVESTED",3
"BEANS, DRY EDIBLE, INCL CHICKPEAS, ORGANIC - ACRES HARVESTED",3
"PEACHES, UTILIZED - PRODUCTION, MEASURED IN $",3
NECTARINES - OPERATIONS WITH AREA BEARING & NON-BEARING,3
"PEAS, GREEN, ORGANIC - OPERATIONS WITH SALES",3
"BEDDING PLANT TOTALS, IN THE OPEN - OPERATIONS WITH AREA IN PRODUCTION",3
"SPINACH, ORGANIC - OPERATIONS WITH SALES",3
"BERRIES, OTHER, ORGANIC - PRODUCTION, MEASURED IN LB",3
"STRAWBERRIES, ORGANIC - SALES, MEASURED IN $",3
"STRAWBERRIES, ORGANIC - OPERATIONS WITH AREA HARVESTED",3
"APPLES - YIELD, MEASURED IN LB / ACRE",3
"TOMATOES, ORGANIC, IN THE OPEN - SALES, MEASURED IN $",3
"GREENS, TURNIP - ACRES HARVESTED",3
"APPLES - PRODUCTION, MEASURED IN LB",3
"PEACHES - PRODUCTION, MEASURED IN TONS",3
"TOBACCO, IRRIGATED - OPERATIONS WITH AREA HARVESTED",3
"BERRIES, OTHER, ORGANIC - ACRES HARVESTED",3
"TREE NUTS, OTHER - ACRES BEARING & NON-BEARING",3
"ORCHARDS, IRRIGATED - ACRES BEARING & NON-BEARING",3
"RASPBERRIES, ORGANIC - ACRES HARVESTED",3
"LEGUMES, CLOVER, RED, SEED - OPERATIONS WITH AREA HARVESTED",3
"APPLES, ORGANIC - ACRES HARVESTED",3
"FOOD CROP TOTALS, (EXCL MUSHROOMS), ORGANIC, UNDER PROTECTION - OPERATIONS WITH SALES",3
"FOLIAGE PLANTS, INDOOR USE, UNDER PROTECTION - SQ FT IN PRODUCTION",3
PLUMS & PRUNES - OPERATIONS WITH AREA BEARING & NON-BEARING,3
"PEPPERS, BELL, ORGANIC - SALES, MEASURED IN $",3
PEANUTS - ACRES HARVESTED,3
"LETTUCE, ORGANIC - SALES, MEASURED IN $",3
"CARROTS, ORGANIC - PRODUCTION, MEASURED IN TONS",3
BEETS - ACRES HARVESTED,3
"FLORICULTURE TOTALS, IN THE OPEN - ACRES IN PRODUCTION",3
EMMER & SPELT - OPERATIONS WITH AREA HARVESTED,3
"SPINACH, ORGANIC - SALES, MEASURED IN $",3
"TOMATOES, IN THE OPEN - OPERATIONS WITH AREA HARVESTED",3
"FLOWERING PLANTS, POTTED, INDOOR USE, UNDER PROTECTION - SQ FT IN PRODUCTION",3
