Program,Year,Period,Geo Level,State,watershed_code,Commodity,Data Item,Domain,Domain Category,Value
SURVEY,2009,YEAR,STATE,OHIO,0,CABBAGE,"CABBAGE, FRESH MARKET - ACRES PLANTED",TOTAL,NOT SPECIFIED,"1,100"
SURVEY,2009,YEAR,STATE,OHIO,0,CABBAGE,"CABBAGE, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,17.9
SURVEY,2009,YEAR,STATE,OHIO,0,CABBAGE,"CABBAGE, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,273,000"
SURVEY,2009,YEAR,STATE,OHIO,0,CABBAGE,"CABBAGE, FRESH MARKET - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"127,000"
SURVEY,2009,YEAR,STATE,OHIO,0,CABBAGE,"CABBAGE, FRESH MARKET - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,127
SURVEY,2009,YEAR,STATE,OHIO,0,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"3,350,000"
SURVEY,2009,YEAR,STATE,OHIO,0,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,140,000"
SURVEY,2009,YEAR,STATE,OHIO,0,CORN,"CORN, GRAIN - EAR COUNT, MEASURED IN EARS / ACRE",TOTAL,NOT SPECIFIED,"27,650"
SURVEY,2009,YEAR,STATE,OHIO,0,CORN,"CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE",TOTAL,NOT SPECIFIED,"28,200"
SURVEY,2009,YEAR,STATE,OHIO,0,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,906,137,000"
SURVEY,2009,YEAR,STATE,OHIO,0,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"536,940,000"
SURVEY,2009,YEAR,STATE,OHIO,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,171
SURVEY,2009,YEAR,STATE,OHIO,0,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"170,000"
SURVEY,2009,YEAR,STATE,OHIO,0,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"3,400,000"
SURVEY,2009,YEAR,STATE,OHIO,0,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,20
SURVEY,2009,YEAR,STATE,OHIO,0,CROP TOTALS,"CROP TOTALS, (EXCL HORTICULTURE) - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,983,254,000"
SURVEY,2009,YEAR,STATE,OHIO,0,CUCUMBERS,"CUCUMBERS, PROCESSING, PICKLES - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,200"
SURVEY,2009,YEAR,STATE,OHIO,0,CUCUMBERS,"CUCUMBERS, PROCESSING, PICKLES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"2,700"
SURVEY,2009,YEAR,STATE,OHIO,0,CUCUMBERS,"CUCUMBERS, PROCESSING, PICKLES - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,460
SURVEY,2009,YEAR,STATE,OHIO,0,CUCUMBERS,"CUCUMBERS, PROCESSING, PICKLES - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"8,096,000"
SURVEY,2009,YEAR,STATE,OHIO,0,CUCUMBERS,"CUCUMBERS, PROCESSING, PICKLES - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"17,600"
SURVEY,2009,YEAR,STATE,OHIO,0,CUCUMBERS,"CUCUMBERS, PROCESSING, PICKLES - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,8
SURVEY,2009,YEAR,STATE,OHIO,0,FIELD CROP TOTALS,"FIELD CROP TOTALS, INCL POTATOES & OTHER - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,748,356,000"
SURVEY,2009,YEAR,STATE,OHIO,0,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"9,886,000"
SURVEY,2009,YEAR,STATE,OHIO,0,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"9,991,000"
SURVEY,2009,YEAR,STATE,OHIO,0,GRAPES,GRAPES - ACRES BEARING,TOTAL,NOT SPECIFIED,"1,800"
SURVEY,2009,YEAR,STATE,OHIO,0,GRAPES,"GRAPES - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"5,740"
SURVEY,2009,YEAR,STATE,OHIO,0,GRAPES,"GRAPES - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,3.19
SURVEY,2009,YEAR,STATE,OHIO,0,GRAPES,"GRAPES, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"18,000"
SURVEY,2009,YEAR,STATE,OHIO,0,GRAPES,"GRAPES, FRESH MARKET - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,20
SURVEY,2009,YEAR,STATE,OHIO,0,GRAPES,"GRAPES, JUICE TYPE, CONCORD, PROCESSING - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"4,770"
SURVEY,2009,YEAR,STATE,OHIO,0,GRAPES,"GRAPES, NIAGARA, PROCESSING - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,450
SURVEY,2009,YEAR,STATE,OHIO,0,GRAPES,"GRAPES, NOT HARVESTED - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,560
SURVEY,2009,YEAR,STATE,OHIO,0,GRAPES,"GRAPES, PROCESSING - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,022,000"
SURVEY,2009,YEAR,STATE,OHIO,0,GRAPES,"GRAPES, PROCESSING - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"5,160"
SURVEY,2009,YEAR,STATE,OHIO,0,GRAPES,"GRAPES, PROCESSING, JUICE - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"3,100"
SURVEY,2009,YEAR,STATE,OHIO,0,GRAPES,"GRAPES, PROCESSING, WINE - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"2,060"
SURVEY,2009,YEAR,STATE,OHIO,0,GRAPES,"GRAPES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,040,000"
SURVEY,2009,YEAR,STATE,OHIO,0,GRAPES,"GRAPES, UTILIZED - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"5,180"
SURVEY,2009,YEAR,STATE,OHIO,0,HAY,HAY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,040,000"
SURVEY,2009,YEAR,STATE,OHIO,0,HAY,"HAY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"341,820,000"
SURVEY,2009,YEAR,STATE,OHIO,0,HAY,"HAY - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"2,876,000"
SURVEY,2009,YEAR,STATE,OHIO,0,HAY,"HAY - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,2.77
SURVEY,2009,YEAR,STATE,OHIO,0,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"660,000"
SURVEY,2009,YEAR,STATE,OHIO,0,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"144,144,000"
SURVEY,2009,YEAR,STATE,OHIO,0,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"1,584,000"
SURVEY,2009,YEAR,STATE,OHIO,0,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,2.4
SURVEY,2009,YEAR,STATE,OHIO,0,HAY,"HAY, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"380,000"
SURVEY,2009,YEAR,STATE,OHIO,0,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"197,676,000"
SURVEY,2009,YEAR,STATE,OHIO,0,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"1,292,000"
SURVEY,2009,YEAR,STATE,OHIO,0,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,3.4
SURVEY,2009,YEAR,STATE,OHIO,0,HAY & HAYLAGE,HAY & HAYLAGE - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,140,000"
SURVEY,2009,YEAR,STATE,OHIO,0,HAY & HAYLAGE,"HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS",TOTAL,NOT SPECIFIED,"3,396,000"
SURVEY,2009,YEAR,STATE,OHIO,0,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",TOTAL,NOT SPECIFIED,2.98
SURVEY,2009,YEAR,STATE,OHIO,0,HAY & HAYLAGE,"HAY & HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"680,000"
SURVEY,2009,YEAR,STATE,OHIO,0,HAY & HAYLAGE,"HAY & HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS, DRY BASIS",TOTAL,NOT SPECIFIED,"1,638,000"
SURVEY,2009,YEAR,STATE,OHIO,0,HAY & HAYLAGE,"HAY & HAYLAGE, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",TOTAL,NOT SPECIFIED,2.41
SURVEY,2009,YEAR,STATE,OHIO,0,HAY & HAYLAGE,"HAY & HAYLAGE, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"460,000"
SURVEY,2009,YEAR,STATE,OHIO,0,HAY & HAYLAGE,"HAY & HAYLAGE, ALFALFA - ACRES PLANTED",TOTAL,NOT SPECIFIED,"76,000"
SURVEY,2009,YEAR,STATE,OHIO,0,HAY & HAYLAGE,"HAY & HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS, DRY BASIS",TOTAL,NOT SPECIFIED,"1,758,000"
SURVEY,2009,YEAR,STATE,OHIO,0,HAY & HAYLAGE,"HAY & HAYLAGE, ALFALFA - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",TOTAL,NOT SPECIFIED,3.82
SURVEY,2009,YEAR,STATE,OHIO,0,HAYLAGE,HAYLAGE - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"144,000"
SURVEY,2009,YEAR,STATE,OHIO,0,HAYLAGE,"HAYLAGE - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"1,052,000"
SURVEY,2009,YEAR,STATE,OHIO,0,HAYLAGE,"HAYLAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,7.31
SURVEY,2009,YEAR,STATE,OHIO,0,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"20,000"
SURVEY,2009,YEAR,STATE,OHIO,0,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"110,000"
SURVEY,2009,YEAR,STATE,OHIO,0,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,5.5
SURVEY,2009,YEAR,STATE,OHIO,0,HAYLAGE,"HAYLAGE, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"124,000"
SURVEY,2009,YEAR,STATE,OHIO,0,HAYLAGE,"HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"942,000"
SURVEY,2009,YEAR,STATE,OHIO,0,HAYLAGE,"HAYLAGE, ALFALFA - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,7.6
SURVEY,2009,YEAR,STATE,OHIO,0,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"375,000"
SURVEY,2009,YEAR,STATE,OHIO,0,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"3,627,000"
SURVEY,2009,YEAR,STATE,OHIO,0,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,"90,000"
SURVEY,2009,YEAR,STATE,OHIO,0,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",TOTAL,NOT SPECIFIED,0.24
SURVEY,2009,YEAR,STATE,OHIO,0,OATS,OATS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"50,000"
SURVEY,2009,YEAR,STATE,OHIO,0,OATS,OATS - ACRES PLANTED,TOTAL,NOT SPECIFIED,"65,000"
SURVEY,2009,YEAR,STATE,OHIO,0,OATS,"OATS - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"9,750,000"
SURVEY,2009,YEAR,STATE,OHIO,0,OATS,"OATS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"3,750,000"
SURVEY,2009,YEAR,STATE,OHIO,0,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,75
SURVEY,2009,YEAR,STATE,OHIO,0,PEACHES,PEACHES - ACRES BEARING,TOTAL,NOT SPECIFIED,"1,300"
SURVEY,2009,YEAR,STATE,OHIO,0,PEACHES,"PEACHES - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"2,560"
SURVEY,2009,YEAR,STATE,OHIO,0,PEACHES,"PEACHES - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,1.97
SURVEY,2009,YEAR,STATE,OHIO,0,PEACHES,"PEACHES, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"3,952,000"
SURVEY,2009,YEAR,STATE,OHIO,0,PEACHES,"PEACHES, FRESH MARKET - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"2,410"
SURVEY,2009,YEAR,STATE,OHIO,0,PEACHES,"PEACHES, NOT HARVESTED - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,140
SURVEY,2009,YEAR,STATE,OHIO,0,PEACHES,"PEACHES, NOT SOLD - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,10
SURVEY,2009,YEAR,STATE,OHIO,0,PEACHES,"PEACHES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"3,952,000"
SURVEY,2009,YEAR,STATE,OHIO,0,PEACHES,"PEACHES, UTILIZED - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"2,410"
SURVEY,2009,YEAR,STATE,OHIO,0,PEPPERS,"PEPPERS, BELL - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,000"
SURVEY,2009,YEAR,STATE,OHIO,0,PEPPERS,"PEPPERS, BELL - ACRES PLANTED",TOTAL,NOT SPECIFIED,"2,200"
SURVEY,2009,YEAR,STATE,OHIO,0,PEPPERS,"PEPPERS, BELL - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,46
SURVEY,2009,YEAR,STATE,OHIO,0,PEPPERS,"PEPPERS, BELL - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"34,500,000"
SURVEY,2009,YEAR,STATE,OHIO,0,PEPPERS,"PEPPERS, BELL - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"750,000"
SURVEY,2009,YEAR,STATE,OHIO,0,PEPPERS,"PEPPERS, BELL - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,375
SURVEY,2009,YEAR,STATE,OHIO,0,POTATOES,POTATOES - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"2,100"
SURVEY,2009,YEAR,STATE,OHIO,0,POTATOES,POTATOES - ACRES PLANTED,TOTAL,NOT SPECIFIED,"2,300"
SURVEY,2009,YEAR,STATE,OHIO,0,POTATOES,"POTATOES - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"7,322,000"
SURVEY,2009,YEAR,STATE,OHIO,0,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"704,000"
SURVEY,2009,YEAR,STATE,OHIO,0,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,335
SURVEY,2009,YEAR,STATE,OHIO,0,POTATOES,"POTATOES, FALL - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,100"
SURVEY,2009,YEAR,STATE,OHIO,0,POTATOES,"POTATOES, FALL - ACRES PLANTED",TOTAL,NOT SPECIFIED,"2,300"
SURVEY,2009,YEAR,STATE,OHIO,0,POTATOES,"POTATOES, FALL - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"7,322,000"
SURVEY,2009,YEAR,STATE,OHIO,0,POTATOES,"POTATOES, FALL - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"704,000"
SURVEY,2009,YEAR,STATE,OHIO,0,POTATOES,"POTATOES, FALL - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,335
SURVEY,2009,YEAR,STATE,OHIO,0,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"7,500"
SURVEY,2009,YEAR,STATE,OHIO,0,PUMPKINS,PUMPKINS - ACRES PLANTED,TOTAL,NOT SPECIFIED,"7,600"
SURVEY,2009,YEAR,STATE,OHIO,0,PUMPKINS,"PUMPKINS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,18.2
SURVEY,2009,YEAR,STATE,OHIO,0,PUMPKINS,"PUMPKINS - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"22,513,000"
SURVEY,2009,YEAR,STATE,OHIO,0,PUMPKINS,"PUMPKINS - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"1,237,000"
SURVEY,2009,YEAR,STATE,OHIO,0,PUMPKINS,"PUMPKINS - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,165
SURVEY,2009,YEAR,STATE,OHIO,0,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"4,530,000"
SURVEY,2009,YEAR,STATE,OHIO,0,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,NOT SPECIFIED,"4,550,000"
SURVEY,2009,YEAR,STATE,OHIO,0,SOYBEANS,"SOYBEANS - POD COUNT, MEASURED IN PODS / 18 SQ FT",TOTAL,NOT SPECIFIED,"1,712"
SURVEY,2009,YEAR,STATE,OHIO,0,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,170,867,000"
SURVEY,2009,YEAR,STATE,OHIO,0,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"221,970,000"
SURVEY,2009,YEAR,STATE,OHIO,0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,49
SURVEY,2009,YEAR,STATE,OHIO,0,SQUASH,SQUASH - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,500"
SURVEY,2009,YEAR,STATE,OHIO,0,SQUASH,SQUASH - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,600"
SURVEY,2009,YEAR,STATE,OHIO,0,SQUASH,"SQUASH - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,23
SURVEY,2009,YEAR,STATE,OHIO,0,SQUASH,"SQUASH - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"10,695,000"
SURVEY,2009,YEAR,STATE,OHIO,0,SQUASH,"SQUASH - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"465,000"
SURVEY,2009,YEAR,STATE,OHIO,0,SQUASH,"SQUASH - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,310
SURVEY,2009,YEAR,STATE,OHIO,0,STRAWBERRIES,STRAWBERRIES - ACRES HARVESTED,TOTAL,NOT SPECIFIED,710
SURVEY,2009,YEAR,STATE,OHIO,0,STRAWBERRIES,STRAWBERRIES - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,100"
SURVEY,2009,YEAR,STATE,OHIO,0,STRAWBERRIES,"STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,191
SURVEY,2009,YEAR,STATE,OHIO,0,STRAWBERRIES,"STRAWBERRIES - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,730,000"
SURVEY,2009,YEAR,STATE,OHIO,0,STRAWBERRIES,"STRAWBERRIES - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"30,000"
SURVEY,2009,YEAR,STATE,OHIO,0,STRAWBERRIES,"STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,42
SURVEY,2009,YEAR,STATE,OHIO,0,STRAWBERRIES,"STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,191
SURVEY,2009,YEAR,STATE,OHIO,0,STRAWBERRIES,"STRAWBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,730,000"
SURVEY,2009,YEAR,STATE,OHIO,0,STRAWBERRIES,"STRAWBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"30,000"
SURVEY,2009,YEAR,STATE,OHIO,0,SWEET CORN,"SWEET CORN, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"11,400"
SURVEY,2009,YEAR,STATE,OHIO,0,SWEET CORN,"SWEET CORN, FRESH MARKET - ACRES PLANTED",TOTAL,NOT SPECIFIED,"16,500"
SURVEY,2009,YEAR,STATE,OHIO,0,SWEET CORN,"SWEET CORN, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,30.4
SURVEY,2009,YEAR,STATE,OHIO,0,SWEET CORN,"SWEET CORN, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"41,253,000"
SURVEY,2009,YEAR,STATE,OHIO,0,SWEET CORN,"SWEET CORN, FRESH MARKET - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"1,357,000"
SURVEY,2009,YEAR,STATE,OHIO,0,SWEET CORN,"SWEET CORN, FRESH MARKET - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,119
SURVEY,2009,YEAR,STATE,OHIO,0,TOBACCO,TOBACCO - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"3,400"
SURVEY,2009,YEAR,STATE,OHIO,0,TOBACCO,"TOBACCO - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"11,220,000"
SURVEY,2009,YEAR,STATE,OHIO,0,TOBACCO,"TOBACCO - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"6,800,000"
SURVEY,2009,YEAR,STATE,OHIO,0,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,"2,000"
SURVEY,2009,YEAR,STATE,OHIO,0,TOBACCO,"TOBACCO, AIR-CURED LIGHT BURLEY (TYPE 31) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,400"
SURVEY,2009,YEAR,STATE,OHIO,0,TOBACCO,"TOBACCO, AIR-CURED LIGHT BURLEY (TYPE 31) - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"11,220,000"
SURVEY,2009,YEAR,STATE,OHIO,0,TOBACCO,"TOBACCO, AIR-CURED LIGHT BURLEY (TYPE 31) - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"6,800,000"
SURVEY,2009,YEAR,STATE,OHIO,0,TOBACCO,"TOBACCO, AIR-CURED LIGHT BURLEY (TYPE 31) - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,"2,000"
SURVEY,2009,YEAR,STATE,OHIO,0,TOMATOES,"TOMATOES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,44
SURVEY,2009,YEAR,STATE,OHIO,0,TOMATOES,"TOMATOES, IN THE OPEN, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,000"
SURVEY,2009,YEAR,STATE,OHIO,0,TOMATOES,"TOMATOES, IN THE OPEN, FRESH MARKET - ACRES PLANTED",TOTAL,NOT SPECIFIED,"3,200"
