Program,Year,Period,Geo Level,State,watershed_code,Commodity,Data Item,Domain,Domain Category,Value
SURVEY,2009,YEAR,STATE,WISCONSIN,0,BEANS,"BEANS, DRY EDIBLE, DARK, RED, KIDNEY - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"6,400"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,BEANS,"BEANS, DRY EDIBLE, DARK, RED, KIDNEY - ACRES PLANTED",TOTAL,NOT SPECIFIED,"6,400"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,BEANS,"BEANS, DRY EDIBLE, DARK, RED, KIDNEY - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"127,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,BEANS,"BEANS, DRY EDIBLE, DARK, RED, KIDNEY - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,"1,980"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"6,400"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED",TOTAL,NOT SPECIFIED,"6,400"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,004,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"127,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,"1,980"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,BEANS,"BEANS, SNAP, PROCESSING - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"81,700"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,BEANS,"BEANS, SNAP, PROCESSING - ACRES PLANTED",TOTAL,NOT SPECIFIED,"83,600"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,BEANS,"BEANS, SNAP, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,149
SURVEY,2009,YEAR,STATE,WISCONSIN,0,BEANS,"BEANS, SNAP, PROCESSING - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"52,613,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,BEANS,"BEANS, SNAP, PROCESSING - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"353,290"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,BEANS,"BEANS, SNAP, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,4.32
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CABBAGE,"CABBAGE, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,200"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CABBAGE,"CABBAGE, FRESH MARKET - ACRES PLANTED",TOTAL,NOT SPECIFIED,"3,200"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CABBAGE,"CABBAGE, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,16.2
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CABBAGE,"CABBAGE, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"15,552,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CABBAGE,"CABBAGE, FRESH MARKET - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"960,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CABBAGE,"CABBAGE, FRESH MARKET - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,300
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CARROTS,"CARROTS, PROCESSING - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,700"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CARROTS,"CARROTS, PROCESSING - ACRES PLANTED",TOTAL,NOT SPECIFIED,"3,900"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CARROTS,"CARROTS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,79.9
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CARROTS,"CARROTS, PROCESSING - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"6,927,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CARROTS,"CARROTS, PROCESSING - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"86,690"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CARROTS,"CARROTS, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,23.43
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CHERRIES,"CHERRIES, TART - ACRES BEARING",TOTAL,NOT SPECIFIED,"1,800"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CHERRIES,"CHERRIES, TART - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,900,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CHERRIES,"CHERRIES, TART - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,"6,060"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CHERRIES,"CHERRIES, TART, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"129,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CHERRIES,"CHERRIES, TART, FRESH MARKET - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"200,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CHERRIES,"CHERRIES, TART, PROCESSING - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,134,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CHERRIES,"CHERRIES, TART, PROCESSING - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,700,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CHERRIES,"CHERRIES, TART, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,263,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CHERRIES,"CHERRIES, TART, UTILIZED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,900,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"3,850,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,930,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CORN,"CORN, GRAIN - EAR COUNT, MEASURED IN EARS / ACRE",TOTAL,NOT SPECIFIED,"28,100"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CORN,"CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE",TOTAL,NOT SPECIFIED,"27,650"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,600,395,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"448,290,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,153
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"850,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"13,600,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,16
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CRANBERRIES,CRANBERRIES - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"18,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CRANBERRIES,"CRANBERRIES - PRODUCTION, MEASURED IN BARRELS",TOTAL,NOT SPECIFIED,"3,950,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CRANBERRIES,"CRANBERRIES - YIELD, MEASURED IN BARRELS / ACRE",TOTAL,NOT SPECIFIED,219.4
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CRANBERRIES,"CRANBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"17,204,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CRANBERRIES,"CRANBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN BARRELS",TOTAL,NOT SPECIFIED,"220,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CRANBERRIES,"CRANBERRIES, PROCESSING - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"149,200,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CRANBERRIES,"CRANBERRIES, PROCESSING - PRODUCTION, MEASURED IN BARRELS",TOTAL,NOT SPECIFIED,"3,730,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CRANBERRIES,"CRANBERRIES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"166,404,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CRANBERRIES,"CRANBERRIES, UTILIZED - PRODUCTION, MEASURED IN BARRELS",TOTAL,NOT SPECIFIED,"3,950,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CROP TOTALS,"CROP TOTALS, (EXCL HORTICULTURE) - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"3,460,972,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CUCUMBERS,"CUCUMBERS, PROCESSING, PICKLES - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"6,500"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CUCUMBERS,"CUCUMBERS, PROCESSING, PICKLES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"6,500"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CUCUMBERS,"CUCUMBERS, PROCESSING, PICKLES - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,216
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CUCUMBERS,"CUCUMBERS, PROCESSING, PICKLES - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"8,649,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CUCUMBERS,"CUCUMBERS, PROCESSING, PICKLES - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"40,040"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,CUCUMBERS,"CUCUMBERS, PROCESSING, PICKLES - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,6.16
SURVEY,2009,YEAR,STATE,WISCONSIN,0,FIELD CROP TOTALS,"FIELD CROP TOTALS, INCL POTATOES & OTHER - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"3,071,265,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"7,924,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"8,160,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAY,HAY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,920,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAY,"HAY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"455,150,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAY,"HAY - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"4,430,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAY,"HAY - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,2.31
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"370,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"44,400,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"555,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,1.5
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAY,"HAY, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,550,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"410,750,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"3,875,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,2.5
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAY & HAYLAGE,HAY & HAYLAGE - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"2,800,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAY & HAYLAGE,"HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS",TOTAL,NOT SPECIFIED,"8,730,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",TOTAL,NOT SPECIFIED,3.12
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAY & HAYLAGE,"HAY & HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"450,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAY & HAYLAGE,"HAY & HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS, DRY BASIS",TOTAL,NOT SPECIFIED,"772,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAY & HAYLAGE,"HAY & HAYLAGE, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",TOTAL,NOT SPECIFIED,1.72
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAY & HAYLAGE,"HAY & HAYLAGE, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,350,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAY & HAYLAGE,"HAY & HAYLAGE, ALFALFA - ACRES PLANTED",TOTAL,NOT SPECIFIED,"450,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAY & HAYLAGE,"HAY & HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS, DRY BASIS",TOTAL,NOT SPECIFIED,"7,958,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAY & HAYLAGE,"HAY & HAYLAGE, ALFALFA - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",TOTAL,NOT SPECIFIED,3.39
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAYLAGE,HAYLAGE - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,500,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAYLAGE,"HAYLAGE - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"8,700,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAYLAGE,"HAYLAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,5.8
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"100,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"440,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,4.4
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAYLAGE,"HAYLAGE, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,400,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAYLAGE,"HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"8,260,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,HAYLAGE,"HAYLAGE, ALFALFA - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,5.9
SURVEY,2009,YEAR,STATE,WISCONSIN,0,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"670,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"7,340,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,"200,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",TOTAL,NOT SPECIFIED,0.299
SURVEY,2009,YEAR,STATE,WISCONSIN,0,MINT,"MINT, PEPPERMINT, OIL - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,400"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,MINT,"MINT, PEPPERMINT, OIL - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,613,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,MINT,"MINT, PEPPERMINT, OIL - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"184,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,54
SURVEY,2009,YEAR,STATE,WISCONSIN,0,MINT,"MINT, SPEARMINT, OIL - ACRES HARVESTED",TOTAL,NOT SPECIFIED,500
SURVEY,2009,YEAR,STATE,WISCONSIN,0,MINT,"MINT, SPEARMINT, OIL - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"428,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,MINT,"MINT, SPEARMINT, OIL - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"28,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,MINT,"MINT, SPEARMINT, OIL - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,56
SURVEY,2009,YEAR,STATE,WISCONSIN,0,OATS,OATS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"195,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,OATS,OATS - ACRES PLANTED,TOTAL,NOT SPECIFIED,"310,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,OATS,"OATS - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"24,398,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,OATS,"OATS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"13,260,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,68
SURVEY,2009,YEAR,STATE,WISCONSIN,0,ONIONS,"ONIONS, DRY, SUMMER, STORAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,ONIONS,"ONIONS, DRY, SUMMER, STORAGE - ACRES PLANTED",TOTAL,NOT SPECIFIED,"2,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,ONIONS,"ONIONS, DRY, SUMMER, STORAGE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,10.8
SURVEY,2009,YEAR,STATE,WISCONSIN,0,ONIONS,"ONIONS, DRY, SUMMER, STORAGE - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"9,472,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,ONIONS,"ONIONS, DRY, SUMMER, STORAGE - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"1,000,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,ONIONS,"ONIONS, DRY, SUMMER, STORAGE - SHRINK, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"123,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,ONIONS,"ONIONS, DRY, SUMMER, STORAGE - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,500
SURVEY,2009,YEAR,STATE,WISCONSIN,0,PEAS,"PEAS, GREEN, PROCESSING - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"40,800"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,PEAS,"PEAS, GREEN, PROCESSING - ACRES PLANTED",TOTAL,NOT SPECIFIED,"41,400"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,PEAS,"PEAS, GREEN, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,271
SURVEY,2009,YEAR,STATE,WISCONSIN,0,PEAS,"PEAS, GREEN, PROCESSING - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"24,847,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,PEAS,"PEAS, GREEN, PROCESSING - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"91,760"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,PEAS,"PEAS, GREEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,2.25
SURVEY,2009,YEAR,STATE,WISCONSIN,0,POTATOES,POTATOES - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"63,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,POTATOES,POTATOES - ACRES PLANTED,TOTAL,NOT SPECIFIED,"63,500"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,POTATOES,"POTATOES - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"256,473,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"28,980,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,460
SURVEY,2009,YEAR,STATE,WISCONSIN,0,POTATOES,"POTATOES, FALL - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"63,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,POTATOES,"POTATOES, FALL - ACRES PLANTED",TOTAL,NOT SPECIFIED,"63,500"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,POTATOES,"POTATOES, FALL - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"256,473,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,POTATOES,"POTATOES, FALL - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"28,980,000"
SURVEY,2009,YEAR,STATE,WISCONSIN,0,POTATOES,"POTATOES, FALL - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,460
SURVEY,2009,YEAR,STATE,WISCONSIN,0,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,620,000"
